,econ_interven,environment,redistribution,civlib_laworder,immigrate_policy,sociallifestyle,lrgen,lrecon,galtan,party_id,party_id,party_id,party_id
256,6.0,,6.0,6.0,,5.0,6.0,,6.0,3103.0,3103.0,3103.0,3103.0
257,7.0,,7.0,,,4.0,7.0,9.0,,3104.0,3104.0,3104.0,3104.0
258,,,,,,,,,,3108.0,3108.0,3108.0,3108.0
259,3.0,,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3110.0,3110.0,3110.0,3110.0
260,,,,7.0,,7.0,8.0,,7.0,3107.0,3107.0,3107.0,3107.0
261,6.0,,5.0,6.0,6.0,8.0,7.0,,7.0,3116.0,3116.0,3116.0,3116.0
262,4.0,,4.0,6.0,,7.0,6.0,6.0,7.0,3117.0,3117.0,3117.0,3117.0
263,7.0,,7.0,4.0,,4.0,6.0,8.0,5.0,3118.0,3118.0,3118.0,3118.0
264,6.0,6.0,7.0,4.0,,2.0,4.0,8.0,2.0,3106.0,3106.0,3106.0,3106.0
265,,,,7.0,,9.0,9.0,,9.0,3119.0,3119.0,3119.0,3119.0
266,3.0,6.0,4.0,8.0,7.0,8.0,7.0,5.0,7.0,3101.0,3101.0,3101.0,3101.0
267,3.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,3102.0,3102.0,3102.0,3102.0
268,4.0,4.0,5.0,9.0,9.0,10.0,9.0,7.0,10.0,3115.0,3115.0,3115.0,3115.0
269,5.0,7.0,6.0,4.0,5.0,2.0,5.0,7.0,2.0,3105.0,3105.0,3105.0,3105.0
270,4.0,3.0,4.0,4.0,,3.0,5.0,4.0,4.0,3103.0,3103.0,3103.0,3103.0
271,6.0,7.0,7.0,5.0,,2.0,6.0,8.0,4.0,3104.0,3104.0,3104.0,3104.0
272,3.0,,4.0,,,4.0,5.0,4.0,5.0,3108.0,3108.0,3108.0,3108.0
273,4.0,,4.0,4.0,,3.0,4.0,3.0,4.0,3110.0,3110.0,3110.0,3110.0
274,4.0,4.0,5.0,9.0,8.0,7.0,9.0,5.0,9.0,3107.0,3107.0,3107.0,3107.0
275,3.0,,3.0,2.0,,,4.0,4.0,5.0,3116.0,3116.0,3116.0,3116.0
276,3.0,8.0,3.0,5.0,,4.0,5.0,2.0,5.0,3117.0,3117.0,3117.0,3117.0
277,5.0,8.0,7.0,4.0,,3.0,6.0,7.0,5.0,3118.0,3118.0,3118.0,3118.0
278,4.0,5.0,7.0,3.0,4.0,1.0,5.0,6.0,3.0,3106.0,3106.0,3106.0,3106.0
279,,,5.0,9.0,10.0,10.0,10.0,7.0,10.0,3119.0,3119.0,3119.0,3119.0
280,3.0,6.0,5.0,5.0,6.0,5.0,8.0,4.0,6.0,3101.0,3101.0,3101.0,3101.0
281,3.0,5.0,4.0,5.0,5.0,,3.0,4.0,2.0,3102.0,3102.0,3102.0,3102.0
282,5.0,4.0,6.0,5.0,7.0,7.0,8.0,5.0,7.0,3115.0,3115.0,3115.0,3115.0
283,5.0,8.0,6.0,5.0,5.0,2.0,6.0,6.0,2.0,3105.0,3105.0,3105.0,3105.0
284,5.0,6.0,5.0,5.0,6.0,4.0,5.0,4.0,3.0,3103.0,3103.0,3103.0,3103.0
285,7.0,6.0,6.0,2.0,6.0,3.0,7.0,7.0,3.0,3104.0,3104.0,3104.0,3104.0
286,1.0,6.0,2.0,5.0,6.0,5.0,2.0,3.0,3.0,3108.0,3108.0,3108.0,3108.0
287,2.0,6.0,4.0,5.0,6.0,5.0,2.0,3.0,3.0,3110.0,3110.0,3110.0,3110.0
288,2.0,,5.0,8.0,8.0,7.0,9.0,4.0,9.0,3107.0,3107.0,3107.0,3107.0
289,3.0,3.0,2.0,3.0,8.0,5.0,1.0,2.0,5.0,3116.0,3116.0,3116.0,3116.0
290,2.0,8.0,3.0,5.0,5.0,4.0,2.0,3.0,5.0,3117.0,3117.0,3117.0,3117.0
291,7.0,8.0,7.0,4.0,6.0,3.0,7.0,7.0,2.0,3118.0,3118.0,3118.0,3118.0
292,7.0,6.0,6.0,4.0,5.0,2.0,5.0,7.0,1.0,3106.0,3106.0,3106.0,3106.0
293,7.0,6.0,6.0,8.0,9.0,8.0,9.0,6.0,9.0,3119.0,3119.0,3119.0,3119.0
294,1.0,8.0,4.0,6.0,7.0,7.0,6.0,4.0,6.0,3101.0,3101.0,3101.0,3101.0
295,1.0,7.0,3.0,4.0,5.0,1.0,4.0,4.0,2.0,3102.0,3102.0,3102.0,3102.0
296,,,,7.0,10.0,8.0,8.0,5.0,8.0,3115.0,3115.0,3115.0,3115.0
297,6.0,8.0,6.0,1.0,6.0,2.0,5.0,6.0,4.0,3105.0,3105.0,3105.0,3105.0
298,2.0,1.0,2.0,1.0,4.0,1.0,3.0,4.0,5.0,3103.0,3103.0,3103.0,3103.0
299,8.0,,7.0,2.0,5.0,2.0,5.0,8.0,6.0,3104.0,3104.0,3104.0,3104.0
300,2.0,,0.0,,,,4.0,3.0,,3108.0,3108.0,3108.0,3108.0
301,,,,1.0,,2.0,3.0,,,3110.0,3110.0,3110.0,3110.0
302,,,,8.0,10.0,9.0,9.0,,9.0,3107.0,3107.0,3107.0,3107.0
303,0.0,3.0,4.0,1.0,7.0,2.0,4.0,1.0,4.0,3116.0,3116.0,3116.0,3116.0
304,,,4.0,6.0,,6.0,7.0,4.0,6.0,3117.0,3117.0,3117.0,3117.0
305,9.0,8.0,6.0,3.0,,3.0,5.0,7.0,5.0,3118.0,3118.0,3118.0,3118.0
306,,,,0.0,4.0,0.0,3.0,5.0,1.0,3106.0,3106.0,3106.0,3106.0
307,,,,8.0,,9.0,10.0,,10.0,3119.0,3119.0,3119.0,3119.0
308,5.0,3.0,3.0,6.0,7.0,8.0,7.0,5.0,8.0,3101.0,3101.0,3101.0,3101.0
309,4.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,3102.0,3102.0,3102.0,3102.0
310,6.0,,,7.0,9.0,9.0,8.0,,9.0,3115.0,3115.0,3115.0,3115.0
311,5.0,4.0,5.0,3.0,3.0,1.0,5.0,7.0,1.0,3105.0,3105.0,3105.0,3105.0
312,4.0,4.0,2.0,,,8.0,6.0,3.0,7.0,3103.0,3103.0,3103.0,3103.0
313,5.0,,,3.0,,1.0,,5.0,1.0,3104.0,3104.0,3104.0,3104.0
314,3.0,,2.0,,,,,4.0,5.0,3108.0,3108.0,3108.0,3108.0
315,,,,3.0,4.0,2.0,4.0,,1.0,3110.0,3110.0,3110.0,3110.0
316,5.0,,2.0,7.0,9.0,8.0,9.0,,9.0,3107.0,3107.0,3107.0,3107.0
317,3.0,,2.0,4.0,8.0,5.0,,2.0,8.0,3116.0,3116.0,3116.0,3116.0
318,,6.0,4.0,6.0,,,,,6.0,3117.0,3117.0,3117.0,3117.0
319,6.0,,6.0,3.0,3.0,3.0,5.0,7.0,1.0,3118.0,3118.0,3118.0,3118.0
320,4.0,4.0,4.0,3.0,,2.0,3.0,3.0,1.0,3106.0,3106.0,3106.0,3106.0
321,6.0,,,7.0,9.0,10.0,10.0,,10.0,3119.0,3119.0,3119.0,3119.0
322,4.0,7.0,4.0,7.0,7.0,6.0,6.0,5.0,4.0,3101.0,3101.0,3101.0,3101.0
323,2.0,6.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,3102.0,3102.0,3102.0,3102.0
324,7.0,4.0,7.0,6.0,7.0,5.0,5.0,8.0,6.0,3115.0,3115.0,3115.0,3115.0
325,7.0,8.0,7.0,2.0,4.0,1.0,2.0,7.0,2.0,3105.0,3105.0,3105.0,3105.0
326,1.0,3.0,1.0,5.0,5.0,4.0,4.0,2.0,5.0,3103.0,3103.0,3103.0,3103.0
327,8.0,7.0,7.0,2.0,5.0,2.0,5.0,7.0,3.0,3104.0,3104.0,3104.0,3104.0
328,0.0,,0.0,6.0,,6.0,4.0,1.0,5.0,3108.0,3108.0,3108.0,3108.0
329,1.0,,2.0,3.0,,1.0,4.0,2.0,3.0,3110.0,3110.0,3110.0,3110.0
330,,,,,,7.0,7.0,,7.0,3107.0,3107.0,3107.0,3107.0
331,2.0,4.0,1.0,1.0,6.0,3.0,4.0,0.0,4.0,3116.0,3116.0,3116.0,3116.0
332,3.0,,2.0,4.0,,6.0,5.0,2.0,5.0,3117.0,3117.0,3117.0,3117.0
333,7.0,,6.0,6.0,,4.0,5.0,6.0,5.0,3118.0,3118.0,3118.0,3118.0
334,4.0,3.0,3.0,4.0,4.0,1.0,2.0,4.0,3.0,3106.0,3106.0,3106.0,3106.0
335,6.0,,4.0,8.0,8.0,9.0,9.0,7.0,8.0,3119.0,3119.0,3119.0,3119.0
336,4.0,6.0,4.0,9.0,9.0,8.0,7.0,7.0,8.0,3101.0,3101.0,3101.0,3101.0
337,4.0,5.0,3.0,4.0,7.0,3.0,4.0,4.0,4.0,3102.0,3102.0,3102.0,3102.0
338,6.0,6.0,3.0,10.0,10.0,10.0,9.0,8.0,10.0,3115.0,3115.0,3115.0,3115.0
339,9.0,4.0,5.0,1.0,6.0,0.0,5.0,5.0,0.0,3105.0,3105.0,3105.0,3105.0
340,5.0,3.0,4.0,4.0,6.0,2.0,5.0,4.0,4.0,3103.0,3103.0,3103.0,3103.0
341,8.0,7.0,6.0,6.0,6.0,3.0,6.0,6.0,5.0,3104.0,3104.0,3104.0,3104.0
342,2.0,,2.0,3.0,,4.0,4.0,3.0,4.0,3108.0,3108.0,3108.0,3108.0
343,3.0,,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3110.0,3110.0,3110.0,3110.0
344,,,,9.0,10.0,9.0,10.0,9.0,9.0,3107.0,3107.0,3107.0,3107.0
345,6.0,6.0,2.0,5.0,7.0,6.0,,8.0,4.0,3116.0,3116.0,3116.0,3116.0
346,,5.0,3.0,5.0,6.0,7.0,6.0,7.0,8.0,3117.0,3117.0,3117.0,3117.0
347,7.0,,5.0,4.0,,4.0,3.0,5.0,4.0,3118.0,3118.0,3118.0,3118.0
348,7.0,3.0,5.0,0.0,4.0,0.0,5.0,3.0,0.0,3106.0,3106.0,3106.0,3106.0
349,10.0,8.0,6.0,10.0,10.0,10.0,10.0,9.0,10.0,3119.0,3119.0,3119.0,3119.0
350,5.0,5.0,5.0,5.0,10.0,5.0,6.0,7.0,9.0,3101.0,3101.0,3101.0,3101.0
351,5.0,5.0,5.0,5.0,7.0,1.0,4.0,5.0,4.0,3102.0,3102.0,3102.0,3102.0
352,5.0,5.0,5.0,7.0,10.0,10.0,9.0,10.0,10.0,3115.0,3115.0,3115.0,3115.0
353,10.0,8.0,10.0,5.0,5.0,1.0,5.0,5.0,2.0,3105.0,3105.0,3105.0,3105.0
354,3.0,3.0,5.0,5.0,7.0,4.0,5.0,4.0,5.0,3103.0,3103.0,3103.0,3103.0
355,10.0,8.0,10.0,5.0,8.0,2.0,5.0,5.0,2.0,3104.0,3104.0,3104.0,3104.0
356,5.0,3.0,3.0,5.0,,5.0,5.0,5.0,5.0,3108.0,3108.0,3108.0,3108.0
357,4.0,3.0,4.0,5.0,5.0,0.0,3.0,3.0,3.0,3110.0,3110.0,3110.0,3110.0
358,4.0,5.0,4.0,8.0,10.0,10.0,,10.0,10.0,3107.0,3107.0,3107.0,3107.0
359,5.0,5.0,5.0,8.0,10.0,10.0,9.0,10.0,4.0,3116.0,3116.0,3116.0,3116.0
360,5.0,5.0,4.0,5.0,9.0,5.0,5.0,5.0,7.0,3117.0,3117.0,3117.0,3117.0
361,5.0,5.0,5.0,8.0,5.0,10.0,6.0,5.0,4.0,3118.0,3118.0,3118.0,3118.0
362,6.0,7.0,6.0,5.0,5.0,0.0,5.0,5.0,1.0,3106.0,3106.0,3106.0,3106.0
363,5.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,10.0,3119.0,3119.0,3119.0,3119.0
364,6.0,6.0,7.0,7.0,8.0,7.0,8.0,7.0,8.0,3101.0,3101.0,3101.0,3101.0
365,4.0,5.0,4.0,2.0,4.0,2.0,1.0,3.0,2.0,3102.0,3102.0,3102.0,3102.0
366,7.0,5.0,6.0,8.0,9.0,8.0,9.0,8.0,8.0,3115.0,3115.0,3115.0,3115.0
367,7.0,5.0,5.0,2.0,4.0,1.0,1.0,4.0,1.0,3105.0,3105.0,3105.0,3105.0
368,4.0,5.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,3103.0,3103.0,3103.0,3103.0
369,8.0,5.0,7.0,5.0,5.0,3.0,5.0,5.0,5.0,3104.0,3104.0,3104.0,3104.0
370,2.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,3108.0,3108.0,3108.0,3108.0
371,2.0,5.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3110.0,3110.0,3110.0,3110.0
372,7.0,5.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,3107.0,3107.0,3107.0,3107.0
373,2.0,5.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,3116.0,3116.0,3116.0,3116.0
374,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,3117.0,3117.0,3117.0,3117.0
375,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,3118.0,3118.0,3118.0,3118.0
376,4.0,5.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3106.0,3106.0,3106.0,3106.0
377,6.0,5.0,4.0,9.0,9.0,9.0,9.0,10.0,9.0,3119.0,3119.0,3119.0,3119.0
378,3.0,6.0,5.0,6.0,8.0,5.0,6.0,6.0,5.0,3101.0,3101.0,3101.0,3101.0
379,3.0,4.0,3.0,5.0,6.0,2.0,4.0,4.0,3.0,3102.0,3102.0,3102.0,3102.0
380,3.0,5.0,4.0,6.0,7.0,6.0,,7.0,7.0,3115.0,3115.0,3115.0,3115.0
381,5.0,5.0,4.0,5.0,4.0,3.0,5.0,8.0,3.0,3105.0,3105.0,3105.0,3105.0
382,3.0,4.0,3.0,5.0,6.0,5.0,4.0,4.0,4.0,3103.0,3103.0,3103.0,3103.0
383,6.0,6.0,6.0,4.0,5.0,1.0,7.0,8.0,2.0,3104.0,3104.0,3104.0,3104.0
384,2.0,4.0,3.0,,,,3.0,3.0,,3108.0,3108.0,3108.0,3108.0
385,,,,,4.0,4.0,4.0,,,3110.0,3110.0,3110.0,3110.0
386,,5.0,,7.0,9.0,10.0,8.0,5.0,9.0,3107.0,3107.0,3107.0,3107.0
387,1.0,4.0,4.0,4.0,7.0,3.0,4.0,3.0,1.0,3116.0,3116.0,3116.0,3116.0
388,4.0,,4.0,5.0,6.0,6.0,5.0,5.0,6.0,3117.0,3117.0,3117.0,3117.0
389,5.0,,5.0,4.0,4.0,2.0,6.0,7.0,3.0,3118.0,3118.0,3118.0,3118.0
390,2.0,3.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,3106.0,3106.0,3106.0,3106.0
391,,,,8.0,10.0,10.0,10.0,8.0,10.0,3119.0,3119.0,3119.0,3119.0
392,2.0,7.0,6.0,7.0,8.0,8.0,6.0,2.0,7.0,3101.0,3101.0,3101.0,3101.0
393,2.0,5.0,3.0,5.0,5.0,2.0,3.0,3.0,2.0,3102.0,3102.0,3102.0,3102.0
394,2.0,6.0,4.0,6.0,9.0,8.0,7.0,3.0,8.0,3115.0,3115.0,3115.0,3115.0
395,3.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,3.0,3105.0,3105.0,3105.0,3105.0
396,2.0,4.0,4.0,5.0,7.0,6.0,6.0,4.0,7.0,3103.0,3103.0,3103.0,3103.0
397,3.0,6.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,3104.0,3104.0,3104.0,3104.0
398,2.0,6.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,3108.0,3108.0,3108.0,3108.0
399,1.0,4.0,4.0,2.0,5.0,2.0,3.0,2.0,3.0,3110.0,3110.0,3110.0,3110.0
400,2.0,5.0,5.0,7.0,7.0,8.0,8.0,3.0,8.0,3107.0,3107.0,3107.0,3107.0
401,1.0,6.0,1.0,5.0,8.0,3.0,2.0,2.0,5.0,3116.0,3116.0,3116.0,3116.0
402,2.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3117.0,3117.0,3117.0,3117.0
403,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3118.0,3118.0,3118.0,3118.0
404,3.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,3.0,3106.0,3106.0,3106.0,3106.0
405,1.0,5.0,4.0,7.0,8.0,9.0,9.0,4.0,9.0,3119.0,3119.0,3119.0,3119.0
406,6.0,7.0,7.0,8.0,10.0,9.0,8.0,7.0,9.0,3101.0,3101.0,3101.0,3101.0
407,4.0,7.0,3.0,2.0,3.0,0.0,4.0,5.0,3.0,3102.0,3102.0,3102.0,3102.0
408,8.0,7.0,1.0,10.0,10.0,10.0,9.0,8.0,10.0,3115.0,3115.0,3115.0,3115.0
409,10.0,8.0,9.0,1.0,3.0,0.0,5.0,8.0,0.0,3105.0,3105.0,3105.0,3105.0
410,3.0,5.0,4.0,1.0,4.0,2.0,4.0,5.0,2.0,3103.0,3103.0,3103.0,3103.0
411,10.0,8.0,8.0,1.0,3.0,2.0,5.0,7.0,2.0,3104.0,3104.0,3104.0,3104.0
412,3.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,3108.0,3108.0,3108.0,3108.0
413,2.0,4.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,3110.0,3110.0,3110.0,3110.0
414,4.0,4.0,6.0,8.0,10.0,9.0,9.0,4.0,9.0,3107.0,3107.0,3107.0,3107.0
415,1.0,6.0,0.0,7.0,10.0,7.0,9.0,2.0,8.0,3116.0,3116.0,3116.0,3116.0
416,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,6.0,3117.0,3117.0,3117.0,3117.0
417,8.0,7.0,6.0,1.0,3.0,0.0,4.0,7.0,0.0,3118.0,3118.0,3118.0,3118.0
418,8.0,5.0,3.0,1.0,2.0,0.0,3.0,7.0,0.0,3106.0,3106.0,3106.0,3106.0
419,10.0,7.0,9.0,10.0,10.0,10.0,10.0,8.0,10.0,3119.0,3119.0,3119.0,3119.0
420,5.0,6.0,5.0,6.0,8.0,7.0,6.0,5.0,6.0,3101.0,3101.0,3101.0,3101.0
421,5.0,4.0,5.0,4.0,7.0,3.0,4.0,5.0,3.0,3102.0,3102.0,3102.0,3102.0
422,5.0,5.0,5.0,7.0,8.0,8.0,7.0,7.0,7.0,3115.0,3115.0,3115.0,3115.0
423,5.0,5.0,5.0,3.0,7.0,2.0,5.0,5.0,2.0,3105.0,3105.0,3105.0,3105.0
424,5.0,4.0,4.0,5.0,7.0,5.0,4.0,5.0,5.0,3103.0,3103.0,3103.0,3103.0
425,5.0,5.0,5.0,4.0,7.0,3.0,5.0,5.0,4.0,3104.0,3104.0,3104.0,3104.0
426,3.0,,3.0,4.0,7.0,4.0,4.0,5.0,6.0,3108.0,3108.0,3108.0,3108.0
427,4.0,4.0,3.0,4.0,6.0,3.0,3.0,4.0,4.0,3110.0,3110.0,3110.0,3110.0
428,5.0,6.0,5.0,8.0,9.0,8.0,8.0,6.0,9.0,3107.0,3107.0,3107.0,3107.0
429,4.0,5.0,3.0,5.0,8.0,5.0,7.0,6.0,6.0,3116.0,3116.0,3116.0,3116.0
430,5.0,7.0,4.0,5.0,8.0,5.0,6.0,5.0,7.0,3117.0,3117.0,3117.0,3117.0
431,6.0,5.0,5.0,4.0,6.0,3.0,5.0,5.0,4.0,3118.0,3118.0,3118.0,3118.0
432,5.0,4.0,5.0,3.0,6.0,2.0,3.0,5.0,2.0,3106.0,3106.0,3106.0,3106.0
433,5.0,8.0,7.0,9.0,10.0,9.0,9.0,6.0,10.0,3119.0,3119.0,3119.0,3119.0
434,3.0,6.0,4.0,6.0,7.0,5.0,6.0,4.0,6.0,3101.0,3101.0,3101.0,3101.0
435,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,3102.0,3102.0,3102.0,3102.0
436,5.0,6.0,4.0,8.0,9.0,6.0,7.0,5.0,8.0,3115.0,3115.0,3115.0,3115.0
437,6.0,5.0,5.0,4.0,3.0,1.0,4.0,7.0,2.0,3105.0,3105.0,3105.0,3105.0
438,,,,,,,4.0,4.0,4.0,3103.0,3103.0,3103.0,3103.0
439,8.0,6.0,8.0,4.0,5.0,1.0,5.0,8.0,4.0,3104.0,3104.0,3104.0,3104.0
440,3.0,,2.0,,,,,,,3108.0,3108.0,3108.0,3108.0
441,2.0,3.0,2.0,3.0,2.0,6.0,3.0,2.0,3.0,3110.0,3110.0,3110.0,3110.0
442,3.0,5.0,3.0,9.0,8.0,8.0,8.0,,8.0,3107.0,3107.0,3107.0,3107.0
443,1.0,6.0,2.0,8.0,6.0,5.0,3.0,2.0,6.0,3116.0,3116.0,3116.0,3116.0
444,3.0,6.0,4.0,5.0,6.0,5.0,6.0,3.0,6.0,3117.0,3117.0,3117.0,3117.0
445,3.0,6.0,4.0,5.0,5.0,5.0,6.0,4.0,5.0,3118.0,3118.0,3118.0,3118.0
446,4.0,5.0,3.0,2.0,4.0,,4.0,6.0,2.0,3106.0,3106.0,3106.0,3106.0
447,5.0,7.0,6.0,8.0,9.0,9.0,8.0,8.0,8.0,3119.0,3119.0,3119.0,3119.0
448,3.0,5.0,3.0,7.0,8.0,7.0,7.0,3.0,8.0,3101.0,3101.0,3101.0,3101.0
449,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3102.0,3102.0,3102.0,3102.0
450,5.0,5.0,5.0,9.0,10.0,8.0,9.0,4.0,9.0,3115.0,3115.0,3115.0,3115.0
451,8.0,7.0,8.0,3.0,3.0,2.0,4.0,8.0,2.0,3105.0,3105.0,3105.0,3105.0
452,4.0,4.0,3.0,5.0,6.0,5.0,5.0,3.0,6.0,3103.0,3103.0,3103.0,3103.0
453,9.0,6.0,8.0,1.0,2.0,1.0,3.0,9.0,2.0,3104.0,3104.0,3104.0,3104.0
454,3.0,,2.0,5.0,7.0,,5.0,2.0,6.0,3108.0,3108.0,3108.0,3108.0
455,4.0,,4.0,2.0,3.0,2.0,3.0,3.0,6.0,3110.0,3110.0,3110.0,3110.0
456,4.0,6.0,3.0,7.0,9.0,8.0,8.0,3.0,8.0,3107.0,3107.0,3107.0,3107.0
457,5.0,7.0,5.0,6.0,9.0,5.0,7.0,5.0,7.0,3116.0,3116.0,3116.0,3116.0
458,3.0,,2.0,5.0,6.0,6.0,6.0,2.0,6.0,3117.0,3117.0,3117.0,3117.0
459,,,,,,,,5.0,,3118.0,3118.0,3118.0,3118.0
460,5.0,,4.0,2.0,3.0,2.0,3.0,6.0,2.0,3106.0,3106.0,3106.0,3106.0
461,,,,,,,,,,3119.0,3119.0,3119.0,3119.0
462,3.0,7.0,6.0,7.0,7.0,7.0,7.0,4.0,7.0,3101.0,3101.0,3101.0,3101.0
463,2.0,6.0,8.0,3.0,4.0,2.0,3.0,4.0,2.0,3102.0,3102.0,3102.0,3102.0
464,3.0,8.0,7.0,8.0,8.0,9.0,8.0,5.0,9.0,3115.0,3115.0,3115.0,3115.0
465,7.0,5.0,3.0,1.0,4.0,1.0,5.0,8.0,1.0,3105.0,3105.0,3105.0,3105.0
466,4.0,6.0,6.0,3.0,5.0,3.0,5.0,4.0,5.0,3103.0,3103.0,3103.0,3103.0
467,5.0,4.0,4.0,3.0,5.0,2.0,5.0,7.0,4.0,3104.0,3104.0,3104.0,3104.0
468,2.0,8.0,8.0,5.0,5.0,4.0,4.0,3.0,5.0,3108.0,3108.0,3108.0,3108.0
469,3.0,7.0,8.0,3.0,5.0,3.0,4.0,3.0,6.0,3110.0,3110.0,3110.0,3110.0
470,5.0,5.0,4.0,7.0,7.0,8.0,8.0,5.0,9.0,3107.0,3107.0,3107.0,3107.0
471,6.0,2.0,9.0,1.0,5.0,2.0,4.0,2.0,5.0,3116.0,3116.0,3116.0,3116.0
472,4.0,8.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,3117.0,3117.0,3117.0,3117.0
473,7.0,6.0,3.0,2.0,4.0,2.0,4.0,8.0,2.0,3118.0,3118.0,3118.0,3118.0
474,6.0,3.0,4.0,2.0,3.0,1.0,3.0,7.0,1.0,3106.0,3106.0,3106.0,3106.0
475,,,,9.0,10.0,10.0,9.0,3.0,10.0,3119.0,3119.0,3119.0,3119.0
476,3.0,,4.0,5.0,9.0,8.0,7.0,5.0,8.0,3101.0,3101.0,3101.0,3101.0
477,3.0,,6.0,5.0,4.0,3.0,3.0,6.0,3.0,3102.0,3102.0,3102.0,3102.0
478,3.0,,4.0,,9.0,9.0,8.0,4.0,9.0,3115.0,3115.0,3115.0,3115.0
479,5.0,,3.0,5.0,5.0,3.0,2.0,5.0,2.0,3105.0,3105.0,3105.0,3105.0
480,2.0,,3.0,8.0,4.0,,5.0,2.0,5.0,3103.0,3103.0,3103.0,3103.0
481,6.0,,8.0,3.0,5.0,3.0,4.0,7.0,5.0,3104.0,3104.0,3104.0,3104.0
482,1.0,,1.0,8.0,,,7.0,1.0,,3108.0,3108.0,3108.0,3108.0
483,2.0,,4.0,,4.0,3.0,3.0,2.0,3.0,3110.0,3110.0,3110.0,3110.0
484,3.0,,,,9.0,8.0,8.0,,,3107.0,3107.0,3107.0,3107.0
485,,,,,10.0,,,,6.0,3116.0,3116.0,3116.0,3116.0
486,2.0,,2.0,,10.0,8.0,8.0,2.0,8.0,3117.0,3117.0,3117.0,3117.0
487,7.0,,6.0,2.0,3.0,2.0,2.0,7.0,1.0,3118.0,3118.0,3118.0,3118.0
488,4.0,,6.0,4.0,3.0,2.0,2.0,5.0,1.0,3106.0,3106.0,3106.0,3106.0
489,,,,,10.0,,9.0,,9.0,3119.0,3119.0,3119.0,3119.0
490,5.0,5.0,,8.0,7.0,7.0,7.0,3.0,8.0,3101.0,3101.0,3101.0,3101.0
491,5.0,5.0,,5.0,4.0,0.0,3.0,1.0,1.0,3102.0,3102.0,3102.0,3102.0
492,5.0,3.0,,8.0,10.0,9.0,8.0,1.0,9.0,3115.0,3115.0,3115.0,3115.0
493,6.0,7.0,,5.0,,4.0,5.0,1.0,4.0,3105.0,3105.0,3105.0,3105.0
494,7.0,3.0,,,5.0,3.0,3.0,1.0,3.0,3103.0,3103.0,3103.0,3103.0
495,,7.0,,,,,5.0,5.0,2.0,3104.0,3104.0,3104.0,3104.0
496,2.0,,,,,,5.0,0.0,5.0,3108.0,3108.0,3108.0,3108.0
497,,,,,,1.0,1.0,2.0,0.0,3110.0,3110.0,3110.0,3110.0
498,,,,,9.0,7.0,8.0,5.0,9.0,3107.0,3107.0,3107.0,3107.0
499,3.0,3.0,,8.0,10.0,5.0,7.0,1.0,6.0,3116.0,3116.0,3116.0,3116.0
500,,,,,9.0,7.0,7.0,1.0,8.0,3117.0,3117.0,3117.0,3117.0
501,5.0,,,3.0,,3.0,2.0,1.0,1.0,3118.0,3118.0,3118.0,3118.0
502,5.0,7.0,,1.0,3.0,0.0,1.0,4.0,0.0,3106.0,3106.0,3106.0,3106.0
503,,,,10.0,10.0,10.0,10.0,2.0,10.0,3119.0,3119.0,3119.0,3119.0
504,5.0,7.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,3101.0,3101.0,3101.0,3101.0
505,5.0,5.0,5.0,3.0,2.0,2.0,4.0,5.0,3.0,3102.0,3102.0,3102.0,3102.0
506,5.0,,5.0,6.0,7.0,8.0,7.0,6.0,8.0,3115.0,3115.0,3115.0,3115.0
507,6.0,5.0,7.0,3.0,2.0,2.0,3.0,7.0,3.0,3105.0,3105.0,3105.0,3105.0
508,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3103.0,3103.0,3103.0,3103.0
509,6.0,,6.0,3.0,4.0,4.0,5.0,6.0,4.0,3104.0,3104.0,3104.0,3104.0
