,econ_interven,environment,redistribution,civlib_laworder,immigrate_policy,sociallifestyle
19520,1.0,1.0,0.0,10.0,10.0,10.0
19521,10.0,0.0,10.0,0.0,10.0,6.0
19522,5.0,0.0,9.0,4.0,0.0,0.0
19523,0.0,6.0,2.0,4.0,10.0,5.0
19524,0.0,0.0,0.0,0.0,10.0,10.0
19525,8.0,2.0,7.0,8.0,2.0,8.0
19526,8.0,5.0,8.0,10.0,1.0,10.0
19527,5.0,6.0,4.0,6.0,4.0,6.0
19528,8.0,2.0,7.0,3.0,10.0,10.0
19529,5.0,3.0,5.0,5.0,8.0,10.0
19530,0.0,5.0,0.0,0.0,10.0,10.0
19531,5.0,0.0,10.0,5.0,10.0,5.0
19532,6.0,1.0,7.0,2.0,6.0,9.0
19534,5.0,5.0,10.0,7.0,5.0,10.0
19535,5.0,6.0,10.0,5.0,5.0,5.0
19536,9.0,1.0,5.0,2.0,2.0,10.0
19537,1.0,0.0,0.0,4.0,0.0,10.0
19538,5.0,1.0,3.0,3.0,7.0,3.0
19539,4.0,1.0,3.0,5.0,6.0,0.0
19540,3.0,4.0,7.0,8.0,2.0,2.0
19541,5.0,0.0,2.0,3.0,7.0,0.0
19542,5.0,0.0,5.0,5.0,5.0,10.0
19543,4.0,0.0,5.0,6.0,8.0,3.0
19544,8.0,2.0,5.0,0.0,7.0,0.0
19545,3.0,5.0,7.0,6.0,5.0,5.0
19546,10.0,10.0,10.0,10.0,0.0,10.0
19547,4.0,0.0,0.0,7.0,7.0,5.0
19548,7.0,6.0,6.0,6.0,6.0,6.0
19549,8.0,7.0,8.0,6.0,5.0,5.0
19550,4.0,0.0,0.0,1.0,8.0,7.0
19551,2.0,2.0,3.0,5.0,7.0,3.0
19552,3.0,1.0,8.0,8.0,2.0,2.0
19553,10.0,0.0,10.0,10.0,5.0,10.0
19554,3.0,4.0,1.0,5.0,0.0,0.0
19555,5.0,0.0,4.0,5.0,4.0,0.0
19556,3.0,4.0,5.0,5.0,4.0,3.0
19557,3.0,0.0,9.0,9.0,10.0,5.0
19558,5.0,7.0,5.0,5.0,5.0,10.0
19559,5.0,0.0,9.0,3.0,5.0,1.0
19560,4.0,10.0,4.0,10.0,0.0,10.0
19561,6.0,6.0,0.0,5.0,4.0,0.0
19562,7.0,3.0,5.0,10.0,4.0,10.0
19563,6.0,4.0,6.0,7.0,3.0,0.0
19564,3.0,4.0,5.0,10.0,4.0,2.0
19565,8.0,5.0,8.0,7.0,5.0,5.0
19566,5.0,6.0,2.0,5.0,6.0,2.0
19567,5.0,0.0,5.0,3.0,0.0,0.0
19568,8.0,1.0,1.0,1.0,8.0,1.0
19569,8.0,0.0,6.0,10.0,10.0,5.0
19570,5.0,2.0,5.0,2.0,8.0,5.0
19571,4.0,6.0,2.0,6.0,4.0,3.0
19572,0.0,10.0,5.0,10.0,5.0,2.0
19573,5.0,3.0,5.0,7.0,7.0,0.0
19574,5.0,1.0,7.0,9.0,9.0,5.0
19575,6.0,4.0,5.0,5.0,5.0,8.0
19576,6.0,2.0,3.0,4.0,4.0,4.0
19577,5.0,3.0,0.0,4.0,5.0,0.0
19580,5.0,5.0,5.0,5.0,5.0,5.0
19581,5.0,5.0,5.0,5.0,5.0,0.0
19582,5.0,5.0,5.0,4.0,5.0,0.0
19583,5.0,6.0,2.0,3.0,5.0,4.0
19584,6.0,0.0,2.0,6.0,6.0,7.0
19585,7.0,4.0,6.0,5.0,4.0,8.0
19586,0.0,1.0,5.0,1.0,1.0,0.0
19587,0.0,5.0,0.0,10.0,10.0,0.0
19588,8.0,2.0,8.0,6.0,5.0,7.0
19589,6.0,2.0,0.0,3.0,8.0,0.0
19590,0.0,0.0,0.0,5.0,7.0,0.0
19591,2.0,2.0,3.0,3.0,10.0,4.0
19592,3.0,2.0,3.0,4.0,0.0,0.0
19593,7.0,0.0,1.0,9.0,5.0,5.0
19594,4.0,0.0,1.0,4.0,1.0,0.0
19595,4.0,4.0,4.0,6.0,6.0,0.0
19596,7.0,2.0,4.0,2.0,2.0,2.0
19597,2.0,4.0,1.0,10.0,6.0,0.0
19598,5.0,0.0,0.0,3.0,0.0,0.0
19599,2.0,3.0,0.0,3.0,7.0,2.0
19600,5.0,5.0,6.0,10.0,5.0,10.0
19601,10.0,0.0,0.0,5.0,10.0,0.0
19602,5.0,2.0,7.0,6.0,7.0,0.0
19603,4.0,1.0,3.0,0.0,9.0,0.0
19604,5.0,5.0,5.0,7.0,8.0,0.0
19606,5.0,2.0,2.0,0.0,5.0,0.0
19607,1.0,0.0,4.0,10.0,7.0,3.0
19608,10.0,0.0,0.0,10.0,10.0,10.0
19609,4.0,2.0,7.0,10.0,10.0,10.0
19610,3.0,3.0,2.0,5.0,8.0,2.0
19611,3.0,1.0,3.0,1.0,2.0,1.0
19612,5.0,0.0,0.0,0.0,9.0,0.0
19613,5.0,1.0,1.0,5.0,7.0,0.0
19614,5.0,1.0,4.0,8.0,5.0,2.0
19615,6.0,1.0,0.0,5.0,6.0,5.0
19616,0.0,10.0,4.0,6.0,4.0,10.0
19617,7.0,4.0,10.0,10.0,5.0,10.0
19619,6.0,6.0,5.0,7.0,3.0,5.0
19620,7.0,2.0,6.0,5.0,5.0,5.0
19622,6.0,5.0,5.0,6.0,5.0,5.0
19623,2.0,3.0,5.0,9.0,5.0,2.0
19625,1.0,0.0,1.0,0.0,10.0,0.0
19626,8.0,3.0,5.0,5.0,5.0,5.0
19627,2.0,5.0,5.0,4.0,6.0,6.0
19628,3.0,5.0,4.0,4.0,3.0,3.0
19629,0.0,0.0,0.0,10.0,0.0,4.0
19630,10.0,0.0,10.0,10.0,6.0,10.0
19631,5.0,0.0,6.0,10.0,6.0,9.0
19632,3.0,0.0,4.0,0.0,5.0,0.0
19633,5.0,4.0,6.0,5.0,5.0,3.0
19636,5.0,5.0,5.0,5.0,5.0,5.0
19637,0.0,3.0,4.0,4.0,7.0,0.0
19638,5.0,2.0,0.0,5.0,5.0,0.0
19639,7.0,3.0,7.0,3.0,5.0,0.0
19641,3.0,1.0,1.0,2.0,0.0,0.0
19642,3.0,4.0,4.0,3.0,7.0,5.0
19643,4.0,2.0,2.0,5.0,3.0,0.0
19644,4.0,0.0,2.0,2.0,2.0,0.0
19645,6.0,0.0,8.0,4.0,3.0,0.0
19646,0.0,3.0,3.0,3.0,10.0,0.0
19647,5.0,0.0,0.0,5.0,5.0,0.0
19648,3.0,3.0,5.0,5.0,6.0,4.0
19649,2.0,4.0,7.0,7.0,3.0,3.0
19650,2.0,3.0,0.0,0.0,0.0,0.0
19651,8.0,9.0,7.0,10.0,1.0,6.0
19652,3.0,2.0,4.0,5.0,3.0,0.0
19653,7.0,4.0,6.0,8.0,5.0,5.0
19655,1.0,2.0,0.0,6.0,5.0,2.0
19656,6.0,2.0,0.0,6.0,4.0,5.0
19657,5.0,7.0,9.0,0.0,2.0,2.0
19658,5.0,3.0,8.0,7.0,5.0,0.0
19659,10.0,0.0,0.0,3.0,0.0,0.0
19660,0.0,2.0,7.0,2.0,4.0,0.0
19661,6.0,0.0,4.0,0.0,7.0,0.0
19662,7.0,4.0,4.0,6.0,6.0,0.0
19663,3.0,1.0,3.0,0.0,6.0,0.0
19664,0.0,0.0,0.0,5.0,0.0,0.0
19665,4.0,0.0,4.0,0.0,9.0,2.0
19666,5.0,1.0,0.0,3.0,8.0,0.0
19667,10.0,0.0,0.0,10.0,5.0,0.0
19668,3.0,4.0,1.0,2.0,5.0,4.0
19670,6.0,4.0,6.0,4.0,3.0,7.0
19672,5.0,2.0,3.0,10.0,7.0,5.0
19674,7.0,4.0,2.0,2.0,4.0,0.0
19675,4.0,0.0,5.0,3.0,0.0,0.0
19676,5.0,6.0,5.0,4.0,4.0,4.0
19677,5.0,3.0,5.0,4.0,6.0,0.0
19678,0.0,5.0,0.0,0.0,0.0,0.0
19680,5.0,0.0,7.0,5.0,5.0,0.0
19681,7.0,6.0,3.0,3.0,7.0,4.0
19682,5.0,3.0,3.0,3.0,8.0,2.0
19683,8.0,5.0,0.0,5.0,2.0,0.0
19684,0.0,0.0,0.0,0.0,10.0,10.0
19685,3.0,5.0,5.0,6.0,4.0,10.0
19686,0.0,0.0,2.0,4.0,7.0,0.0
19687,2.0,10.0,0.0,10.0,0.0,10.0
19689,5.0,0.0,3.0,0.0,10.0,0.0
19690,3.0,3.0,3.0,5.0,5.0,5.0
19691,3.0,2.0,5.0,5.0,0.0,0.0
19692,0.0,2.0,3.0,3.0,3.0,0.0
19693,7.0,2.0,8.0,2.0,4.0,8.0
19694,7.0,2.0,8.0,1.0,6.0,8.0
19696,10.0,10.0,0.0,10.0,10.0,10.0
19697,5.0,0.0,2.0,3.0,5.0,0.0
19698,0.0,7.0,0.0,5.0,9.0,3.0
19699,7.0,0.0,0.0,0.0,10.0,0.0
19701,3.0,2.0,4.0,4.0,7.0,1.0
19702,5.0,0.0,3.0,1.0,7.0,0.0
19703,1.0,1.0,1.0,6.0,7.0,0.0
19704,4.0,4.0,3.0,6.0,6.0,5.0
19705,10.0,0.0,0.0,0.0,10.0,0.0
19706,5.0,0.0,10.0,8.0,0.0,0.0
19708,2.0,6.0,4.0,10.0,6.0,1.0
19709,5.0,5.0,5.0,5.0,5.0,5.0
19710,2.0,1.0,0.0,2.0,7.0,0.0
19711,7.0,1.0,10.0,5.0,6.0,0.0
19712,6.0,4.0,0.0,2.0,10.0,0.0
19713,6.0,9.0,6.0,9.0,5.0,10.0
19714,3.0,0.0,0.0,10.0,10.0,0.0
19715,6.0,2.0,2.0,4.0,2.0,0.0
19716,5.0,0.0,9.0,5.0,5.0,10.0
19719,5.0,2.0,5.0,4.0,6.0,0.0
19721,5.0,5.0,3.0,4.0,4.0,10.0
19722,5.0,6.0,0.0,10.0,4.0,0.0
19724,5.0,2.0,5.0,0.0,5.0,0.0
19725,5.0,5.0,5.0,5.0,5.0,5.0
19726,5.0,5.0,5.0,5.0,5.0,0.0
19727,0.0,0.0,6.0,6.0,0.0,0.0
19728,5.0,7.0,4.0,6.0,1.0,5.0
19729,4.0,1.0,9.0,2.0,5.0,0.0
19730,4.0,0.0,3.0,0.0,10.0,2.0
19731,5.0,0.0,3.0,2.0,7.0,0.0
19732,3.0,0.0,2.0,3.0,2.0,0.0
19733,5.0,4.0,6.0,4.0,4.0,1.0
19734,5.0,5.0,4.0,0.0,10.0,10.0
19736,2.0,2.0,6.0,7.0,8.0,0.0
19737,4.0,0.0,5.0,3.0,1.0,0.0
19738,9.0,1.0,5.0,8.0,5.0,1.0
19739,4.0,0.0,4.0,1.0,0.0,0.0
19740,4.0,0.0,0.0,5.0,6.0,8.0
19741,4.0,0.0,0.0,5.0,10.0,0.0
19742,5.0,4.0,2.0,3.0,2.0,0.0
19743,2.0,0.0,0.0,0.0,10.0,0.0
19744,4.0,2.0,7.0,0.0,9.0,2.0
19745,3.0,6.0,2.0,6.0,4.0,0.0
19746,8.0,4.0,10.0,10.0,0.0,10.0
19747,5.0,5.0,7.0,3.0,5.0,1.0
19748,5.0,6.0,9.0,6.0,5.0,9.0
19749,5.0,0.0,0.0,7.0,0.0,0.0
19750,5.0,2.0,6.0,2.0,6.0,0.0
19751,2.0,1.0,8.0,3.0,10.0,0.0
19754,7.0,0.0,10.0,6.0,3.0,5.0
19755,7.0,10.0,10.0,10.0,2.0,10.0
19756,3.0,0.0,2.0,8.0,5.0,0.0
19757,3.0,0.0,5.0,3.0,2.0,0.0
19758,2.0,0.0,2.0,0.0,10.0,3.0
19759,5.0,4.0,5.0,2.0,0.0,0.0
19760,10.0,5.0,0.0,5.0,10.0,0.0
19761,5.0,2.0,2.0,7.0,6.0,9.0
19762,0.0,4.0,0.0,5.0,0.0,0.0
19764,7.0,1.0,2.0,0.0,2.0,0.0
19765,3.0,0.0,0.0,5.0,10.0,5.0
19766,0.0,0.0,0.0,0.0,6.0,10.0
19767,0.0,0.0,0.0,10.0,10.0,0.0
19768,8.0,6.0,2.0,3.0,3.0,0.0
19769,5.0,5.0,0.0,6.0,5.0,0.0
19770,5.0,3.0,2.0,3.0,3.0,5.0
19771,0.0,0.0,0.0,0.0,10.0,0.0
19772,6.0,7.0,0.0,5.0,0.0,6.0
19773,5.0,5.0,3.0,5.0,3.0,10.0
19774,3.0,2.0,2.0,5.0,4.0,7.0
19775,4.0,4.0,4.0,6.0,5.0,4.0
19776,5.0,0.0,2.0,10.0,6.0,10.0
19777,6.0,6.0,6.0,7.0,2.0,10.0
19778,5.0,5.0,1.0,5.0,7.0,1.0
19779,5.0,2.0,3.0,3.0,8.0,1.0
19780,4.0,0.0,0.0,4.0,0.0,1.0
19781,7.0,1.0,7.0,7.0,3.0,5.0
19782,0.0,1.0,0.0,2.0,6.0,2.0
19783,5.0,4.0,4.0,4.0,2.0,7.0
19784,3.0,5.0,6.0,9.0,2.0,10.0
19785,5.0,3.0,1.0,5.0,5.0,5.0
19786,3.0,0.0,3.0,6.0,10.0,0.0
19787,2.0,0.0,3.0,0.0,7.0,1.0
19788,9.0,10.0,0.0,5.0,0.0,0.0
19789,0.0,3.0,0.0,7.0,5.0,0.0
19790,5.0,5.0,0.0,6.0,0.0,0.0
19793,9.0,0.0,10.0,10.0,4.0,10.0
19794,3.0,4.0,5.0,6.0,5.0,4.0
19795,5.0,5.0,5.0,8.0,5.0,6.0
19796,6.0,3.0,2.0,8.0,2.0,10.0
19797,5.0,6.0,3.0,4.0,7.0,5.0
19798,5.0,3.0,7.0,10.0,4.0,4.0
19799,5.0,1.0,1.0,5.0,8.0,5.0
19800,5.0,4.0,5.0,6.0,5.0,4.0
19802,4.0,1.0,6.0,5.0,2.0,8.0
19803,10.0,0.0,0.0,9.0,0.0,5.0
19804,4.0,1.0,4.0,10.0,7.0,0.0
19805,3.0,2.0,4.0,2.0,5.0,4.0
19806,8.0,3.0,2.0,2.0,9.0,10.0
19807,10.0,6.0,1.0,6.0,7.0,10.0
19808,6.0,2.0,1.0,5.0,6.0,1.0
19809,3.0,5.0,2.0,10.0,8.0,10.0
19810,3.0,7.0,1.0,9.0,6.0,5.0
19811,8.0,5.0,2.0,5.0,5.0,6.0
19812,5.0,0.0,5.0,6.0,4.0,10.0
19813,5.0,3.0,5.0,5.0,5.0,8.0
19814,3.0,3.0,2.0,3.0,5.0,5.0
19815,5.0,4.0,3.0,3.0,5.0,5.0
19816,5.0,0.0,0.0,2.0,3.0,2.0
19817,2.0,3.0,2.0,8.0,5.0,9.0
19818,5.0,8.0,5.0,5.0,5.0,10.0
19819,2.0,4.0,5.0,5.0,5.0,5.0
19820,6.0,1.0,1.0,2.0,3.0,5.0
19821,2.0,5.0,3.0,3.0,9.0,0.0
19822,5.0,5.0,5.0,5.0,5.0,5.0
19823,5.0,5.0,6.0,9.0,0.0,2.0
19824,2.0,2.0,2.0,4.0,1.0,4.0
19825,10.0,10.0,10.0,10.0,0.0,10.0
19826,10.0,10.0,10.0,10.0,0.0,10.0
19827,7.0,0.0,0.0,10.0,6.0,4.0
19828,2.0,3.0,2.0,8.0,6.0,10.0
19829,3.0,3.0,3.0,7.0,5.0,10.0
19830,2.0,1.0,4.0,6.0,2.0,0.0
19831,2.0,2.0,3.0,8.0,2.0,2.0
19832,4.0,4.0,4.0,4.0,8.0,2.0
19833,6.0,4.0,1.0,4.0,4.0,10.0
19834,4.0,4.0,0.0,8.0,0.0,5.0
19835,9.0,5.0,0.0,9.0,1.0,0.0
19836,4.0,6.0,3.0,7.0,7.0,7.0
19837,3.0,7.0,2.0,7.0,0.0,0.0
19838,3.0,4.0,5.0,7.0,4.0,5.0
19839,5.0,5.0,0.0,10.0,10.0,10.0
19840,4.0,5.0,3.0,4.0,6.0,3.0
19841,3.0,4.0,4.0,8.0,8.0,6.0
19842,2.0,0.0,0.0,0.0,0.0,0.0
19843,2.0,4.0,3.0,2.0,3.0,2.0
19844,0.0,0.0,6.0,10.0,10.0,4.0
19845,5.0,0.0,0.0,5.0,4.0,0.0
19847,4.0,5.0,4.0,5.0,6.0,6.0
19848,5.0,1.0,5.0,2.0,5.0,2.0
19849,3.0,0.0,4.0,10.0,5.0,10.0
19850,6.0,4.0,10.0,5.0,8.0,1.0
19851,5.0,5.0,4.0,3.0,5.0,5.0
19852,4.0,0.0,3.0,0.0,10.0,1.0
19853,2.0,4.0,0.0,1.0,5.0,10.0
19854,5.0,5.0,3.0,6.0,5.0,5.0
19855,5.0,0.0,3.0,0.0,7.0,0.0
19856,3.0,3.0,2.0,5.0,8.0,7.0
19857,3.0,5.0,6.0,6.0,3.0,5.0
19858,3.0,0.0,2.0,3.0,2.0,0.0
19859,2.0,0.0,0.0,10.0,5.0,5.0
19860,4.0,3.0,2.0,2.0,6.0,7.0
19862,0.0,0.0,0.0,1.0,0.0,0.0
19864,6.0,7.0,9.0,4.0,2.0,4.0
19865,2.0,0.0,1.0,10.0,10.0,10.0
19866,6.0,5.0,5.0,6.0,3.0,6.0
19867,0.0,3.0,0.0,3.0,5.0,0.0
19868,4.0,2.0,2.0,0.0,0.0,0.0
19869,1.0,0.0,0.0,7.0,10.0,10.0
19870,10.0,0.0,10.0,10.0,10.0,10.0
19871,5.0,1.0,4.0,1.0,0.0,0.0
19872,5.0,0.0,1.0,5.0,5.0,1.0
19873,3.0,0.0,0.0,0.0,2.0,0.0
19874,7.0,5.0,8.0,5.0,5.0,0.0
19875,2.0,0.0,0.0,0.0,0.0,0.0
19876,10.0,7.0,4.0,7.0,5.0,10.0
19877,4.0,8.0,8.0,4.0,5.0,2.0
19878,10.0,3.0,10.0,2.0,6.0,7.0
19879,7.0,7.0,7.0,9.0,7.0,5.0
19880,5.0,0.0,0.0,6.0,5.0,10.0
19881,0.0,2.0,0.0,0.0,0.0,5.0
19882,1.0,1.0,1.0,0.0,8.0,0.0
19883,5.0,2.0,0.0,2.0,2.0,4.0
19884,5.0,3.0,3.0,3.0,6.0,5.0
19885,9.0,2.0,5.0,7.0,5.0,9.0
19886,4.0,5.0,5.0,6.0,4.0,2.0
19887,2.0,5.0,2.0,4.0,8.0,0.0
19888,0.0,0.0,0.0,8.0,10.0,0.0
19889,4.0,5.0,10.0,2.0,5.0,0.0
19890,5.0,6.0,4.0,7.0,4.0,9.0
19891,4.0,2.0,7.0,7.0,7.0,3.0
19892,4.0,0.0,3.0,4.0,0.0,0.0
19893,3.0,0.0,0.0,3.0,0.0,1.0
19894,5.0,4.0,6.0,6.0,4.0,6.0
19895,6.0,0.0,10.0,0.0,7.0,0.0
19896,5.0,4.0,0.0,5.0,7.0,8.0
19897,3.0,5.0,6.0,5.0,4.0,3.0
19898,5.0,4.0,8.0,8.0,5.0,10.0
19899,3.0,2.0,4.0,2.0,5.0,1.0
19900,5.0,5.0,5.0,5.0,5.0,5.0
19901,7.0,6.0,8.0,1.0,5.0,0.0
19902,2.0,4.0,4.0,2.0,8.0,0.0
19903,0.0,5.0,5.0,10.0,10.0,5.0
19904,2.0,1.0,1.0,4.0,2.0,0.0
19906,5.0,3.0,2.0,10.0,7.0,2.0
19907,3.0,1.0,3.0,5.0,5.0,5.0
19908,6.0,9.0,6.0,6.0,5.0,8.0
19909,8.0,2.0,5.0,5.0,2.0,0.0
19910,3.0,2.0,2.0,8.0,8.0,1.0
19911,5.0,5.0,5.0,5.0,5.0,5.0
19912,5.0,1.0,3.0,7.0,7.0,3.0
19913,5.0,3.0,5.0,5.0,5.0,5.0
19914,3.0,2.0,0.0,10.0,4.0,3.0
19915,5.0,8.0,5.0,5.0,5.0,8.0
19916,0.0,0.0,0.0,10.0,0.0,10.0
19917,6.0,0.0,7.0,0.0,5.0,0.0
19918,8.0,3.0,7.0,10.0,5.0,5.0
19919,3.0,3.0,0.0,2.0,6.0,5.0
19920,5.0,2.0,3.0,3.0,7.0,5.0
19921,6.0,5.0,6.0,5.0,4.0,5.0
19922,7.0,8.0,8.0,8.0,2.0,7.0
19923,3.0,3.0,7.0,7.0,5.0,5.0
19924,1.0,1.0,1.0,9.0,1.0,0.0
19925,4.0,2.0,3.0,2.0,7.0,5.0
19926,4.0,0.0,0.0,5.0,10.0,5.0
19927,8.0,0.0,2.0,10.0,2.0,10.0
19928,0.0,0.0,0.0,0.0,10.0,0.0
19929,9.0,7.0,8.0,10.0,5.0,5.0
19930,5.0,5.0,5.0,5.0,5.0,5.0
19931,2.0,0.0,0.0,3.0,5.0,4.0
19932,5.0,0.0,0.0,4.0,10.0,4.0
19933,6.0,7.0,2.0,7.0,2.0,7.0
19934,2.0,1.0,2.0,9.0,5.0,10.0
19935,5.0,9.0,3.0,6.0,8.0,6.0
19936,2.0,0.0,1.0,1.0,9.0,10.0
19938,7.0,7.0,3.0,7.0,7.0,6.0
19939,7.0,6.0,9.0,5.0,10.0,0.0
19940,0.0,3.0,10.0,7.0,0.0,0.0
19941,4.0,2.0,0.0,5.0,10.0,5.0
19942,4.0,5.0,6.0,2.0,6.0,0.0
19943,5.0,0.0,0.0,7.0,5.0,5.0
19944,5.0,5.0,5.0,5.0,6.0,5.0
19945,8.0,2.0,7.0,9.0,8.0,8.0
19946,4.0,3.0,10.0,7.0,2.0,0.0
19947,5.0,5.0,0.0,2.0,10.0,3.0
19949,7.0,0.0,3.0,10.0,10.0,9.0
19950,6.0,5.0,6.0,6.0,4.0,6.0
19951,5.0,1.0,1.0,9.0,9.0,9.0
19952,7.0,5.0,5.0,1.0,5.0,5.0
19953,5.0,3.0,7.0,3.0,2.0,0.0
19954,5.0,6.0,5.0,5.0,6.0,5.0
19955,7.0,9.0,8.0,6.0,2.0,8.0
19956,2.0,1.0,2.0,6.0,2.0,1.0
19957,4.0,1.0,7.0,3.0,7.0,0.0
19958,5.0,3.0,2.0,3.0,7.0,5.0
19959,3.0,3.0,3.0,7.0,7.0,10.0
19960,6.0,3.0,3.0,10.0,8.0,0.0
19961,7.0,0.0,0.0,0.0,10.0,0.0
19963,6.0,6.0,6.0,6.0,4.0,6.0
19964,7.0,0.0,4.0,5.0,0.0,0.0
19965,6.0,5.0,7.0,8.0,5.0,5.0
19966,1.0,1.0,2.0,4.0,7.0,4.0
19967,4.0,4.0,6.0,4.0,6.0,6.0
19968,5.0,5.0,5.0,5.0,5.0,10.0
19969,0.0,5.0,2.0,10.0,5.0,5.0
19970,5.0,2.0,0.0,10.0,10.0,5.0
19971,7.0,5.0,7.0,6.0,4.0,5.0
19972,6.0,5.0,5.0,6.0,7.0,8.0
19973,5.0,3.0,0.0,5.0,10.0,0.0
19974,0.0,3.0,0.0,5.0,8.0,0.0
19975,6.0,10.0,5.0,4.0,4.0,0.0
19976,7.0,1.0,7.0,1.0,7.0,2.0
19977,2.0,3.0,1.0,3.0,5.0,0.0
19978,6.0,6.0,0.0,7.0,4.0,3.0
19979,5.0,5.0,0.0,6.0,5.0,1.0
19980,4.0,0.0,10.0,10.0,7.0,10.0
19981,5.0,3.0,3.0,5.0,5.0,3.0
19982,5.0,8.0,8.0,5.0,8.0,8.0
19983,3.0,8.0,4.0,2.0,4.0,0.0
19984,3.0,5.0,0.0,10.0,10.0,3.0
19985,4.0,3.0,5.0,2.0,9.0,10.0
19987,5.0,0.0,7.0,6.0,4.0,2.0
19988,7.0,7.0,8.0,3.0,5.0,5.0
19990,6.0,5.0,8.0,10.0,0.0,3.0
19992,5.0,5.0,5.0,4.0,0.0,0.0
19993,0.0,5.0,3.0,10.0,3.0,4.0
19994,9.0,2.0,5.0,0.0,8.0,2.0
19995,5.0,8.0,5.0,8.0,2.0,8.0
19996,0.0,6.0,3.0,3.0,3.0,0.0
19997,8.0,0.0,0.0,10.0,0.0,10.0
19998,0.0,0.0,3.0,8.0,5.0,5.0
19999,3.0,3.0,0.0,3.0,5.0,5.0
20000,6.0,3.0,7.0,9.0,4.0,4.0
20001,5.0,3.0,0.0,3.0,6.0,3.0
20002,5.0,2.0,5.0,5.0,5.0,0.0
20003,0.0,2.0,2.0,10.0,5.0,2.0
20004,5.0,5.0,5.0,5.0,5.0,5.0
20005,6.0,6.0,8.0,9.0,5.0,8.0
20006,0.0,0.0,0.0,7.0,2.0,0.0
20008,4.0,6.0,3.0,5.0,6.0,2.0
20009,1.0,10.0,5.0,10.0,6.0,10.0
20010,3.0,0.0,3.0,10.0,10.0,0.0
20011,0.0,5.0,5.0,10.0,5.0,5.0
20012,7.0,4.0,2.0,2.0,6.0,0.0
20013,10.0,5.0,0.0,0.0,6.0,10.0
20014,5.0,0.0,0.0,1.0,5.0,0.0
20015,3.0,3.0,8.0,2.0,6.0,5.0
20016,3.0,3.0,5.0,5.0,5.0,0.0
20017,6.0,6.0,7.0,5.0,8.0,0.0
20018,6.0,0.0,3.0,5.0,5.0,0.0
20019,3.0,1.0,2.0,9.0,5.0,1.0
20020,5.0,5.0,3.0,3.0,3.0,0.0
20021,2.0,1.0,2.0,9.0,5.0,1.0
20022,0.0,0.0,0.0,1.0,2.0,0.0
20023,5.0,5.0,0.0,10.0,5.0,5.0
20024,2.0,0.0,2.0,10.0,0.0,0.0
20025,10.0,0.0,4.0,0.0,5.0,0.0
20026,8.0,0.0,7.0,7.0,8.0,2.0
20027,5.0,3.0,6.0,7.0,5.0,7.0
20028,5.0,0.0,0.0,10.0,5.0,0.0
20029,2.0,1.0,2.0,6.0,3.0,1.0
20031,4.0,8.0,4.0,3.0,7.0,8.0
20032,5.0,2.0,6.0,6.0,7.0,5.0
20033,5.0,3.0,4.0,2.0,3.0,0.0
20034,3.0,5.0,5.0,10.0,5.0,5.0
20035,5.0,1.0,1.0,2.0,8.0,3.0
20037,5.0,5.0,4.0,3.0,8.0,7.0
20038,4.0,0.0,0.0,7.0,3.0,8.0
20039,2.0,2.0,1.0,5.0,5.0,5.0
20040,0.0,3.0,0.0,7.0,5.0,0.0
20041,1.0,3.0,3.0,2.0,0.0,0.0
20042,6.0,0.0,0.0,1.0,1.0,2.0
20044,8.0,3.0,8.0,2.0,1.0,5.0
20045,4.0,5.0,4.0,3.0,7.0,5.0
20046,5.0,3.0,7.0,2.0,5.0,8.0
20047,0.0,5.0,0.0,10.0,5.0,0.0
20048,5.0,5.0,5.0,10.0,5.0,5.0
20049,5.0,4.0,3.0,7.0,4.0,5.0
20050,5.0,1.0,10.0,5.0,2.0,1.0
20051,8.0,1.0,0.0,0.0,9.0,0.0
20052,5.0,2.0,0.0,1.0,5.0,5.0
20053,5.0,0.0,1.0,7.0,3.0,0.0
20054,5.0,2.0,5.0,7.0,5.0,2.0
20055,3.0,1.0,0.0,10.0,6.0,6.0
20056,5.0,1.0,5.0,5.0,1.0,1.0
20057,0.0,0.0,2.0,3.0,2.0,2.0
20058,4.0,3.0,2.0,2.0,2.0,0.0
20059,3.0,1.0,3.0,6.0,7.0,6.0
20060,5.0,8.0,5.0,7.0,5.0,6.0
20061,5.0,0.0,5.0,10.0,8.0,5.0
20062,5.0,2.0,5.0,6.0,5.0,5.0
20063,6.0,6.0,2.0,4.0,8.0,10.0
20064,5.0,8.0,2.0,2.0,5.0,0.0
20065,10.0,10.0,10.0,0.0,0.0,0.0
20066,5.0,3.0,5.0,3.0,4.0,5.0
20067,3.0,1.0,0.0,2.0,7.0,0.0
20068,7.0,4.0,2.0,8.0,8.0,10.0
20069,5.0,6.0,7.0,6.0,5.0,6.0
20070,5.0,0.0,10.0,5.0,5.0,10.0
20071,2.0,5.0,0.0,2.0,7.0,2.0
20072,6.0,7.0,7.0,7.0,3.0,6.0
20073,5.0,3.0,2.0,5.0,5.0,4.0
20074,5.0,0.0,0.0,5.0,5.0,5.0
20075,5.0,7.0,0.0,5.0,4.0,4.0
20076,7.0,7.0,6.0,10.0,7.0,0.0
20077,3.0,7.0,7.0,7.0,8.0,7.0
20078,5.0,0.0,1.0,0.0,10.0,0.0
20079,3.0,0.0,0.0,9.0,10.0,0.0
20081,5.0,1.0,6.0,10.0,4.0,9.0
