,econ_interven,environment,redistribution,civlib_laworder,immigrate_policy,sociallifestyle
7005,10.0,0.0,0.0,0.0,10.0,10.0
7006,9.0,0.0,3.0,8.0,1.0,0.0
7007,8.0,6.0,10.0,8.0,3.0,10.0
7008,8.0,6.0,5.0,6.0,10.0,0.0
7009,4.0,1.0,5.0,1.0,8.0,3.0
7010,7.0,0.0,0.0,10.0,0.0,0.0
7012,0.0,0.0,0.0,0.0,0.0,0.0
7013,6.0,0.0,2.0,0.0,2.0,0.0
7014,7.0,7.0,8.0,3.0,0.0,4.0
7015,5.0,4.0,3.0,8.0,9.0,6.0
7016,7.0,5.0,5.0,5.0,7.0,9.0
7017,0.0,3.0,3.0,5.0,8.0,0.0
7020,2.0,3.0,10.0,0.0,0.0,0.0
7021,5.0,0.0,3.0,2.0,7.0,0.0
7022,0.0,2.0,0.0,0.0,0.0,0.0
7023,3.0,6.0,0.0,2.0,5.0,2.0
7024,2.0,1.0,2.0,6.0,6.0,0.0
7025,4.0,7.0,5.0,8.0,3.0,4.0
7027,8.0,0.0,5.0,5.0,7.0,1.0
7028,4.0,4.0,7.0,3.0,2.0,0.0
7029,10.0,10.0,5.0,10.0,0.0,0.0
7030,8.0,0.0,4.0,0.0,8.0,2.0
7031,10.0,3.0,2.0,10.0,10.0,0.0
7032,4.0,2.0,1.0,0.0,6.0,0.0
7033,2.0,8.0,4.0,7.0,0.0,10.0
7035,7.0,5.0,10.0,10.0,0.0,7.0
7036,0.0,5.0,3.0,10.0,10.0,5.0
7037,7.0,3.0,6.0,5.0,2.0,5.0
7038,7.0,9.0,7.0,9.0,5.0,8.0
7039,4.0,3.0,1.0,2.0,10.0,0.0
7040,3.0,2.0,3.0,7.0,0.0,5.0
7041,7.0,7.0,2.0,0.0,10.0,5.0
7042,3.0,0.0,2.0,1.0,2.0,0.0
7043,5.0,6.0,6.0,4.0,4.0,4.0
7044,5.0,8.0,5.0,8.0,2.0,7.0
7045,0.0,8.0,0.0,0.0,5.0,0.0
7046,5.0,0.0,0.0,3.0,2.0,0.0
7047,8.0,2.0,8.0,5.0,8.0,2.0
7048,10.0,0.0,10.0,5.0,0.0,10.0
7049,5.0,5.0,2.0,10.0,8.0,0.0
7050,5.0,5.0,5.0,3.0,6.0,0.0
7051,7.0,5.0,9.0,2.0,5.0,2.0
7052,5.0,4.0,10.0,6.0,7.0,5.0
7053,2.0,3.0,2.0,3.0,7.0,2.0
7054,5.0,5.0,6.0,6.0,5.0,5.0
7055,5.0,10.0,10.0,5.0,5.0,10.0
7056,0.0,0.0,0.0,0.0,10.0,0.0
7057,4.0,0.0,3.0,1.0,8.0,0.0
7059,5.0,0.0,0.0,3.0,5.0,0.0
7060,5.0,5.0,5.0,7.0,7.0,2.0
7061,9.0,9.0,9.0,9.0,1.0,9.0
7064,7.0,7.0,10.0,3.0,7.0,0.0
7065,7.0,3.0,7.0,6.0,10.0,2.0
7066,10.0,0.0,10.0,2.0,10.0,0.0
7067,7.0,2.0,2.0,0.0,10.0,5.0
7068,4.0,5.0,2.0,3.0,5.0,0.0
7069,8.0,10.0,10.0,4.0,6.0,5.0
7070,3.0,3.0,4.0,5.0,5.0,0.0
7071,10.0,0.0,3.0,5.0,8.0,0.0
7072,7.0,2.0,9.0,2.0,5.0,4.0
7073,5.0,0.0,0.0,0.0,10.0,10.0
7075,3.0,2.0,3.0,3.0,5.0,1.0
7076,6.0,9.0,4.0,7.0,5.0,3.0
7077,5.0,3.0,3.0,5.0,10.0,7.0
7078,5.0,5.0,2.0,5.0,5.0,0.0
7079,5.0,8.0,5.0,7.0,1.0,9.0
7080,3.0,3.0,7.0,6.0,8.0,6.0
7081,10.0,4.0,5.0,3.0,4.0,7.0
7084,6.0,8.0,6.0,1.0,4.0,2.0
7085,7.0,2.0,5.0,0.0,6.0,0.0
7087,2.0,0.0,3.0,4.0,2.0,0.0
7088,7.0,0.0,7.0,0.0,1.0,0.0
7089,10.0,10.0,5.0,0.0,0.0,10.0
7090,5.0,4.0,5.0,2.0,3.0,4.0
7091,8.0,5.0,7.0,10.0,8.0,3.0
7092,8.0,5.0,8.0,3.0,8.0,2.0
7093,6.0,8.0,7.0,10.0,2.0,10.0
7095,8.0,2.0,0.0,7.0,10.0,4.0
7096,2.0,2.0,6.0,9.0,9.0,0.0
7097,3.0,3.0,5.0,4.0,4.0,4.0
7099,0.0,0.0,5.0,0.0,5.0,2.0
7100,7.0,6.0,5.0,10.0,10.0,0.0
7101,9.0,3.0,4.0,2.0,0.0,0.0
7102,5.0,7.0,3.0,2.0,7.0,10.0
7103,6.0,6.0,7.0,6.0,9.0,6.0
7104,7.0,7.0,10.0,5.0,10.0,7.0
7105,5.0,0.0,5.0,5.0,5.0,0.0
7106,5.0,9.0,8.0,9.0,1.0,9.0
7107,10.0,8.0,10.0,7.0,5.0,2.0
7108,5.0,5.0,5.0,5.0,5.0,5.0
7109,3.0,6.0,5.0,5.0,6.0,5.0
7110,3.0,0.0,2.0,1.0,5.0,0.0
7112,6.0,1.0,1.0,1.0,9.0,1.0
7113,6.0,4.0,3.0,2.0,8.0,2.0
7114,10.0,0.0,10.0,10.0,5.0,10.0
7115,4.0,0.0,3.0,4.0,8.0,0.0
7116,3.0,2.0,1.0,6.0,7.0,2.0
7117,10.0,0.0,0.0,0.0,10.0,0.0
7118,7.0,4.0,5.0,9.0,6.0,0.0
7119,0.0,0.0,0.0,10.0,10.0,0.0
7120,7.0,1.0,2.0,1.0,8.0,0.0
7121,2.0,4.0,6.0,3.0,6.0,2.0
7122,9.0,5.0,4.0,6.0,3.0,2.0
7123,4.0,1.0,1.0,4.0,0.0,1.0
7124,9.0,8.0,8.0,4.0,0.0,4.0
7125,5.0,7.0,8.0,5.0,6.0,5.0
7126,5.0,1.0,0.0,2.0,0.0,7.0
7127,6.0,5.0,5.0,5.0,5.0,5.0
7128,5.0,5.0,5.0,3.0,10.0,0.0
7129,5.0,3.0,5.0,3.0,5.0,0.0
7130,6.0,2.0,0.0,2.0,4.0,0.0
7132,4.0,0.0,0.0,1.0,2.0,0.0
7133,3.0,4.0,5.0,6.0,10.0,2.0
7134,5.0,2.0,5.0,5.0,10.0,5.0
7135,0.0,0.0,5.0,5.0,5.0,0.0
7136,3.0,5.0,1.0,3.0,0.0,10.0
7137,2.0,0.0,10.0,2.0,10.0,0.0
7138,3.0,2.0,3.0,1.0,3.0,0.0
7139,6.0,5.0,8.0,5.0,9.0,5.0
7141,5.0,5.0,5.0,5.0,5.0,5.0
7142,4.0,5.0,5.0,7.0,6.0,10.0
7144,5.0,5.0,4.0,0.0,10.0,10.0
7145,7.0,2.0,3.0,4.0,5.0,0.0
7146,3.0,5.0,2.0,9.0,8.0,3.0
7147,5.0,0.0,6.0,7.0,0.0,10.0
7149,6.0,3.0,4.0,3.0,2.0,0.0
7150,7.0,1.0,7.0,3.0,7.0,0.0
7151,5.0,3.0,4.0,0.0,0.0,0.0
7152,7.0,6.0,5.0,5.0,8.0,10.0
7153,2.0,2.0,7.0,3.0,3.0,0.0
7154,4.0,0.0,0.0,10.0,10.0,0.0
7155,5.0,2.0,5.0,2.0,5.0,0.0
7156,1.0,3.0,2.0,0.0,3.0,2.0
7157,4.0,0.0,0.0,6.0,10.0,5.0
7158,2.0,5.0,2.0,2.0,8.0,2.0
7159,3.0,5.0,3.0,3.0,7.0,3.0
7160,8.0,0.0,0.0,7.0,8.0,0.0
7162,5.0,5.0,0.0,5.0,0.0,10.0
7165,8.0,8.0,7.0,3.0,8.0,8.0
7166,4.0,0.0,3.0,1.0,9.0,10.0
7168,9.0,6.0,10.0,6.0,7.0,0.0
7169,6.0,6.0,5.0,4.0,7.0,0.0
7170,4.0,1.0,1.0,1.0,5.0,2.0
7171,5.0,1.0,3.0,2.0,6.0,0.0
7172,5.0,2.0,3.0,0.0,9.0,5.0
7173,3.0,1.0,3.0,4.0,6.0,2.0
7174,3.0,5.0,8.0,10.0,0.0,4.0
7175,6.0,5.0,3.0,5.0,10.0,0.0
7176,5.0,4.0,5.0,4.0,6.0,5.0
7177,7.0,0.0,10.0,7.0,1.0,7.0
7178,5.0,5.0,5.0,5.0,0.0,10.0
7179,7.0,5.0,7.0,4.0,6.0,5.0
7180,5.0,6.0,5.0,5.0,5.0,3.0
7181,0.0,0.0,0.0,0.0,0.0,0.0
7182,9.0,9.0,9.0,9.0,1.0,8.0
7183,6.0,0.0,4.0,4.0,6.0,0.0
7184,10.0,10.0,10.0,5.0,0.0,10.0
7185,5.0,0.0,7.0,1.0,2.0,10.0
7186,10.0,6.0,5.0,2.0,0.0,1.0
7187,10.0,0.0,10.0,0.0,10.0,0.0
7188,1.0,3.0,9.0,4.0,3.0,0.0
7189,7.0,3.0,7.0,3.0,6.0,0.0
7190,3.0,6.0,7.0,8.0,6.0,0.0
7191,5.0,3.0,4.0,4.0,5.0,5.0
7192,3.0,0.0,2.0,0.0,10.0,0.0
7193,5.0,0.0,0.0,4.0,0.0,0.0
7194,0.0,10.0,0.0,0.0,0.0,0.0
7195,10.0,8.0,5.0,0.0,10.0,8.0
7196,5.0,0.0,2.0,2.0,0.0,0.0
7197,4.0,2.0,0.0,0.0,4.0,0.0
7198,7.0,3.0,3.0,3.0,5.0,0.0
7199,8.0,6.0,10.0,5.0,9.0,0.0
7201,7.0,6.0,6.0,2.0,1.0,7.0
7202,7.0,3.0,3.0,3.0,8.0,1.0
7204,6.0,1.0,4.0,4.0,2.0,2.0
7205,6.0,3.0,4.0,8.0,8.0,8.0
7206,8.0,7.0,8.0,8.0,2.0,8.0
7207,5.0,5.0,6.0,5.0,7.0,8.0
7209,9.0,6.0,9.0,8.0,4.0,5.0
7211,6.0,4.0,5.0,4.0,6.0,5.0
7212,6.0,2.0,2.0,5.0,10.0,1.0
7213,3.0,4.0,5.0,10.0,9.0,8.0
7214,5.0,4.0,4.0,6.0,8.0,3.0
7215,1.0,0.0,6.0,5.0,7.0,0.0
7216,4.0,5.0,3.0,9.0,10.0,2.0
7217,5.0,3.0,4.0,4.0,8.0,7.0
7218,5.0,5.0,5.0,6.0,5.0,5.0
7219,5.0,10.0,0.0,0.0,0.0,0.0
7221,7.0,1.0,3.0,6.0,4.0,0.0
7223,6.0,0.0,2.0,0.0,5.0,0.0
7224,5.0,5.0,10.0,6.0,0.0,3.0
7225,5.0,5.0,3.0,5.0,5.0,1.0
7226,3.0,8.0,3.0,0.0,10.0,5.0
7227,6.0,5.0,6.0,7.0,6.0,5.0
7228,0.0,3.0,0.0,0.0,0.0,10.0
7232,5.0,5.0,5.0,0.0,5.0,10.0
7233,5.0,5.0,5.0,8.0,10.0,10.0
7234,1.0,0.0,0.0,0.0,0.0,0.0
7235,3.0,1.0,5.0,2.0,7.0,0.0
7236,8.0,5.0,5.0,2.0,10.0,7.0
7237,4.0,10.0,0.0,4.0,10.0,10.0
7238,2.0,1.0,4.0,7.0,8.0,1.0
7239,8.0,8.0,7.0,5.0,3.0,7.0
7241,3.0,4.0,5.0,6.0,6.0,0.0
7242,5.0,5.0,5.0,5.0,5.0,0.0
7243,0.0,0.0,0.0,2.0,3.0,0.0
7244,7.0,7.0,2.0,4.0,0.0,8.0
7245,6.0,0.0,0.0,2.0,2.0,0.0
7247,4.0,7.0,9.0,10.0,10.0,10.0
7249,3.0,8.0,3.0,8.0,10.0,4.0
7251,7.0,4.0,5.0,6.0,5.0,5.0
7252,7.0,0.0,7.0,5.0,2.0,0.0
7253,4.0,2.0,3.0,3.0,7.0,4.0
7254,3.0,3.0,4.0,1.0,8.0,0.0
7255,5.0,0.0,0.0,4.0,0.0,10.0
7256,5.0,5.0,5.0,6.0,4.0,0.0
7258,3.0,1.0,0.0,1.0,4.0,0.0
7259,7.0,5.0,3.0,5.0,10.0,10.0
7260,4.0,0.0,5.0,10.0,0.0,10.0
7261,6.0,5.0,4.0,3.0,5.0,5.0
7262,7.0,7.0,8.0,7.0,2.0,8.0
7263,9.0,3.0,7.0,7.0,10.0,0.0
7264,4.0,1.0,4.0,1.0,9.0,1.0
7266,2.0,0.0,3.0,0.0,5.0,0.0
7267,7.0,9.0,8.0,10.0,1.0,9.0
7268,8.0,7.0,7.0,7.0,3.0,5.0
7269,5.0,0.0,3.0,2.0,5.0,0.0
7270,5.0,5.0,5.0,5.0,5.0,5.0
7271,4.0,0.0,7.0,4.0,10.0,1.0
7272,3.0,5.0,8.0,5.0,0.0,5.0
7273,0.0,0.0,0.0,0.0,5.0,0.0
7274,5.0,2.0,8.0,4.0,5.0,1.0
7276,3.0,1.0,3.0,4.0,7.0,0.0
7277,8.0,7.0,7.0,1.0,10.0,5.0
7278,8.0,3.0,5.0,4.0,3.0,8.0
7279,2.0,0.0,3.0,6.0,0.0,0.0
7280,5.0,4.0,5.0,2.0,5.0,9.0
7281,5.0,5.0,6.0,8.0,10.0,5.0
7282,9.0,7.0,8.0,5.0,10.0,3.0
7284,5.0,2.0,8.0,4.0,2.0,9.0
7285,5.0,2.0,5.0,8.0,0.0,1.0
7286,5.0,3.0,2.0,2.0,5.0,2.0
7287,3.0,2.0,1.0,3.0,7.0,7.0
7289,5.0,6.0,3.0,8.0,6.0,4.0
7290,7.0,5.0,6.0,5.0,5.0,0.0
7291,7.0,1.0,5.0,4.0,7.0,10.0
7292,4.0,4.0,8.0,3.0,8.0,5.0
7293,5.0,5.0,0.0,0.0,5.0,0.0
7295,8.0,6.0,10.0,3.0,10.0,5.0
7296,4.0,5.0,4.0,6.0,9.0,10.0
7297,3.0,5.0,5.0,1.0,4.0,1.0
7298,8.0,10.0,1.0,1.0,9.0,5.0
7300,3.0,4.0,5.0,7.0,0.0,10.0
7301,6.0,6.0,7.0,6.0,9.0,5.0
7302,10.0,4.0,5.0,0.0,10.0,3.0
7303,10.0,10.0,0.0,0.0,10.0,10.0
7304,5.0,3.0,3.0,4.0,9.0,0.0
7305,8.0,4.0,6.0,10.0,3.0,0.0
7306,9.0,9.0,7.0,7.0,0.0,9.0
7307,3.0,4.0,4.0,6.0,4.0,1.0
7308,3.0,0.0,3.0,0.0,1.0,0.0
7309,5.0,0.0,5.0,4.0,5.0,0.0
7310,5.0,0.0,8.0,3.0,7.0,3.0
7311,5.0,4.0,6.0,3.0,4.0,7.0
7313,6.0,2.0,6.0,3.0,7.0,0.0
7314,7.0,8.0,8.0,7.0,2.0,7.0
7315,9.0,5.0,0.0,6.0,4.0,3.0
7317,5.0,0.0,5.0,0.0,5.0,0.0
7318,5.0,0.0,0.0,5.0,0.0,0.0
7320,5.0,8.0,8.0,9.0,5.0,8.0
7321,10.0,10.0,10.0,8.0,8.0,10.0
7322,5.0,3.0,5.0,9.0,5.0,4.0
7323,6.0,2.0,3.0,0.0,3.0,0.0
7325,7.0,3.0,3.0,1.0,5.0,0.0
7327,6.0,5.0,0.0,5.0,0.0,10.0
7328,2.0,0.0,0.0,10.0,0.0,10.0
7329,5.0,2.0,8.0,2.0,2.0,0.0
7330,10.0,1.0,8.0,5.0,8.0,6.0
7331,4.0,3.0,3.0,1.0,9.0,0.0
7332,7.0,0.0,4.0,0.0,5.0,0.0
7333,6.0,3.0,7.0,1.0,8.0,7.0
7334,5.0,1.0,2.0,1.0,1.0,0.0
7335,2.0,3.0,5.0,2.0,6.0,10.0
7336,5.0,3.0,3.0,7.0,5.0,0.0
7337,4.0,0.0,0.0,7.0,6.0,0.0
7338,10.0,10.0,10.0,6.0,5.0,5.0
7340,8.0,5.0,7.0,5.0,9.0,1.0
7341,7.0,0.0,3.0,2.0,1.0,0.0
7342,6.0,3.0,9.0,2.0,7.0,10.0
7343,2.0,1.0,0.0,2.0,8.0,0.0
7344,3.0,0.0,6.0,3.0,0.0,5.0
7345,10.0,5.0,5.0,3.0,6.0,0.0
7347,7.0,6.0,7.0,3.0,4.0,7.0
7348,5.0,7.0,3.0,7.0,0.0,0.0
7349,10.0,6.0,10.0,8.0,0.0,3.0
7350,4.0,5.0,3.0,10.0,10.0,0.0
7352,8.0,0.0,1.0,1.0,0.0,2.0
7353,7.0,2.0,1.0,4.0,1.0,0.0
7355,8.0,6.0,8.0,5.0,7.0,0.0
7356,4.0,1.0,2.0,2.0,7.0,5.0
7357,5.0,6.0,5.0,5.0,2.0,5.0
7358,9.0,7.0,8.0,6.0,3.0,0.0
7360,5.0,5.0,5.0,6.0,2.0,3.0
7362,10.0,3.0,3.0,5.0,0.0,0.0
7363,3.0,2.0,0.0,2.0,7.0,5.0
7366,5.0,5.0,0.0,1.0,5.0,5.0
7367,5.0,0.0,5.0,0.0,1.0,3.0
7368,5.0,2.0,2.0,5.0,6.0,1.0
7369,4.0,0.0,0.0,0.0,0.0,0.0
7370,1.0,0.0,4.0,0.0,3.0,0.0
7371,5.0,5.0,5.0,5.0,5.0,5.0
7372,2.0,2.0,3.0,2.0,9.0,2.0
7373,5.0,5.0,5.0,5.0,5.0,5.0
7374,4.0,2.0,2.0,6.0,2.0,0.0
7375,3.0,2.0,2.0,2.0,5.0,1.0
7376,0.0,0.0,0.0,0.0,5.0,0.0
7378,8.0,10.0,6.0,6.0,4.0,10.0
7380,6.0,1.0,3.0,2.0,1.0,0.0
7381,6.0,2.0,2.0,3.0,10.0,0.0
7382,10.0,10.0,10.0,10.0,0.0,10.0
7383,5.0,5.0,3.0,3.0,2.0,5.0
7384,4.0,0.0,10.0,10.0,10.0,10.0
7385,1.0,0.0,1.0,7.0,1.0,1.0
7387,4.0,3.0,4.0,3.0,6.0,3.0
7388,9.0,7.0,8.0,6.0,2.0,8.0
7391,7.0,8.0,3.0,8.0,7.0,7.0
7392,4.0,0.0,0.0,0.0,8.0,0.0
7393,3.0,1.0,3.0,2.0,7.0,0.0
7394,5.0,0.0,7.0,0.0,10.0,0.0
7395,0.0,2.0,0.0,0.0,5.0,0.0
7396,7.0,1.0,7.0,5.0,7.0,0.0
7397,10.0,10.0,10.0,10.0,0.0,10.0
7398,9.0,10.0,5.0,10.0,0.0,10.0
7399,2.0,1.0,5.0,3.0,6.0,2.0
7400,4.0,4.0,4.0,6.0,4.0,6.0
7401,7.0,6.0,6.0,7.0,3.0,8.0
7402,3.0,5.0,5.0,2.0,10.0,0.0
7403,0.0,2.0,0.0,3.0,8.0,2.0
7404,7.0,6.0,9.0,5.0,8.0,4.0
7405,4.0,5.0,3.0,5.0,1.0,0.0
7406,2.0,2.0,0.0,0.0,9.0,1.0
7409,10.0,0.0,0.0,0.0,10.0,0.0
7410,6.0,5.0,0.0,0.0,0.0,10.0
7411,6.0,5.0,7.0,8.0,5.0,7.0
7412,7.0,0.0,5.0,9.0,3.0,8.0
7413,5.0,5.0,3.0,0.0,8.0,5.0
7414,4.0,4.0,4.0,6.0,10.0,10.0
7416,7.0,8.0,8.0,6.0,3.0,10.0
7417,5.0,3.0,5.0,3.0,0.0,1.0
7419,0.0,10.0,1.0,3.0,0.0,2.0
7420,0.0,0.0,0.0,0.0,2.0,5.0
7421,2.0,7.0,0.0,8.0,0.0,10.0
7422,0.0,5.0,0.0,6.0,0.0,5.0
7424,5.0,0.0,0.0,0.0,2.0,0.0
7425,4.0,3.0,4.0,3.0,7.0,0.0
7426,6.0,4.0,0.0,7.0,7.0,10.0
7427,10.0,9.0,10.0,10.0,7.0,4.0
7428,8.0,4.0,3.0,5.0,7.0,1.0
7429,3.0,0.0,0.0,1.0,7.0,0.0
7431,5.0,4.0,2.0,0.0,10.0,10.0
7433,7.0,5.0,4.0,2.0,0.0,2.0
7434,5.0,3.0,0.0,7.0,10.0,0.0
7435,10.0,5.0,10.0,3.0,6.0,8.0
7436,4.0,2.0,2.0,0.0,0.0,0.0
7437,5.0,0.0,4.0,4.0,7.0,0.0
7438,5.0,0.0,2.0,0.0,5.0,0.0
7440,1.0,4.0,6.0,3.0,6.0,5.0
7441,3.0,0.0,3.0,6.0,10.0,0.0
7443,5.0,3.0,1.0,5.0,5.0,3.0
7444,9.0,8.0,8.0,8.0,4.0,8.0
7446,5.0,0.0,5.0,5.0,8.0,5.0
7447,5.0,5.0,5.0,5.0,2.0,0.0
7448,0.0,0.0,0.0,7.0,2.0,5.0
7449,6.0,0.0,8.0,7.0,10.0,4.0
7450,5.0,5.0,5.0,4.0,5.0,6.0
7453,7.0,3.0,0.0,7.0,0.0,0.0
7454,3.0,4.0,5.0,3.0,5.0,0.0
7455,5.0,2.0,3.0,6.0,3.0,0.0
7456,2.0,0.0,3.0,0.0,10.0,10.0
7458,2.0,2.0,2.0,2.0,2.0,1.0
7459,7.0,1.0,10.0,2.0,0.0,3.0
7460,8.0,3.0,7.0,5.0,3.0,10.0
7461,10.0,3.0,4.0,0.0,7.0,0.0
7462,4.0,3.0,5.0,3.0,6.0,5.0
7463,5.0,0.0,5.0,6.0,5.0,0.0
7464,5.0,5.0,5.0,5.0,5.0,5.0
7465,7.0,8.0,7.0,9.0,5.0,7.0
7466,4.0,5.0,8.0,6.0,9.0,9.0
7467,5.0,5.0,5.0,3.0,1.0,4.0
7468,8.0,0.0,3.0,0.0,0.0,0.0
7469,5.0,3.0,5.0,4.0,5.0,1.0
7470,5.0,3.0,6.0,7.0,3.0,6.0
7472,7.0,3.0,8.0,7.0,6.0,1.0
7473,7.0,6.0,6.0,5.0,4.0,6.0
7474,5.0,3.0,5.0,7.0,8.0,0.0
7478,5.0,2.0,4.0,4.0,7.0,1.0
7479,6.0,10.0,6.0,6.0,0.0,7.0
7481,10.0,7.0,10.0,0.0,10.0,5.0
7483,7.0,7.0,1.0,2.0,8.0,10.0
7484,7.0,4.0,10.0,5.0,7.0,3.0
7485,6.0,5.0,4.0,4.0,4.0,5.0
7486,6.0,9.0,7.0,8.0,0.0,1.0
7487,4.0,3.0,4.0,2.0,7.0,0.0
7488,4.0,1.0,5.0,7.0,5.0,0.0
7489,4.0,2.0,3.0,5.0,2.0,1.0
7490,5.0,1.0,4.0,8.0,4.0,0.0
7492,3.0,0.0,2.0,10.0,10.0,0.0
7493,6.0,1.0,2.0,3.0,3.0,0.0
7495,3.0,7.0,5.0,7.0,5.0,1.0
7497,3.0,4.0,4.0,7.0,5.0,0.0
7498,3.0,5.0,4.0,2.0,6.0,3.0
7499,7.0,5.0,5.0,2.0,6.0,5.0
7500,5.0,1.0,6.0,6.0,7.0,0.0
7502,10.0,8.0,8.0,7.0,2.0,9.0
7503,5.0,0.0,4.0,5.0,6.0,0.0
7504,3.0,3.0,3.0,3.0,9.0,0.0
7506,5.0,5.0,5.0,5.0,5.0,5.0
7507,4.0,5.0,4.0,5.0,5.0,5.0
7508,6.0,6.0,6.0,1.0,2.0,4.0
7509,5.0,5.0,2.0,0.0,5.0,0.0
7510,9.0,5.0,9.0,5.0,5.0,5.0
7511,3.0,4.0,4.0,3.0,10.0,1.0
7512,9.0,9.0,10.0,10.0,2.0,9.0
7513,5.0,7.0,2.0,5.0,5.0,0.0
7514,5.0,4.0,0.0,0.0,8.0,0.0
7515,10.0,10.0,10.0,10.0,0.0,10.0
7517,3.0,0.0,5.0,10.0,10.0,10.0
7518,7.0,5.0,5.0,7.0,4.0,4.0
7519,4.0,2.0,5.0,6.0,7.0,0.0
7520,6.0,2.0,3.0,2.0,1.0,1.0
7522,4.0,6.0,5.0,5.0,6.0,5.0
7523,8.0,2.0,0.0,1.0,2.0,0.0
7524,7.0,4.0,4.0,7.0,6.0,6.0
7525,3.0,5.0,2.0,6.0,8.0,6.0
7526,6.0,5.0,5.0,3.0,5.0,5.0
7527,0.0,10.0,0.0,10.0,10.0,10.0
7528,5.0,6.0,5.0,3.0,3.0,0.0
7529,4.0,1.0,5.0,10.0,9.0,10.0
7530,1.0,3.0,5.0,2.0,9.0,10.0
7532,4.0,8.0,10.0,5.0,1.0,10.0
7535,5.0,1.0,4.0,10.0,10.0,8.0
7536,2.0,0.0,6.0,6.0,2.0,0.0
7537,2.0,4.0,4.0,7.0,10.0,10.0
7539,4.0,2.0,7.0,7.0,7.0,9.0
7540,7.0,3.0,7.0,7.0,7.0,9.0
7541,2.0,2.0,7.0,2.0,6.0,7.0
7542,3.0,6.0,5.0,6.0,10.0,10.0
7544,4.0,4.0,6.0,3.0,4.0,3.0
7545,6.0,2.0,4.0,5.0,6.0,1.0
7546,5.0,5.0,5.0,10.0,7.0,10.0
7547,4.0,0.0,5.0,3.0,9.0,9.0
7548,6.0,3.0,4.0,3.0,7.0,10.0
7549,4.0,1.0,6.0,0.0,3.0,0.0
7550,8.0,5.0,8.0,8.0,8.0,10.0
7551,5.0,5.0,7.0,7.0,5.0,2.0
7552,10.0,1.0,10.0,1.0,9.0,6.0
7553,8.0,3.0,6.0,9.0,2.0,1.0
7554,8.0,2.0,5.0,4.0,4.0,0.0
7555,5.0,3.0,4.0,6.0,4.0,6.0
7556,1.0,3.0,4.0,8.0,5.0,1.0
7557,3.0,2.0,8.0,6.0,4.0,0.0
7558,5.0,1.0,8.0,8.0,8.0,5.0
7559,7.0,3.0,5.0,4.0,5.0,3.0
7560,3.0,5.0,7.0,7.0,4.0,10.0
7561,5.0,4.0,8.0,5.0,4.0,7.0
7562,1.0,3.0,10.0,10.0,10.0,10.0
7564,7.0,0.0,5.0,5.0,5.0,0.0
7565,2.0,1.0,5.0,5.0,10.0,10.0
7566,5.0,5.0,10.0,10.0,5.0,3.0
7567,5.0,4.0,8.0,4.0,5.0,10.0
7568,9.0,0.0,10.0,2.0,1.0,0.0
7569,8.0,3.0,7.0,9.0,7.0,8.0
7570,9.0,5.0,5.0,3.0,2.0,9.0
7571,6.0,6.0,5.0,0.0,10.0,10.0
7572,8.0,8.0,5.0,4.0,6.0,5.0
7573,3.0,6.0,6.0,2.0,9.0,0.0
7574,5.0,1.0,7.0,8.0,5.0,0.0
7575,4.0,0.0,6.0,8.0,0.0,0.0
7577,1.0,4.0,4.0,9.0,7.0,9.0
7578,5.0,6.0,4.0,2.0,6.0,3.0
7579,6.0,1.0,4.0,8.0,6.0,5.0
7580,8.0,6.0,10.0,9.0,7.0,5.0
7583,7.0,2.0,6.0,7.0,5.0,0.0
7584,3.0,3.0,4.0,3.0,0.0,0.0
7585,7.0,6.0,10.0,10.0,10.0,10.0
7586,3.0,4.0,4.0,2.0,4.0,8.0
7587,7.0,2.0,4.0,7.0,5.0,10.0
7589,0.0,0.0,7.0,5.0,10.0,10.0
7590,6.0,6.0,2.0,4.0,4.0,7.0
7591,7.0,6.0,3.0,7.0,0.0,10.0
7592,7.0,1.0,7.0,8.0,4.0,0.0
7593,10.0,7.0,7.0,9.0,4.0,10.0
7594,7.0,7.0,5.0,5.0,8.0,8.0
7595,8.0,3.0,8.0,8.0,10.0,10.0
7596,8.0,4.0,8.0,5.0,6.0,5.0
7597,5.0,5.0,5.0,5.0,10.0,10.0
7598,5.0,5.0,5.0,5.0,6.0,7.0
7601,5.0,1.0,4.0,1.0,5.0,0.0
7602,4.0,5.0,5.0,10.0,5.0,10.0
7603,5.0,0.0,10.0,5.0,10.0,10.0
7604,7.0,2.0,4.0,5.0,2.0,3.0
7605,3.0,0.0,8.0,8.0,7.0,7.0
7606,3.0,2.0,3.0,8.0,10.0,10.0
7607,8.0,5.0,7.0,6.0,10.0,10.0
7608,6.0,10.0,2.0,10.0,10.0,10.0
7609,4.0,2.0,7.0,5.0,10.0,0.0
7611,8.0,5.0,10.0,2.0,9.0,8.0
7612,7.0,3.0,8.0,7.0,5.0,1.0
7613,7.0,6.0,7.0,8.0,4.0,7.0
7615,8.0,5.0,3.0,8.0,9.0,8.0
7616,5.0,3.0,9.0,7.0,9.0,0.0
7617,8.0,0.0,8.0,1.0,1.0,0.0
7618,5.0,5.0,5.0,10.0,5.0,10.0
7619,2.0,1.0,2.0,8.0,9.0,10.0
7620,4.0,3.0,6.0,3.0,7.0,2.0
7621,5.0,1.0,8.0,7.0,7.0,8.0
7622,3.0,5.0,8.0,5.0,7.0,7.0
