,econ_interven,environment,redistribution,civlib_laworder,immigrate_policy,sociallifestyle,lrgen_factor,lrecon_factor,galtan_factor,party_id,party_id,party_id
383,6,6,6,4,5,1,7,8,2,3104.0,3104.0,3104.0
384,2,4,3,2,2,0,3,3,0,3108.0,3108.0,3108.0
385,5,4,5,5,4,4,4,4,5,3110.0,3110.0,3110.0
386,5,5,3,7,9,10,8,5,9,3107.0,3107.0,3107.0
387,1,4,4,4,7,3,4,3,1,3116.0,3116.0,3116.0
388,4,6,4,5,6,6,5,5,6,3117.0,3117.0,3117.0
389,5,4,5,4,4,2,6,7,3,3118.0,3118.0,3118.0
390,2,3,2,2,0,0,3,3,0,3106.0,3106.0,3106.0
391,3,3,7,8,10,10,10,8,10,3119.0,3119.0,3119.0
392,2,7,6,7,8,8,6,2,7,3101.0,3101.0,3101.0
393,2,5,3,5,5,2,3,3,2,3102.0,3102.0,3102.0
394,2,6,4,6,9,8,7,3,8,3115.0,3115.0,3115.0
395,3,5,5,4,5,2,5,5,3,3105.0,3105.0,3105.0
396,2,4,4,5,7,6,6,4,7,3103.0,3103.0,3103.0
397,3,6,6,4,5,4,5,5,5,3104.0,3104.0,3104.0
398,2,6,4,5,5,4,4,2,5,3108.0,3108.0,3108.0
399,1,4,4,2,5,2,3,2,3,3110.0,3110.0,3110.0
400,2,5,5,7,7,8,8,3,8,3107.0,3107.0,3107.0
401,1,6,1,5,8,3,2,2,5,3116.0,3116.0,3116.0
402,2,5,4,5,5,5,5,3,4,3117.0,3117.0,3117.0
403,3,5,5,5,5,5,5,5,3,3118.0,3118.0,3118.0
404,3,5,5,5,5,2,4,5,3,3106.0,3106.0,3106.0
405,1,5,4,7,8,9,9,4,9,3119.0,3119.0,3119.0
406,6,7,7,8,10,9,8,7,9,3101.0,3101.0,3101.0
407,4,7,3,2,3,0,4,5,3,3102.0,3102.0,3102.0
408,8,7,1,10,10,10,9,8,10,3115.0,3115.0,3115.0
409,10,8,9,1,3,0,5,8,0,3105.0,3105.0,3105.0
410,3,5,4,1,4,2,4,5,2,3103.0,3103.0,3103.0
411,10,8,8,1,3,2,5,7,2,3104.0,3104.0,3104.0
412,3,5,4,5,5,5,4,3,5,3108.0,3108.0,3108.0
413,2,4,2,0,0,0,3,3,0,3110.0,3110.0,3110.0
414,4,4,6,8,10,9,9,4,9,3107.0,3107.0,3107.0
415,1,6,0,7,10,7,9,2,8,3116.0,3116.0,3116.0
416,5,5,5,5,5,7,5,5,6,3117.0,3117.0,3117.0
417,8,7,6,1,3,0,4,7,0,3118.0,3118.0,3118.0
418,8,5,3,1,2,0,3,7,0,3106.0,3106.0,3106.0
419,10,7,9,10,10,10,10,8,10,3119.0,3119.0,3119.0
420,5,6,5,6,8,7,6,5,6,3101.0,3101.0,3101.0
421,5,4,5,4,7,3,4,5,3,3102.0,3102.0,3102.0
422,5,5,5,7,8,8,7,7,7,3115.0,3115.0,3115.0
423,5,5,5,3,7,2,5,5,2,3105.0,3105.0,3105.0
424,5,4,4,5,7,5,4,5,5,3103.0,3103.0,3103.0
425,5,5,5,4,7,3,5,5,4,3104.0,3104.0,3104.0
426,3,2,3,4,7,4,4,5,6,3108.0,3108.0,3108.0
427,4,4,3,4,6,3,3,4,4,3110.0,3110.0,3110.0
428,5,6,5,8,9,8,8,6,9,3107.0,3107.0,3107.0
429,4,5,3,5,8,5,7,6,6,3116.0,3116.0,3116.0
430,5,7,4,5,8,5,6,5,7,3117.0,3117.0,3117.0
431,6,5,5,4,6,3,5,5,4,3118.0,3118.0,3118.0
432,5,4,5,3,6,2,3,5,2,3106.0,3106.0,3106.0
433,5,8,7,9,10,9,9,6,10,3119.0,3119.0,3119.0
434,3,6,4,6,7,5,6,4,6,3101.0,3101.0,3101.0
435,4,4,2,4,4,2,4,4,3,3102.0,3102.0,3102.0
436,5,6,4,8,9,6,7,5,8,3115.0,3115.0,3115.0
437,6,5,5,4,3,1,4,7,2,3105.0,3105.0,3105.0
438,4,4,2,2,6,2,4,4,4,3103.0,3103.0,3103.0
439,8,6,8,4,5,1,5,8,4,3104.0,3104.0,3104.0
440,3,8,2,5,7,6,4,6,7,3108.0,3108.0,3108.0
441,2,3,2,3,2,6,3,2,3,3110.0,3110.0,3110.0
442,3,5,3,9,8,8,8,3,8,3107.0,3107.0,3107.0
443,1,6,2,8,6,5,3,2,6,3116.0,3116.0,3116.0
444,3,6,4,5,6,5,6,3,6,3117.0,3117.0,3117.0
445,3,6,4,5,5,5,6,4,5,3118.0,3118.0,3118.0
446,4,5,3,2,4,1,4,6,2,3106.0,3106.0,3106.0
447,5,7,6,8,9,9,8,8,8,3119.0,3119.0,3119.0
448,3,5,3,7,8,7,7,3,8,3101.0,3101.0,3101.0
449,3,3,3,3,4,2,3,3,3,3102.0,3102.0,3102.0
450,5,5,5,9,10,8,9,4,9,3115.0,3115.0,3115.0
451,8,7,8,3,3,2,4,8,2,3105.0,3105.0,3105.0
452,4,4,3,5,6,5,5,3,6,3103.0,3103.0,3103.0
453,9,6,8,1,2,1,3,9,2,3104.0,3104.0,3104.0
454,3,6,2,5,7,3,5,2,6,3108.0,3108.0,3108.0
455,4,2,4,2,3,2,3,3,6,3110.0,3110.0,3110.0
456,4,6,3,7,9,8,8,3,8,3107.0,3107.0,3107.0
457,5,7,5,6,9,5,7,5,7,3116.0,3116.0,3116.0
458,3,6,2,5,6,6,6,2,6,3117.0,3117.0,3117.0
459,5,6,3,6,7,5,7,5,5,3118.0,3118.0,3118.0
460,5,2,4,2,3,2,3,6,2,3106.0,3106.0,3106.0
461,1,6,4,5,5,3,0,0,6,3119.0,3119.0,3119.0
462,3,7,6,7,7,7,7,4,7,3101.0,3101.0,3101.0
463,2,6,8,3,4,2,3,4,2,3102.0,3102.0,3102.0
464,3,8,7,8,8,9,8,5,9,3115.0,3115.0,3115.0
465,7,5,3,1,4,1,5,8,1,3105.0,3105.0,3105.0
466,4,6,6,3,5,3,5,4,5,3103.0,3103.0,3103.0
467,5,4,4,3,5,2,5,7,4,3104.0,3104.0,3104.0
468,2,8,8,5,5,4,4,3,5,3108.0,3108.0,3108.0
469,3,7,8,3,5,3,4,3,6,3110.0,3110.0,3110.0
470,5,5,4,7,7,8,8,5,9,3107.0,3107.0,3107.0
471,6,2,9,1,5,2,4,2,5,3116.0,3116.0,3116.0
472,4,8,6,5,5,5,5,4,5,3117.0,3117.0,3117.0
473,7,6,3,2,4,2,4,8,2,3118.0,3118.0,3118.0
474,6,3,4,2,3,1,3,7,1,3106.0,3106.0,3106.0
475,1,9,2,9,10,10,9,3,10,3119.0,3119.0,3119.0
476,3,7,4,5,9,8,7,5,8,3101.0,3101.0,3101.0
477,3,4,6,5,4,3,3,6,3,3102.0,3102.0,3102.0
478,3,7,4,10,9,9,8,4,9,3115.0,3115.0,3115.0
479,5,4,3,5,5,3,2,5,2,3105.0,3105.0,3105.0
480,2,8,3,8,4,4,5,2,5,3103.0,3103.0,3103.0
481,6,5,8,3,5,3,4,7,5,3104.0,3104.0,3104.0
482,1,8,1,8,10,9,7,1,8,3108.0,3108.0,3108.0
483,2,8,4,4,4,3,3,2,3,3110.0,3110.0,3110.0
484,3,7,8,7,9,8,8,9,7,3107.0,3107.0,3107.0
485,10,3,8,8,10,5,9,9,6,3116.0,3116.0,3116.0
486,2,3,2,7,10,8,8,2,8,3117.0,3117.0,3117.0
487,7,5,6,2,3,2,2,7,1,3118.0,3118.0,3118.0
488,4,1,6,4,3,2,2,5,1,3106.0,3106.0,3106.0
489,7,9,8,9,10,9,9,9,9,3119.0,3119.0,3119.0
490,5,5,3,8,7,7,7,3,8,3101.0,3101.0,3101.0
491,5,5,3,5,4,0,3,1,1,3102.0,3102.0,3102.0
492,5,3,5,8,10,9,8,1,9,3115.0,3115.0,3115.0
493,6,7,3,5,6,4,5,1,4,3105.0,3105.0,3105.0
494,7,3,1,4,5,3,3,1,3,3103.0,3103.0,3103.0
495,5,7,4,1,6,1,5,5,2,3104.0,3104.0,3104.0
496,2,6,8,4,9,2,5,0,5,3108.0,3108.0,3108.0
497,0,2,0,1,0,1,1,2,0,3110.0,3110.0,3110.0
498,6,5,3,6,9,7,8,5,9,3107.0,3107.0,3107.0
499,3,3,4,8,10,5,7,1,6,3116.0,3116.0,3116.0
500,1,5,1,9,9,7,7,1,8,3117.0,3117.0,3117.0
501,5,10,3,3,2,3,2,1,1,3118.0,3118.0,3118.0
502,5,7,5,1,3,0,1,4,0,3106.0,3106.0,3106.0
503,3,1,3,10,10,10,10,2,10,3119.0,3119.0,3119.0
504,5,7,5,5,6,7,5,5,6,3101.0,3101.0,3101.0
505,5,5,5,3,2,2,4,5,3,3102.0,3102.0,3102.0
506,5,4,5,6,7,8,7,6,8,3115.0,3115.0,3115.0
507,6,5,7,3,2,2,3,7,3,3105.0,3105.0,3105.0
508,5,4,5,5,4,5,5,5,5,3103.0,3103.0,3103.0
509,6,6,6,3,4,4,5,6,4,3104.0,3104.0,3104.0
510,3,3,1,3,6,5,5,3,5,3108.0,3108.0,3108.0
511,5,3,2,4,8,5,5,5,5,3110.0,3110.0,3110.0
512,4,3,4,7,7,8,7,5,6,3107.0,3107.0,3107.0
513,3,5,7,4,7,5,6,6,6,3116.0,3116.0,3116.0
514,3,8,4,5,5,6,6,6,6,3117.0,3117.0,3117.0
515,6,9,7,3,1,1,5,4,4,3118.0,3118.0,3118.0
516,6,5,7,3,2,1,2,6,2,3106.0,3106.0,3106.0
517,5,6,5,7,7,9,8,6,9,3119.0,3119.0,3119.0
518,5,7,6,7,7,8,7,6,7,3101.0,3101.0,3101.0
519,3,4,3,3,2,3,3,3,2,3102.0,3102.0,3102.0
520,6,7,6,8,8,9,8,6,8,3115.0,3115.0,3115.0
521,7,6,7,2,3,2,4,7,1,3105.0,3105.0,3105.0
522,3,3,3,4,5,4,5,4,4,3103.0,3103.0,3103.0
523,9,7,7,2,2,3,5,8,2,3104.0,3104.0,3104.0
524,3,6,3,4,4,5,3,3,3,3108.0,3108.0,3108.0
525,4,3,3,1,3,2,2,3,1,3110.0,3110.0,3110.0
526,4,7,4,8,8,9,8,4,9,3107.0,3107.0,3107.0
527,2,3,2,2,7,2,2,2,2,3116.0,3116.0,3116.0
528,4,7,4,5,5,7,5,4,6,3117.0,3117.0,3117.0
529,7,7,6,5,3,5,5,6,3,3118.0,3118.0,3118.0
530,5,4,3,2,2,2,3,5,2,3106.0,3106.0,3106.0
531,5,5,5,9,9,9,8,5,9,3119.0,3119.0,3119.0
532,1,10,0,9,10,9,9,2,10,3101.0,3101.0,3101.0
533,1,5,0,4,3,0,4,2,1,3102.0,3102.0,3102.0
534,1,6,0,9,10,10,8,1,10,3115.0,3115.0,3115.0
535,7,10,6,5,3,0,5,9,0,3105.0,3105.0,3105.0
536,4,2,0,4,4,1,3,2,2,3103.0,3103.0,3103.0
537,9,10,6,4,7,1,5,9,2,3104.0,3104.0,3104.0
538,3,4,0,6,4,1,4,2,5,3108.0,3108.0,3108.0
539,1,4,0,3,3,0,2,2,0,3110.0,3110.0,3110.0
540,1,9,0,10,10,10,10,2,9,3107.0,3107.0,3107.0
541,1,3,0,2,5,5,4,2,5,3116.0,3116.0,3116.0
542,1,9,0,10,10,3,8,1,5,3117.0,3117.0,3117.0
543,8,10,8,3,2,0,5,9,1,3118.0,3118.0,3118.0
544,7,4,2,3,3,0,4,7,0,3106.0,3106.0,3106.0
545,1,7,0,10,10,10,10,1,10,3119.0,3119.0,3119.0
546,4,9,3,4,8,5,4,4,7,2111.0,2111.0,2111.0
547,8,9,8,2,8,6,8,8,7,2102.0,2102.0,2102.0
548,4,2,4,0,4,0,5,5,0,2114.0,2114.0,2114.0
549,3,10,3,10,10,10,4,3,10,2115.0,2115.0,2115.0
550,0,10,0,10,10,4,0,0,10,2103.0,2103.0,2103.0
551,1,9,1,7,10,2,1,1,9,2101.0,2101.0,2101.0
552,5,6,4,5,4,7,5,5,9,2104.0,2104.0,2104.0
553,7,5,8,1,4,2,7,7,3,2109.0,2109.0,2109.0
554,6,5,7,1,4,1,7,7,3,2116.0,2116.0,2116.0
555,6,7,7,3,7,3,6,5,5,2111.0,2111.0,2111.0
556,7,8,8,6,8,4,8,8,6,2102.0,2102.0,2102.0
557,5,2,5,5,3,2,4,3,2,2114.0,2114.0,2114.0
558,2,6,2,8,9,9,10,2,9,2115.0,2115.0,2115.0
559,1,5,1,7,8,3,1,0,3,2103.0,2103.0,2103.0
560,3,4,3,4,7,3,3,2,4,2101.0,2101.0,2101.0
561,5,3,5,5,5,6,6,6,8,2104.0,2104.0,2104.0
562,6,3,6,6,6,5,7,7,7,2109.0,2109.0,2109.0
563,5,3,5,5,4,4,5,5,6,2116.0,2116.0,2116.0
564,2,8,3,9,10,4,4,4,7,2111.0,2111.0,2111.0
565,8,8,7,9,10,7,7,7,7,2102.0,2102.0,2102.0
566,2,3,2,2,3,0,2,4,1,2114.0,2114.0,2114.0
567,4,9,7,9,10,8,9,4,8,2115.0,2115.0,2115.0
568,1,7,2,9,9,7,1,2,8,2103.0,2103.0,2103.0
569,1,5,2,8,8,3,3,4,5,2101.0,2101.0,2101.0
570,2,6,3,8,8,5,6,7,7,2104.0,2104.0,2104.0
571,7,8,8,7,6,3,7,8,6,2109.0,2109.0,2109.0
572,7,8,8,7,6,3,7,7,6,2116.0,2116.0,2116.0
573,4,6,3,7,8,5,5,5,7,2111.0,2111.0,2111.0
574,7,8,7,7,8,7,8,8,8,2102.0,2102.0,2102.0
575,4,3,5,2,4,2,4,4,2,2114.0,2114.0,2114.0
576,3,8,4,9,9,8,10,3,9,2115.0,2115.0,2115.0
577,1,8,2,8,7,7,1,2,9,2103.0,2103.0,2103.0
578,3,6,3,6,6,5,3,4,6,2101.0,2101.0,2101.0
579,4,6,3,6,7,8,5,5,6,2104.0,2104.0,2104.0
580,6,4,6,2,3,3,7,7,3,2109.0,2109.0,2109.0
581,6,5,5,3,5,5,6,6,5,2116.0,2116.0,2116.0
582,8,9,7,7,8,8,5,5,7,2111.0,2111.0,2111.0
583,10,8,10,5,8,8,9,9,7,2102.0,2102.0,2102.0
584,5,3,4,5,4,0,5,5,0,2114.0,2114.0,2114.0
585,7,9,5,10,10,10,8,5,10,2115.0,2115.0,2115.0
586,3,9,1,8,8,8,0,0,9,2103.0,2103.0,2103.0
587,5,7,3,5,8,5,2,2,5,2101.0,2101.0,2101.0
588,6,5,5,7,8,10,5,5,9,2104.0,2104.0,2104.0
589,10,7,10,5,8,5,9,9,6,2109.0,2109.0,2109.0
590,6,3,7,5,8,3,7,7,2,2116.0,2116.0,2116.0
591,3,6,2,7,8,6,5,3,5,2111.0,2111.0,2111.0
592,9,10,9,9,8,9,8,8,9,2102.0,2102.0,2102.0
593,5,2,5,2,3,1,3,3,1,2114.0,2114.0,2114.0
594,6,10,2,10,10,9,10,5,10,2115.0,2115.0,2115.0
595,3,10,2,9,8,9,1,2,9,2103.0,2103.0,2103.0
596,4,7,2,6,7,5,4,3,5,2101.0,2101.0,2101.0
597,5,6,4,6,6,9,7,6,9,2104.0,2104.0,2104.0
598,9,6,8,5,2,2,8,8,9,2109.0,2109.0,2109.0
599,9,5,8,5,4,3,6,8,6,2116.0,2116.0,2116.0
600,2,8,3,4,8,3,5,5,5,2111.0,2111.0,2111.0
601,9,8,8,5,8,4,7,8,7,2102.0,2102.0,2102.0
602,4,2,4,1,4,0,5,4,2,2114.0,2114.0,2114.0
603,4,10,3,10,10,10,10,4,10,2115.0,2115.0,2115.0
604,0,9,0,10,9,9,0,1,9,2103.0,2103.0,2103.0
605,1,5,2,5,6,4,2,3,5,2101.0,2101.0,2101.0
606,5,6,5,6,7,8,6,5,8,2104.0,2104.0,2104.0
607,8,3,7,5,4,6,7,7,6,2109.0,2109.0,2109.0
608,5,4,7,4,5,2,6,6,3,2116.0,2116.0,2116.0
609,3,5,2,5,7,4,5,4,5,2111.0,2111.0,2111.0
610,8,9,8,7,9,10,8,8,8,2102.0,2102.0,2102.0
611,1,1,3,1,1,0,5,2,0,2114.0,2114.0,2114.0
612,4,10,4,10,10,10,10,4,10,2115.0,2115.0,2115.0
613,0,7,0,9,10,9,0,0,7,2103.0,2103.0,2103.0
614,1,5,1,6,8,4,3,2,5,2101.0,2101.0,2101.0
615,4,4,4,5,8,10,6,6,9,2104.0,2104.0,2104.0
616,7,3,7,2,1,1,7,7,5,2109.0,2109.0,2109.0
617,6,3,6,3,2,1,5,7,3,2116.0,2116.0,2116.0
618,5,8,3,7,10,5,5,5,5,2111.0,2111.0,2111.0
619,8,8,7,7,9,6,8,8,7,2102.0,2102.0,2102.0
620,4,4,5,2,7,1,5,6,1,2114.0,2114.0,2114.0
621,6,9,6,10,10,10,9,8,9,2115.0,2115.0,2115.0
622,0,8,1,8,9,5,1,1,9,2103.0,2103.0,2103.0
623,2,7,2,6,8,3,3,3,6,2101.0,2101.0,2101.0
624,5,7,6,6,8,10,6,6,10,2104.0,2104.0,2104.0
625,8,7,8,3,7,6,8,8,7,2109.0,2109.0,2109.0
626,4,5,5,6,8,6,6,6,8,2116.0,2116.0,2116.0
627,4,7,3,7,10,5,4,4,5,2111.0,2111.0,2111.0
628,7,7,8,7,10,7,8,8,8,2102.0,2102.0,2102.0
629,3,3,5,3,3,2,4,5,2,2114.0,2114.0,2114.0
630,4,8,5,9,10,9,9,2,9,2115.0,2115.0,2115.0
631,1,5,1,7,6,4,1,1,4,2103.0,2103.0,2103.0
632,2,5,2,5,7,4,2,2,4,2101.0,2101.0,2101.0
633,5,4,5,6,7,9,6,5,9,2104.0,2104.0,2104.0
634,7,6,8,3,3,3,8,8,3,2109.0,2109.0,2109.0
635,5,5,5,3,5,3,5,6,2,2116.0,2116.0,2116.0
636,2,7,4,7,8,4,5,5,5,2111.0,2111.0,2111.0
637,8,9,7,3,8,7,8,8,8,2102.0,2102.0,2102.0
638,3,2,2,7,2,1,3,3,1,2114.0,2114.0,2114.0
639,1,8,8,10,10,10,9,9,9,2115.0,2115.0,2115.0
640,1,9,1,10,10,5,9,1,9,2103.0,2103.0,2103.0
641,3,5,2,4,3,3,2,2,4,2101.0,2101.0,2101.0
642,5,4,3,6,7,7,7,6,8,2104.0,2104.0,2104.0
643,7,3,6,3,6,4,8,7,6,2109.0,2109.0,2109.0
644,7,4,6,3,5,3,7,7,5,2116.0,2116.0,2116.0
645,0,7,1,9,9,8,3,4,9,2111.0,2111.0,2111.0
646,10,8,8,2,9,9,8,7,8,2102.0,2102.0,2102.0
647,7,6,5,2,8,5,6,5,3,2114.0,2114.0,2114.0
648,3,8,3,7,10,9,9,3,10,2115.0,2115.0,2115.0
649,5,7,1,7,9,9,1,2,10,2103.0,2103.0,2103.0
650,5,4,4,10,5,2,3,3,8,2101.0,2101.0,2101.0
651,5,5,5,7,4,9,4,5,10,2104.0,2104.0,2104.0
652,7,5,6,7,3,3,8,7,4,2109.0,2109.0,2109.0
653,7,5,8,8,4,1,8,7,4,2116.0,2116.0,2116.0
654,3,6,2,4,10,5,4,4,7,2111.0,2111.0,2111.0
655,6,9,8,2,10,9,7,7,6,2102.0,2102.0,2102.0
656,3,1,3,0,0,0,3,2,0,2114.0,2114.0,2114.0
657,2,10,4,10,10,10,10,10,10,2115.0,2115.0,2115.0
658,1,5,2,7,10,3,0,0,9,2103.0,2103.0,2103.0
659,3,6,2,5,9,4,3,4,6,2101.0,2101.0,2101.0
660,4,6,5,4,5,6,6,4,8,2104.0,2104.0,2104.0
661,7,8,8,1,6,3,7,6,8,2109.0,2109.0,2109.0
662,5,2,6,0,2,0,7,6,2,2116.0,2116.0,2116.0
663,3,9,5,7,8,6,6,6,5,2111.0,2111.0,2111.0
664,7,9,8,8,9,8,8,8,8,2102.0,2102.0,2102.0
665,3,2,3,1,4,1,4,4,1,2114.0,2114.0,2114.0
666,2,9,3,10,10,10,9,5,9,2115.0,2115.0,2115.0
667,0,9,0,9,9,7,1,1,9,2103.0,2103.0,2103.0
668,1,6,1,5,8,4,3,2,4,2101.0,2101.0,2101.0
669,5,5,3,9,9,9,5,6,9,2104.0,2104.0,2104.0
670,7,4,7,6,4,5,6,7,6,2109.0,2109.0,2109.0
671,7,4,7,6,4,3,6,7,5,2116.0,2116.0,2116.0
672,3,7,3,7,7,6,4,4,7,2111.0,2111.0,2111.0
673,6,7,6,6,7,6,6,6,5,2102.0,2102.0,2102.0
674,5,3,5,2,2,2,5,5,1,2114.0,2114.0,2114.0
675,4,7,3,7,9,7,8,3,9,2115.0,2115.0,2115.0
676,3,7,3,7,8,7,3,3,9,2103.0,2103.0,2103.0
677,3,6,3,6,7,6,4,4,5,2101.0,2101.0,2101.0
678,5,6,4,6,6,7,5,5,5,2104.0,2104.0,2104.0
679,7,6,6,5,5,6,7,7,5,2109.0,2109.0,2109.0
680,6,5,5,4,5,5,6,6,5,2116.0,2116.0,2116.0
681,5,6,6,6,9,2,5,5,6,2111.0,2111.0,2111.0
682,10,10,9,0,9,6,8,9,8,2102.0,2102.0,2102.0
683,5,4,3,1,3,0,4,4,1,2114.0,2114.0,2114.0
684,6,8,5,10,10,10,10,6,10,2115.0,2115.0,2115.0
685,0,8,1,8,10,9,1,0,9,2103.0,2103.0,2103.0
686,3,6,2,6,7,6,3,3,5,2101.0,2101.0,2101.0
687,4,6,5,7,6,10,6,5,9,2104.0,2104.0,2104.0
688,8,5,7,5,5,4,7,7,6,2109.0,2109.0,2109.0
689,6,5,5,5,5,5,5,6,6,2116.0,2116.0,2116.0
690,2,9,3,7,9,9,3,3,6,2111.0,2111.0,2111.0
691,7,7,7,2,8,7,8,7,8,2102.0,2102.0,2102.0
692,7,4,5,1,7,2,4,4,2,2114.0,2114.0,2114.0
693,1,9,0,7,9,9,5,4,9,2115.0,2115.0,2115.0
694,1,9,2,8,9,9,2,2,6,2103.0,2103.0,2103.0
695,1,5,3,6,8,7,3,3,3,2101.0,2101.0,2101.0
696,5,6,5,2,6,8,6,5,8,2104.0,2104.0,2104.0
697,8,5,8,1,6,7,7,8,5,2109.0,2109.0,2109.0
698,9,5,9,5,6,6,7,8,5,2116.0,2116.0,2116.0
699,6,9,5,7,10,4,7,4,6,2111.0,2111.0,2111.0
700,10,10,10,4,10,8,8,9,8,2102.0,2102.0,2102.0
701,5,3,4,0,3,1,6,6,1,2114.0,2114.0,2114.0
702,6,8,5,10,10,10,10,7,10,2115.0,2115.0,2115.0
703,0,10,0,10,10,9,1,1,9,2103.0,2103.0,2103.0
704,2,6,2,7,9,2,3,2,5,2101.0,2101.0,2101.0
705,5,5,4,6,6,8,6,6,9,2104.0,2104.0,2104.0
706,8,5,8,2,4,3,7,8,3,2109.0,2109.0,2109.0
707,7,4,7,3,5,4,7,7,4,2116.0,2116.0,2116.0
708,4,8,3,7,8,6,3,4,6,2111.0,2111.0,2111.0
709,8,9,8,8,8,8,7,6,7,2102.0,2102.0,2102.0
710,7,1,5,2,3,0,4,5,0,2114.0,2114.0,2114.0
711,3,10,4,10,10,10,10,3,10,2115.0,2115.0,2115.0
712,1,7,1,9,7,9,1,1,9,2103.0,2103.0,2103.0
713,2,7,3,6,7,5,2,2,6,2101.0,2101.0,2101.0
714,5,6,4,4,6,4,5,4,4,2104.0,2104.0,2104.0
715,6,5,6,3,3,2,6,5,2,2109.0,2109.0,2109.0
716,6,5,6,3,4,2,5,6,1,2116.0,2116.0,2116.0
717,3,8,4,6,10,6,4,5,6,2111.0,2111.0,2111.0
718,8,7,8,4,9,3,8,7,4,2102.0,2102.0,2102.0
719,6,0,5,0,4,0,5,5,0,2114.0,2114.0,2114.0
720,3,7,3,10,10,10,9,4,10,2115.0,2115.0,2115.0
721,0,8,0,10,10,10,0,0,10,2103.0,2103.0,2103.0
722,0,7,1,7,9,1,2,2,4,2101.0,2101.0,2101.0
723,3,3,3,6,7,1,5,5,3,2104.0,2104.0,2104.0
724,9,3,8,0,5,0,7,7,0,2109.0,2109.0,2109.0
725,7,2,7,1,6,0,6,7,1,2116.0,2116.0,2116.0
726,3,7,3,7,9,4,4,4,7,2111.0,2111.0,2111.0
727,10,9,7,4,9,7,9,8,9,2102.0,2102.0,2102.0
728,1,1,2,1,2,2,3,3,0,2114.0,2114.0,2114.0
729,0,10,0,10,10,10,10,1,10,2115.0,2115.0,2115.0
730,0,2,0,10,7,8,0,1,10,2103.0,2103.0,2103.0
731,1,2,1,2,4,2,1,2,3,2101.0,2101.0,2101.0
732,6,6,7,7,4,10,8,7,9,2104.0,2104.0,2104.0
733,8,7,6,1,1,4,7,5,5,2109.0,2109.0,2109.0
734,7,3,5,2,2,3,5,6,3,2116.0,2116.0,2116.0
735,4,3,5,6,7,5,5,5,5,2111.0,2111.0,2111.0
736,7,2,8,6,6,5,7,8,6,2102.0,2102.0,2102.0
737,6,5,6,1,3,2,5,6,2,2114.0,2114.0,2114.0
738,4,7,2,9,10,7,9,6,8,2115.0,2115.0,2115.0
739,0,3,0,9,8,6,1,1,6,2103.0,2103.0,2103.0
740,3,6,4,5,4,4,4,4,1,2101.0,2101.0,2101.0
741,5,6,7,7,6,9,8,6,8,2104.0,2104.0,2104.0
742,6,7,7,7,5,1,7,7,5,2109.0,2109.0,2109.0
743,1,4,2,2,4,3,4,4,3,2116.0,2116.0,2116.0
744,4,9,3,7,8,4,4,4,3,2111.0,2111.0,2111.0
745,7,10,8,6,8,7,8,8,6,2102.0,2102.0,2102.0
746,8,8,8,2,7,3,7,7,1,2114.0,2114.0,2114.0
747,2,9,2,8,10,4,10,3,8,2115.0,2115.0,2115.0
748,1,9,1,7,9,3,1,2,5,2103.0,2103.0,2103.0
749,3,8,2,4,8,2,3,3,2,2101.0,2101.0,2101.0
750,5,9,4,6,9,8,7,6,7,2104.0,2104.0,2104.0
751,9,9,9,3,7,4,9,9,1,2109.0,2109.0,2109.0
752,6,8,6,5,8,5,6,7,3,2116.0,2116.0,2116.0
753,5,9,8,5,9,5,5,5,5,2111.0,2111.0,2111.0
754,10,10,8,4,10,6,8,7,7,2102.0,2102.0,2102.0
755,3,2,6,1,5,1,5,4,3,2114.0,2114.0,2114.0
756,2,9,10,9,10,10,10,10,10,2115.0,2115.0,2115.0
757,2,10,10,9,10,10,0,1,10,2103.0,2103.0,2103.0
758,2,9,8,5,8,6,2,0,5,2101.0,2101.0,2101.0
759,3,8,7,5,9,9,6,7,6,2104.0,2104.0,2104.0
760,9,8,7,2,8,8,9,9,8,2109.0,2109.0,2109.0
761,9,6,7,2,8,7,9,8,7,2116.0,2116.0,2116.0
762,6,10,8,6,8,5,6,3,8,2111.0,2111.0,2111.0
763,8,8,6,8,6,4,7,7,8,2102.0,2102.0,2102.0
764,4,3,3,2,3,1,2,3,2,2114.0,2114.0,2114.0
765,2,9,6,10,10,10,7,1,8,2115.0,2115.0,2115.0
766,1,7,1,7,10,7,1,0,8,2103.0,2103.0,2103.0
767,3,5,5,4,6,3,4,1,5,2101.0,2101.0,2101.0
768,7,5,6,7,5,5,6,6,7,2104.0,2104.0,2104.0
769,7,7,6,7,4,2,7,6,6,2109.0,2109.0,2109.0
770,7,8,7,7,4,2,7,6,5,2116.0,2116.0,2116.0
771,6,6,6,6,8,4,6,7,4,2111.0,2111.0,2111.0
772,8,6,7,6,7,4,8,8,5,2102.0,2102.0,2102.0
773,7,3,5,0,4,1,8,7,0,2114.0,2114.0,2114.0
774,4,8,4,10,10,10,9,3,10,2115.0,2115.0,2115.0
775,1,8,2,9,8,7,1,1,8,2103.0,2103.0,2103.0
776,3,4,3,5,7,3,3,4,4,2101.0,2101.0,2101.0
777,4,5,4,6,8,7,5,5,7,2104.0,2104.0,2104.0
778,8,6,7,7,7,4,7,8,6,2109.0,2109.0,2109.0
779,6,5,5,5,7,5,6,6,5,2116.0,2116.0,2116.0
