,econ_interven,environment,redistribution,civlib_laworder,immigrate_policy,sociallifestyle,lrgen_factor,lrecon_factor,galtan_factor,party_id,party_id,party_id
1172,4,5,3,6,4,3,4,7,4,2501.0,2501.0,2501.0
1173,8,5,9,7,2,3,8,9,3,2518.0,2518.0,2518.0
1174,4,5,3,5,3,8,4,5,8,2511.0,2511.0,2511.0
1175,5,5,5,8,8,10,5,5,8,2515.0,2515.0,2515.0
1176,6,7,6,6,4,5,5,6,4,2516.0,2516.0,2516.0
1177,5,5,5,5,4,5,5,7,5,2521.0,2521.0,2521.0
1178,3,3,4,5,5,5,5,5,5,2522.0,2522.0,2522.0
1179,5,5,6,7,9,9,6,7,7,2523.0,2523.0,2523.0
1180,3,5,4,7,8,8,6,4,8,2507.0,2507.0,2507.0
1181,5,5,5,4,6,5,7,7,6,2506.0,2506.0,2506.0
1182,2,4,2,2,3,3,3,3,3,2501.0,2501.0,2501.0
1183,8,6,7,3,3,3,8,8,3,2518.0,2518.0,2518.0
1184,4,6,3,9,7,8,9,3,9,2511.0,2511.0,2511.0
1185,3,7,3,8,7,9,9,3,8,2515.0,2515.0,2515.0
1186,5,6,4,6,7,6,5,4,4,2516.0,2516.0,2516.0
1187,4,6,4,8,7,8,7,4,8,2521.0,2521.0,2521.0
1188,3,3,4,2,3,4,3,4,4,2522.0,2522.0,2522.0
1189,3,4,3,2,3,3,5,3,3,2523.0,2523.0,2523.0
1190,0,9,0,10,9,10,9,3,10,2605.0,2605.0,2605.0
1191,3,8,2,5,5,8,5,8,4,2603.0,2603.0,2603.0
1192,1,8,0,5,4,4,2,2,4,2601.0,2601.0,2601.0
1193,1,9,0,6,7,8,4,3,6,2606.0,2606.0,2606.0
1194,4,8,3,6,7,9,6,7,6,2617.0,2617.0,2617.0
1195,2,3,2,3,3,6,3,7,3,2618.0,2618.0,2618.0
1196,2,2,1,1,2,1,2,8,2,2621.0,2621.0,2621.0
1197,4,4,4,4,6,5,5,5,6,2620.0,2620.0,2620.0
1198,9,3,9,4,9,8,8,9,8,2619.0,2619.0,2619.0
1199,3,8,5,8,8,7,7,5,7,2605.0,2605.0,2605.0
1200,6,6,7,3,4,3,5,6,4,2603.0,2603.0,2603.0
1201,5,5,4,3,2,2,4,4,3,2601.0,2601.0,2601.0
1202,4,6,5,6,7,6,6,3,6,2606.0,2606.0,2606.0
1203,6,6,6,7,7,5,6,6,5,2617.0,2617.0,2617.0
1204,10,10,9,3,4,3,5,8,3,2618.0,2618.0,2618.0
1205,5,2,5,2,2,0,2,4,1,2621.0,2621.0,2621.0
1206,0,1,0,1,1,0,1,0,1,2620.0,2620.0,2620.0
1207,10,8,8,9,9,9,10,10,6,2619.0,2619.0,2619.0
1208,3,8,3,8,8,8,7,5,8,2605.0,2605.0,2605.0
1209,6,4,6,4,5,4,5,6,6,2603.0,2603.0,2603.0
1210,3,4,3,3,3,2,3,4,4,2601.0,2601.0,2601.0
1211,4,7,4,5,6,7,6,4,7,2606.0,2606.0,2606.0
1212,6,8,6,6,7,7,7,7,8,2617.0,2617.0,2617.0
1213,7,5,7,3,4,2,5,7,3,2618.0,2618.0,2618.0
1214,2,2,2,2,2,1,2,3,2,2621.0,2621.0,2621.0
1215,2,2,2,2,2,2,2,2,2,2620.0,2620.0,2620.0
1216,5,9,8,8,9,9,8,8,9,2619.0,2619.0,2619.0
1217,1,8,1,9,9,9,8,3,9,2605.0,2605.0,2605.0
1218,6,6,7,3,2,2,7,8,5,2603.0,2603.0,2603.0
1219,5,4,6,2,2,2,4,6,4,2601.0,2601.0,2601.0
1220,4,5,4,4,5,7,5,5,6,2606.0,2606.0,2606.0
1221,8,7,5,8,9,9,6,5,8,2617.0,2617.0,2617.0
1222,7,5,8,3,2,2,7,8,3,2618.0,2618.0,2618.0
1223,4,2,4,1,1,0,3,4,1,2621.0,2621.0,2621.0
1224,3,2,4,1,1,1,2,4,2,2620.0,2620.0,2620.0
1225,10,8,9,10,9,10,10,9,10,2619.0,2619.0,2619.0
1226,2,8,2,9,7,8,8,3,9,2605.0,2605.0,2605.0
1227,5,4,4,5,5,3,6,5,6,2603.0,2603.0,2603.0
1228,2,4,2,5,5,2,3,3,4,2601.0,2601.0,2601.0
1229,3,6,3,7,6,7,7,3,9,2606.0,2606.0,2606.0
1230,6,6,6,6,6,6,7,6,6,2617.0,2617.0,2617.0
1231,1,2,3,2,4,2,2,3,2,2618.0,2618.0,2618.0
1232,1,2,3,2,3,1,2,3,3,2621.0,2621.0,2621.0
1233,1,2,2,2,2,1,2,3,2,2620.0,2620.0,2620.0
1234,9,10,9,9,10,10,10,9,9,2619.0,2619.0,2619.0
1235,1,7,1,8,10,9,8,2,10,2605.0,2605.0,2605.0
1236,6,5,5,3,6,6,5,5,6,2603.0,2603.0,2603.0
1237,4,4,6,2,4,3,3,5,3,2601.0,2601.0,2601.0
1238,3,6,1,5,7,6,6,4,9,2606.0,2606.0,2606.0
1239,3,7,3,7,9,9,8,3,9,2617.0,2617.0,2617.0
1240,7,2,5,2,4,2,6,7,2,2618.0,2618.0,2618.0
1241,3,1,2,0,2,0,2,4,0,2621.0,2621.0,2621.0
1242,2,0,0,0,1,0,0,0,0,2620.0,2620.0,2620.0
1243,10,9,8,10,10,10,10,9,10,2619.0,2619.0,2619.0
1244,1,9,2,9,8,9,7,3,9,2605.0,2605.0,2605.0
1245,7,3,6,2,3,3,5,5,4,2603.0,2603.0,2603.0
1246,2,3,4,2,2,2,3,3,4,2601.0,2601.0,2601.0
1247,6,7,6,7,5,6,6,5,6,2606.0,2606.0,2606.0
1248,8,9,8,9,9,9,7,7,7,2617.0,2617.0,2617.0
1249,7,3,7,2,2,3,5,7,3,2618.0,2618.0,2618.0
1250,4,2,3,1,2,1,4,4,2,2621.0,2621.0,2621.0
1251,0,1,1,1,2,1,2,3,2,2620.0,2620.0,2620.0
1252,9,9,9,9,9,9,9,9,9,2619.0,2619.0,2619.0
1253,2,6,2,8,10,2,8,2,9,2605.0,2605.0,2605.0
1254,6,7,7,7,5,8,7,8,3,2603.0,2603.0,2603.0
1255,2,7,2,8,7,6,2,3,7,2601.0,2601.0,2601.0
1256,2,3,1,9,10,4,1,2,8,2606.0,2606.0,2606.0
1257,6,5,5,3,3,3,6,6,3,2617.0,2617.0,2617.0
1258,6,7,6,8,7,5,8,8,8,2618.0,2618.0,2618.0
1259,5,6,4,10,10,4,10,0,10,2621.0,2621.0,2621.0
1260,2,4,2,5,0,0,2,4,2,2620.0,2620.0,2620.0
1261,10,8,8,4,10,10,8,7,2,2619.0,2619.0,2619.0
1262,0,9,0,9,10,10,9,2,9,2605.0,2605.0,2605.0
1263,6,4,4,3,5,5,6,7,5,2603.0,2603.0,2603.0
1264,2,4,3,5,5,3,4,6,4,2601.0,2601.0,2601.0
1265,2,6,2,6,6,6,5,5,6,2606.0,2606.0,2606.0
1266,5,6,4,7,7,6,5,5,5,2617.0,2617.0,2617.0
1267,9,5,6,3,5,3,6,8,2,2618.0,2618.0,2618.0
1268,2,3,4,1,4,0,3,5,0,2621.0,2621.0,2621.0
1269,0,3,1,1,3,1,1,2,0,2620.0,2620.0,2620.0
1270,9,9,7,10,10,10,10,10,10,2619.0,2619.0,2619.0
1271,3,9,3,9,10,10,9,3,10,2605.0,2605.0,2605.0
1272,6,4,5,4,5,3,5,6,3,2603.0,2603.0,2603.0
1273,4,4,3,4,4,2,3,2,2,2601.0,2601.0,2601.0
1274,6,6,5,6,7,7,6,8,7,2606.0,2606.0,2606.0
1275,0,8,4,9,10,10,10,4,10,2617.0,2617.0,2617.0
1276,6,3,5,3,4,2,4,6,3,2618.0,2618.0,2618.0
1277,4,2,3,1,3,0,1,2,0,2621.0,2621.0,2621.0
1278,4,3,3,1,3,0,2,2,1,2620.0,2620.0,2620.0
1279,9,10,8,9,10,10,10,8,10,2619.0,2619.0,2619.0
1280,2,9,2,9,9,9,6,2,9,2605.0,2605.0,2605.0
1281,5,7,8,7,5,7,7,8,8,2603.0,2603.0,2603.0
1282,3,6,3,6,6,8,4,3,8,2601.0,2601.0,2601.0
1283,5,7,4,5,8,9,5,4,9,2606.0,2606.0,2606.0
1284,5,7,4,8,9,7,7,7,9,2617.0,2617.0,2617.0
1285,7,7,9,4,4,3,8,9,4,2618.0,2618.0,2618.0
1286,4,3,4,2,2,0,1,5,1,2621.0,2621.0,2621.0
1287,0,3,4,2,2,2,0,0,3,2620.0,2620.0,2620.0
1288,9,7,6,10,10,9,9,10,10,2619.0,2619.0,2619.0
1289,0,10,3,9,10,10,9,4,10,2605.0,2605.0,2605.0
1290,4,8,9,5,8,4,5,7,5,2603.0,2603.0,2603.0
1291,2,5,2,1,6,1,3,3,3,2601.0,2601.0,2601.0
1292,5,7,8,9,5,10,5,5,10,2606.0,2606.0,2606.0
1293,4,9,8,9,7,10,8,5,9,2617.0,2617.0,2617.0
1294,10,10,10,1,3,0,6,10,0,2618.0,2618.0,2618.0
1295,3,1,2,0,2,0,2,7,0,2621.0,2621.0,2621.0
1296,0,0,0,0,0,0,1,0,0,2620.0,2620.0,2620.0
1297,6,5,3,10,10,10,10,5,10,2619.0,2619.0,2619.0
1298,1,10,1,10,10,10,9,1,10,2605.0,2605.0,2605.0
1299,7,4,7,1,5,4,5,8,5,2603.0,2603.0,2603.0
1300,5,4,7,1,5,1,4,8,1,2601.0,2601.0,2601.0
1301,4,4,3,4,7,6,6,5,7,2606.0,2606.0,2606.0
1302,5,6,3,9,8,6,5,5,5,2617.0,2617.0,2617.0
1303,9,5,9,1,4,4,7,10,1,2618.0,2618.0,2618.0
1304,1,0,0,0,3,0,1,1,0,2621.0,2621.0,2621.0
1305,1,0,0,0,3,0,1,0,0,2620.0,2620.0,2620.0
1306,10,10,10,10,10,10,10,10,10,2619.0,2619.0,2619.0
1307,1,9,1,10,10,10,3,2,10,2605.0,2605.0,2605.0
1308,4,5,4,7,4,3,5,5,4,2603.0,2603.0,2603.0
1309,3,4,3,6,3,2,4,3,3,2601.0,2601.0,2601.0
1310,3,7,2,6,6,6,6,3,6,2606.0,2606.0,2606.0
1311,4,6,2,8,7,6,7,5,6,2617.0,2617.0,2617.0
1312,5,4,4,5,2,2,5,6,2,2618.0,2618.0,2618.0
1313,2,2,3,4,1,0,2,2,1,2621.0,2621.0,2621.0
1314,1,2,1,4,2,1,1,1,1,2620.0,2620.0,2620.0
1315,3,9,5,10,10,10,9,9,10,2619.0,2619.0,2619.0
1316,3,9,3,10,9,8,8,4,9,2605.0,2605.0,2605.0
1317,5,5,4,3,3,1,5,5,5,2603.0,2603.0,2603.0
1318,3,5,3,3,3,1,4,4,4,2601.0,2601.0,2601.0
1319,3,5,3,6,5,5,6,4,7,2606.0,2606.0,2606.0
1320,3,6,3,6,5,5,6,6,7,2617.0,2617.0,2617.0
1321,6,5,6,3,3,1,5,6,4,2618.0,2618.0,2618.0
1322,3,4,3,3,3,1,3,3,2,2621.0,2621.0,2621.0
1323,3,4,3,3,3,1,3,3,2,2620.0,2620.0,2620.0
1324,7,9,4,10,10,10,10,7,10,2619.0,2619.0,2619.0
1325,2,8,2,9,8,7,6,4,9,2605.0,2605.0,2605.0
1326,5,5,6,3,3,4,5,6,4,2603.0,2603.0,2603.0
1327,2,4,3,3,3,3,3,3,3,2601.0,2601.0,2601.0
1328,2,5,2,6,6,8,5,5,9,2606.0,2606.0,2606.0
1329,8,8,9,9,9,9,8,9,9,2617.0,2617.0,2617.0
1330,6,5,7,2,2,2,4,7,2,2618.0,2618.0,2618.0
1331,4,1,5,1,1,0,2,3,0,2621.0,2621.0,2621.0
1332,0,0,0,5,0,0,0,0,0,2620.0,2620.0,2620.0
1333,10,10,10,0,10,10,9,10,10,2619.0,2619.0,2619.0
1334,1,9,1,10,9,9,8,2,9,2605.0,2605.0,2605.0
1335,8,3,6,4,5,6,5,8,4,2603.0,2603.0,2603.0
1336,4,2,4,2,3,0,3,4,1,2601.0,2601.0,2601.0
1337,5,5,5,6,6,7,6,5,7,2606.0,2606.0,2606.0
1338,9,7,8,9,8,8,7,9,8,2617.0,2617.0,2617.0
1339,9,4,8,4,4,5,4,9,2,2618.0,2618.0,2618.0
1340,5,3,4,1,3,0,2,4,0,2621.0,2621.0,2621.0
1341,1,1,1,2,2,0,2,2,2,2620.0,2620.0,2620.0
1342,10,8,10,9,10,10,9,10,10,2619.0,2619.0,2619.0
1343,3,7,3,10,10,10,8,4,8,2605.0,2605.0,2605.0
1344,5,6,5,0,7,5,5,5,4,2603.0,2603.0,2603.0
1345,4,5,4,0,3,4,4,4,3,2601.0,2601.0,2601.0
1346,3,4,3,7,6,6,5,5,6,2606.0,2606.0,2606.0
1347,2,8,6,10,10,10,9,8,10,2617.0,2617.0,2617.0
1348,7,6,7,0,4,5,6,6,4,2618.0,2618.0,2618.0
1349,2,1,1,0,4,0,1,2,1,2621.0,2621.0,2621.0
1350,3,3,2,0,2,2,2,2,2,2620.0,2620.0,2620.0
1351,10,10,10,10,10,10,10,10,10,2619.0,2619.0,2619.0
1352,0,10,0,10,10,10,7,2,10,2605.0,2605.0,2605.0
1353,6,6,7,1,5,1,5,7,4,2603.0,2603.0,2603.0
1354,6,6,3,1,5,2,4,2,3,2601.0,2601.0,2601.0
1355,4,10,3,4,5,4,6,5,7,2606.0,2606.0,2606.0
1356,4,8,4,8,7,7,8,7,7,2617.0,2617.0,2617.0
1357,7,8,7,0,3,0,5,8,1,2618.0,2618.0,2618.0
1358,0,0,0,1,1,0,0,0,0,2621.0,2621.0,2621.0
1359,2,0,1,1,3,1,1,1,1,2620.0,2620.0,2620.0
1360,9,10,10,8,10,10,10,10,10,2619.0,2619.0,2619.0
1361,1,9,1,9,7,9,8,2,9,2605.0,2605.0,2605.0
1362,7,3,7,3,3,4,5,7,6,2603.0,2603.0,2603.0
1363,3,4,4,2,3,2,3,5,4,2601.0,2601.0,2601.0
1364,3,6,3,4,4,5,5,4,5,2606.0,2606.0,2606.0
1365,3,6,7,4,5,5,7,9,9,2617.0,2617.0,2617.0
1366,7,3,7,3,2,4,5,9,5,2618.0,2618.0,2618.0
1367,0,0,1,0,0,0,1,2,0,2621.0,2621.0,2621.0
1368,0,0,0,0,0,0,0,0,1,2620.0,2620.0,2620.0
1369,10,10,10,10,10,10,10,10,10,2619.0,2619.0,2619.0
1370,2,5,0,7,9,6,8,4,9,2605.0,2605.0,2605.0
1371,7,2,7,2,5,2,5,8,3,2603.0,2603.0,2603.0
1372,5,0,4,4,2,4,4,5,3,2601.0,2601.0,2601.0
1373,5,5,3,4,5,4,4,4,6,2606.0,2606.0,2606.0
1374,9,9,9,8,9,7,8,8,7,2617.0,2617.0,2617.0
1375,7,6,6,6,8,7,5,6,7,2618.0,2618.0,2618.0
1376,1,4,1,4,1,3,0,0,2,2621.0,2621.0,2621.0
1377,5,5,5,3,6,7,6,7,7,2620.0,2620.0,2620.0
1378,0,2,0,2,4,0,2,1,7,2619.0,2619.0,2619.0
1379,4,2,3,8,8,6,4,4,10,2701.0,2701.0,2701.0
1380,9,2,6,8,5,6,8,7,7,2705.0,2705.0,2705.0
1381,6,6,6,5,2,2,5,5,3,2713.0,2713.0,2713.0
1382,6,1,6,5,8,5,6,5,7,2706.0,2706.0,2706.0
1383,6,2,6,8,7,6,6,5,7,2712.0,2712.0,2712.0
1384,9,1,7,8,9,8,8,7,8,2711.0,2711.0,2711.0
1385,4,2,3,8,5,5,4,4,7,2714.0,2714.0,2714.0
1386,0,5,2,7,3,9,4,4,10,2701.0,2701.0,2701.0
1387,9,6,8,4,7,3,8,8,4,2705.0,2705.0,2705.0
1388,10,7,10,3,9,1,9,9,1,2713.0,2713.0,2713.0
1389,4,6,7,6,3,7,6,7,9,2706.0,2706.0,2706.0
1390,8,7,8,5,6,5,8,8,5,2712.0,2712.0,2712.0
1391,7,6,7,6,8,8,7,9,8,2711.0,2711.0,2711.0
1392,3,5,4,5,4,9,5,5,9,2714.0,2714.0,2714.0
1393,2,9,3,5,5,8,4,3,10,2701.0,2701.0,2701.0
1394,9,9,5,4,5,5,6,7,10,2705.0,2705.0,2705.0
1395,5,5,5,2,5,5,5,5,5,2713.0,2713.0,2713.0
1396,5,9,5,5,5,7,6,5,10,2706.0,2706.0,2706.0
1397,10,9,5,5,5,7,6,6,10,2712.0,2712.0,2712.0
1398,9,9,5,6,5,7,6,6,10,2711.0,2711.0,2711.0
1399,3,9,3,4,5,8,4,6,10,2714.0,2714.0,2714.0
1400,5,6,4,6,5,5,4,4,7,2701.0,2701.0,2701.0
1401,9,6,8,7,2,5,8,8,7,2705.0,2705.0,2705.0
1402,8,3,7,5,2,1,6,7,1,2713.0,2713.0,2713.0
1403,5,4,5,5,6,5,5,5,5,2706.0,2706.0,2706.0
1404,6,6,6,6,5,5,6,6,7,2712.0,2712.0,2712.0
1405,8,6,7,7,2,5,8,8,7,2711.0,2711.0,2711.0
1406,5,6,4,5,3,5,4,4,5,2714.0,2714.0,2714.0
1407,2,6,2,6,5,7,3,2,8,2701.0,2701.0,2701.0
1408,6,5,6,2,3,6,8,8,4,2705.0,2705.0,2705.0
1409,7,4,6,1,3,3,6,6,3,2713.0,2713.0,2713.0
1410,5,4,5,2,4,6,5,5,6,2706.0,2706.0,2706.0
1411,6,6,7,3,5,5,7,6,4,2712.0,2712.0,2712.0
1412,6,4,6,5,4,4,6,7,5,2711.0,2711.0,2711.0
1413,4,5,5,4,5,5,4,4,4,2714.0,2714.0,2714.0
1414,4,8,2,6,6,8,4,3,8,2701.0,2701.0,2701.0
1415,7,8,6,6,5,8,6,6,6,2705.0,2705.0,2705.0
1416,7,5,6,7,4,3,7,7,4,2713.0,2713.0,2713.0
1417,5,7,4,5,4,6,6,5,4,2706.0,2706.0,2706.0
1418,6,8,6,6,6,8,5,4,7,2712.0,2712.0,2712.0
1419,7,8,6,6,6,8,5,5,8,2711.0,2711.0,2711.0
1420,5,8,5,5,6,4,4,4,5,2714.0,2714.0,2714.0
1421,1,7,1,2,3,5,3,2,6,2701.0,2701.0,2701.0
1422,10,6,10,9,4,1,9,9,4,2705.0,2705.0,2705.0
1423,10,5,10,10,4,0,10,10,1,2713.0,2713.0,2713.0
1424,6,5,7,8,3,4,7,8,6,2706.0,2706.0,2706.0
1425,6,5,5,4,3,5,5,5,4,2712.0,2712.0,2712.0
1426,7,6,7,8,5,5,7,8,6,2711.0,2711.0,2711.0
1427,6,5,6,6,4,5,5,5,4,2714.0,2714.0,2714.0
1428,1,7,4,2,8,9,4,3,10,2701.0,2701.0,2701.0
1429,8,7,7,6,5,5,8,8,5,2705.0,2705.0,2705.0
1430,7,4,6,8,2,2,8,7,2,2713.0,2713.0,2713.0
1431,5,5,7,5,5,5,5,5,5,2706.0,2706.0,2706.0
1432,7,7,8,7,5,4,9,7,5,2712.0,2712.0,2712.0
1433,6,7,6,8,5,4,7,6,5,2711.0,2711.0,2711.0
1434,6,7,6,6,3,5,6,7,7,2714.0,2714.0,2714.0
1435,4,5,2,5,5,8,3,3,8,2701.0,2701.0,2701.0
1436,6,6,6,3,3,5,6,5,4,2705.0,2705.0,2705.0
1437,4,7,2,2,1,1,4,4,1,2713.0,2713.0,2713.0
1438,7,3,7,8,6,7,7,7,3,2706.0,2706.0,2706.0
1439,6,5,7,5,4,5,7,8,6,2712.0,2712.0,2712.0
1440,6,5,7,5,4,5,6,8,5,2711.0,2711.0,2711.0
1441,2,5,2,5,5,8,3,3,7,2714.0,2714.0,2714.0
1442,0,4,2,6,7,9,2,2,8,2701.0,2701.0,2701.0
1443,5,5,6,3,4,4,5,6,3,2705.0,2705.0,2705.0
1444,7,6,8,3,2,0,6,7,0,2713.0,2713.0,2713.0
1445,7,5,7,2,3,0,6,6,2,2706.0,2706.0,2706.0
1446,3,4,4,6,6,8,4,4,7,2712.0,2712.0,2712.0
1447,5,5,6,7,7,8,5,6,6,2711.0,2711.0,2711.0
1448,0,4,2,6,7,9,2,2,8,2714.0,2714.0,2714.0
1449,3,4,2,8,6,7,3,3,6,2701.0,2701.0,2701.0
1450,7,3,7,5,5,6,7,8,5,2705.0,2705.0,2705.0
1451,6,1,5,2,3,2,5,5,1,2713.0,2713.0,2713.0
1452,5,5,6,8,9,9,6,6,6,2706.0,2706.0,2706.0
1453,5,4,4,7,8,6,5,5,5,2712.0,2712.0,2712.0
1454,9,5,8,9,9,9,8,8,7,2711.0,2711.0,2711.0
1455,4,4,3,6,6,6,4,4,6,2714.0,2714.0,2714.0
1456,3,7,4,7,7,8,4,3,8,2701.0,2701.0,2701.0
1457,6,7,7,7,8,7,7,7,8,2705.0,2705.0,2705.0
1458,4,3,3,4,7,2,6,5,5,2713.0,2713.0,2713.0
1459,6,7,5,7,8,9,8,7,7,2706.0,2706.0,2706.0
1460,7,8,7,7,8,4,6,8,7,2712.0,2712.0,2712.0
1461,7,7,7,7,8,9,8,7,8,2711.0,2711.0,2711.0
1462,3,5,4,7,8,5,4,4,6,2714.0,2714.0,2714.0
1463,6,7,4,6,8,8,5,4,8,2701.0,2701.0,2701.0
1464,8,7,8,7,7,7,8,7,7,2705.0,2705.0,2705.0
1465,8,4,7,5,6,2,7,7,4,2713.0,2713.0,2713.0
1466,7,5,6,3,7,6,6,6,7,2706.0,2706.0,2706.0
1467,7,5,7,3,7,5,6,6,6,2712.0,2712.0,2712.0
1468,9,8,9,10,9,10,9,8,8,2711.0,2711.0,2711.0
1469,7,6,6,6,6,5,5,5,7,2714.0,2714.0,2714.0
1470,3,6,3,7,7,8,4,3,9,2701.0,2701.0,2701.0
1471,5,6,5,6,6,7,5,5,7,2705.0,2705.0,2705.0
1472,6,4,4,3,3,4,6,4,6,2713.0,2713.0,2713.0
1473,4,5,4,3,5,8,5,5,9,2706.0,2706.0,2706.0
1474,7,4,6,2,6,8,6,6,9,2712.0,2712.0,2712.0
1475,5,10,4,10,10,8,7,3,10,2711.0,2711.0,2711.0
1476,8,5,8,8,8,8,7,7,6,2714.0,2714.0,2714.0
1477,4,6,3,3,4,6,4,4,7,2701.0,2701.0,2701.0
1478,7,7,7,3,6,6,7,8,6,2705.0,2705.0,2705.0
1479,7,3,5,2,4,2,7,7,2,2713.0,2713.0,2713.0
1480,4,4,4,2,6,4,4,4,6,2706.0,2706.0,2706.0
1481,5,6,5,4,6,5,6,8,6,2712.0,2712.0,2712.0
1482,9,10,9,7,9,8,9,10,10,2711.0,2711.0,2711.0
1483,6,6,5,5,4,5,6,6,6,2714.0,2714.0,2714.0
1484,7,6,5,5,6,8,6,7,9,2701.0,2701.0,2701.0
1485,9,7,7,7,7,8,5,9,9,2705.0,2705.0,2705.0
1486,9,2,6,4,4,4,8,9,3,2713.0,2713.0,2713.0
1487,5,4,5,5,5,4,5,5,5,2706.0,2706.0,2706.0
1488,2,5,1,4,4,2,5,5,5,2712.0,2712.0,2712.0
1489,3,5,3,7,4,7,6,4,7,2711.0,2711.0,2711.0
1490,5,5,4,6,5,9,5,5,9,2714.0,2714.0,2714.0
1491,0,8,4,10,10,10,5,3,10,2803.0,2803.0,2803.0
1492,10,10,9,0,9,7,8,9,9,2812.0,2812.0,2812.0
1493,6,6,4,2,7,7,7,8,9,2814.0,2814.0,2814.0
1494,0,7,9,5,10,10,9,5,10,2809.0,2809.0,2809.0
1495,0,10,10,10,10,10,10,10,10,2817.0,2817.0,2817.0
1496,6,5,7,9,10,10,7,8,10,2818.0,2818.0,2818.0
1497,5,5,3,5,2,2,4,4,2,2813.0,2813.0,2813.0
1498,6,5,6,2,8,4,5,7,1,2816.0,2816.0,2816.0
1499,5,5,4,5,5,8,6,5,9,2805.0,2805.0,2805.0
1500,2,5,4,2,3,1,5,0,1,2804.0,2804.0,2804.0
1501,0,0,0,2,0,0,2,2,0,2819.0,2819.0,2819.0
1502,1,0,2,2,1,0,4,4,1,2820.0,2820.0,2820.0
1503,2,1,3,2,1,0,5,6,3,2821.0,2821.0,2821.0
1504,4,6,4,4,7,5,4,4,5,2803.0,2803.0,2803.0
1505,9,8,8,4,7,6,7,8,6,2812.0,2812.0,2812.0
1506,6,8,5,7,9,7,7,8,8,2814.0,2814.0,2814.0
1507,7,8,7,9,10,8,9,7,8,2809.0,2809.0,2809.0
1508,8,8,6,10,10,10,10,4,9,2817.0,2817.0,2817.0
1509,6,8,5,8,8,8,6,6,8,2818.0,2818.0,2818.0
1510,7,6,7,6,6,7,6,7,6,2813.0,2813.0,2813.0
1511,8,7,7,5,4,6,6,9,3,2816.0,2816.0,2816.0
1512,7,6,5,5,5,8,8,8,8,2805.0,2805.0,2805.0
1513,6,6,5,4,6,7,6,7,7,2804.0,2804.0,2804.0
1514,4,2,4,2,3,1,4,6,1,2819.0,2819.0,2819.0
1515,8,7,7,5,3,6,6,8,3,2820.0,2820.0,2820.0
1516,6,5,5,6,3,6,5,8,5,2821.0,2821.0,2821.0
1517,1,7,2,8,9,9,2,2,9,2803.0,2803.0,2803.0
1518,9,6,8,4,7,2,6,9,2,2812.0,2812.0,2812.0
1519,7,4,6,7,8,7,7,7,7,2814.0,2814.0,2814.0
1520,1,7,1,9,10,9,9,1,10,2809.0,2809.0,2809.0
1521,0,8,1,10,10,10,10,0,10,2817.0,2817.0,2817.0
1522,3,7,8,9,9,9,8,3,9,2818.0,2818.0,2818.0
1523,5,5,5,5,5,4,4,5,4,2813.0,2813.0,2813.0
1524,8,8,9,8,8,9,8,8,2,2816.0,2816.0,2816.0
1525,5,6,5,5,6,9,6,6,8,2805.0,2805.0,2805.0
1526,5,6,3,5,7,7,6,5,7,2804.0,2804.0,2804.0
1527,4,1,4,2,5,1,6,3,1,2819.0,2819.0,2819.0
1528,6,3,6,3,5,2,5,7,2,2820.0,2820.0,2820.0
1529,7,5,7,5,6,5,7,7,7,2821.0,2821.0,2821.0
1530,1,8,2,8,10,9,7,3,9,2803.0,2803.0,2803.0
1531,9,9,8,5,10,3,6,7,2,2812.0,2812.0,2812.0
1532,7,7,5,6,10,8,7,6,7,2814.0,2814.0,2814.0
1533,1,9,4,8,10,9,8,6,9,2809.0,2809.0,2809.0
1534,0,7,2,10,10,10,10,10,10,2817.0,2817.0,2817.0
1535,2,7,3,7,10,8,8,9,9,2818.0,2818.0,2818.0
1536,5,3,5,5,5,3,5,5,5,2813.0,2813.0,2813.0
1537,6,5,5,4,6,0,6,9,1,2816.0,2816.0,2816.0
1538,4,5,6,4,5,9,6,6,7,2805.0,2805.0,2805.0
1539,4,5,6,4,7,9,6,6,8,2804.0,2804.0,2804.0
1540,5,1,5,3,3,1,4,5,5,2819.0,2819.0,2819.0
1541,5,1,5,3,3,1,5,5,5,2820.0,2820.0,2820.0
1542,5,3,5,3,5,4,6,5,5,2821.0,2821.0,2821.0
1543,2,7,3,7,9,6,5,3,7,2803.0,2803.0,2803.0
1544,7,5,7,4,6,4,6,7,4,2812.0,2812.0,2812.0
1545,5,4,6,6,8,7,7,7,6,2814.0,2814.0,2814.0
1546,4,7,5,9,10,9,8,4,9,2809.0,2809.0,2809.0
1547,3,7,5,10,10,10,10,3,10,2817.0,2817.0,2817.0
1548,3,7,4,8,9,8,8,4,8,2818.0,2818.0,2818.0
1549,6,5,6,6,4,7,7,6,6,2813.0,2813.0,2813.0
1550,5,4,4,4,5,5,5,5,5,2816.0,2816.0,2816.0
1551,7,6,7,8,9,10,9,6,9,2805.0,2805.0,2805.0
1552,6,6,6,6,5,8,7,6,7,2804.0,2804.0,2804.0
1553,4,4,5,3,3,2,4,5,3,2819.0,2819.0,2819.0
1554,5,4,5,4,6,5,6,5,4,2820.0,2820.0,2820.0
1555,5,5,6,6,8,7,7,6,6,2821.0,2821.0,2821.0
1556,0,9,1,9,10,10,4,3,9,2803.0,2803.0,2803.0
1557,10,7,10,10,10,3,8,8,3,2812.0,2812.0,2812.0
