"","econ_interven","environment","redistribution","civlib_laworder","immigrate_policy","sociallifestyle","lrgen","lrecon","galtan","party_id","RC1","RC2"
"3435",0,0,0,0,0,0,1,2,0,1601,-1.7272015778306,-1.63568939566253
"3436",5,2,2,4,6,0,3,3,0,1602,-0.771111594962352,-0.304343025692277
"3437",2,6,2,6,8,4,4,3,3,1602,0.581375396690081,-1.07977542978516
"3438",2,6,4,7,7,2,4,5,4,1602,0.316260114028067,-0.600427187194762
"3439",2,5,4,10,5,0,4,4,3,1602,0.145163516638122,-0.604338491099038
"3440",5,5,0,5,9,0,5,5,5,1602,-0.0140691063842096,-0.714153370518595
"3441",5,5,4,6,7,3,5,4,3,1602,0.0703168305308983,0.00597593088818295
"3442",2,4,2,3,4,4,4,4,6,1602,-0.360275435435481,-0.984262205388307
"3443",4,3,NA,5,6,2,4,4,6,1602,-0.359188010527356,-0.295050946284521
"3444",3,4,2,7,5,1,3,3,5,1602,-0.163438655596497,-0.785354057651691
"3445",4,6,3,6,6,3,4,4,6,1602,0.13036169438544,-0.372195877519394
"3446",4,4,3,6,6,2,3,4,5,1602,-0.146090667286646,-0.38927832513872
"3447",2,6,3,6,7,0,4,3,5,1602,0.0268335749256442,-0.703275511109073
"3448",4,5,4,6,6,2,4,5,3,1602,-0.0910173518248071,-0.154096899856049
"3449",1,4,2,5,7,0,4,4,5,1602,-0.177032872513508,-1.15221036013385
"3450",2,5,3,5,5,2,4,5,5,1602,-0.179765619947579,-0.746022132005734
"3451",6,6,4,6,7,4,3,6,6,1602,0.210234313137392,0.210020525382196
"3452",5,5,3,7,6,0,4,4,5,1602,-0.205128252512651,-0.0992387832213007
"3453",7,4,8,4,3,0,7,9,4,1603,-1.20933406724621,1.47452134423501
"3454",6,1,7,3,0,0,6,6,0,1603,-1.82252462007384,1.04705077304561
"3455",8,5,8,7,6,0,6,8,4,1603,-0.51190331547066,1.58232927710913
"3456",6,5,5,6,3,2,7,7,7,1603,-0.545800896812213,0.531698603718357
"3457",6,4,5,4,4,2,6,7,3,1603,-0.749966213007959,0.544595299647694
"3458",6,5,6,5,2,2,6,7,1,1603,-0.797472292142491,0.784060515883387
"3459",8,6,6,5,3,1,6,8,2,1603,-0.80796670298527,1.2626071183846
"3460",7,3,8,6,3,0,7,8,3,1603,-1.07002055283646,1.3900401312024
"3461",10,3,8,6,0,0,9,9,0,1603,-1.54387528928087,2.08284186307581
"3462",10,2,8,4,0,0,8,9,1,1603,-1.85572580676104,2.11209756940143
"3463",8,1,8,2,1,0,7,10,1,1603,-1.95935836789603,1.69584446487442
"3464",9,4,7,4,3,2,8,9,1,1603,-1.07084091903027,1.61981635458688
"3465",6,6,5,5,0,0,6,8,4,1603,-1.10320972430607,0.713108736275588
"3466",6,5,6,4,2,3,7,8,2,1603,-0.806347941513311,0.77435168663529
"3467",3,4,5,8,0,0,7,7,0,1603,-0.786574570867926,-0.0711441606346014
"3468",10,6,8,2,1,0,7,9,0,1603,-1.62854861528072,2.26305803209822
"3469",7,2,NA,4,2,1,6,7,5,1603,-1.28737607686827,0.743670472259748
"3470",7,5,6,6,4,0,7,8,4,1604,-0.72740797633486,1.01376928365473
"3471",8,6,8,7,7,0,7,7,5,1604,-0.317949612651022,1.59358302006633
"3472",6,6,5,10,9,0,5,5,5,1604,0.429912127116145,0.42370649351118
"3473",7,2,7,3,3,0,6,6,0,1604,-1.46346689221574,1.24016139543841
"3474",5,8,7,4,NA,2,6,6,7,1604,-0.293178220006389,0.836795894736106
"3475",8,5,7,7,1,0,6,8,3,1604,-1.01913413581941,1.4565556571614
"3476",7,6,8,9,4,0,7,8,4,1604,-0.36515682302896,1.37121669134791
"3477",8,4,8,5,2,0,7,9,0,1604,-1.25449463808853,1.67702102501992
"3478",6,5,6,6,5,2,6,7,3,1604,-0.361625680316739,0.706549254854957
"3479",6,4,5,5,5,2,6,7,4,1604,-0.529490003751056,0.499802059411844
"3480",7,5,5,4,5,3,7,7,2,1604,-0.502363529117041,0.732280883745416
"3481",9,8,7,6,7,2,7,8,4,1604,-0.0694440918067598,1.60796286673656
"3482",5,5,5,10,5,0,7,7,0,1604,-0.0368308020263885,0.246954881514674
"3483",7,6,5,6,4,2,7,7,7,1604,-0.402113571522954,0.757527246903735
"3484",8,4,NA,8,5,1,7,6,2,1604,-0.450156669124442,1.24503740531324
"3485",7,7,5,7,4,1,6,7,3,1604,-0.306969420616921,0.794848829505322
"3486",6,6,6,4,2,2,7,8,2,1604,-0.823994798579757,0.840107499076436
"3487",8,7,8,9,9,1,8,8,7,1605,0.313186665999657,1.49346623386047
"3488",9,5,8,7,5,1,8,8,5,1605,-0.565939535683804,1.77512012864595
"3489",9,9,8,10,10,6,8,8,7,1605,1.17551029380491,1.5277581051215
"3490",5,5,6,10,10,NA,8,9,9,1605,1.20300329646406,0.103819934894434
"3491",7,7,6,8,7,2,8,7,6,1605,0.201597363737116,0.886763181318417
"3492",8,7,8,8,7,6,7,8,7,1605,0.504602048466625,1.36390318905433
"3493",9,7,10,10,7,0,9,8,6,1605,-0.00596483687550085,2.16560532798769
"3494",9,8,7,8,8,6,7,8,7,1605,0.67948455982926,1.38216316031053
"3495",6,5,6,8,9,3,7,7,6,1605,0.398612499367577,0.546101694503022
"3496",7,2,8,7,7,2,8,7,0,1605,-0.404926524058178,1.19227098824888
"3497",7,7,6,8,9,4,8,8,8,1605,0.624798483509284,0.777759042350526
"3498",6,7,6,7,7,5,7,7,5,1605,0.450818809099994,0.586193333666833
"3499",8,6,NA,9,8,2,7,6,1,1605,0.24654471133671,1.28839292786873
"3500",8,8,7,8,5,3,8,8,8,1605,0.0949492577013862,1.33109446853419
"3501",8,8,8,10,9,0,9,10,8,1605,0.40833081690569,1.53078781646206
"3502",9,6,8,10,9,4,8,8,5,1605,0.601188870711522,1.53756497363263
"3503",6,6,5,10,10,0,6,6,6,1605,0.53759732840057,0.40734748311489
"3504",7,5,6,8,9,7,7,7,8,1606,0.764007556243836,0.60810435838058
"3505",7,5,6,8,6,6,8,7,6,1606,0.337036593788902,0.695324448657106
"3506",6,5,6,7,5,7,6,6,8,1606,0.270742120664037,0.487399729577123
"3507",5,5,6,10,10,5,8,9,9,1606,0.989976811330657,0.182013206024127
"3508",5,8,7,7,8,8,8,9,8,1606,0.975589779181613,0.476011671062072
"3509",6,6,5,10,10,0,6,6,6,1606,0.53759732840057,0.40734748311489
"3510",6,6,6,6,7,6,8,7,6,1606,0.355674658193961,0.548871751065246
"3511",8,7,7,8,5,4,8,6,8,1606,0.112596114767832,1.26533865609305
"3512",8,7,8,9,9,7,9,7,9,1606,0.936678817609613,1.26460787933454
"3513",8,7,6,9,7,3,9,7,7,1606,0.368037352780876,1.03476079261938
"3514",6,2,7,7,7,5,8,7,5,1606,-0.0117188846494471,0.65569823882856
"3515",8,8,8,10,9,3,9,9,9,1606,0.720076892710668,1.41635863919909
"3516",6,5,6,8,9,4,7,7,7,1606,0.502527857969236,0.507958635415367
"3517",8,7,6,8,9,7,8,8,8,1606,0.886278181783884,0.877904765315738
"3518",7,7,6,8,7,3,8,7,7,1606,0.305512722338776,0.848620122230762
"3519",6,7,5,8,9,6,8,7,8,1606,0.914090764316356,0.279329352017858
"3520",8,7,NA,9,7,6,8,7,1,1606,0.642349205297804,1.16941402167143
"3521",4,0,3,3,NA,1,3,4,2,1607,-1.26189291986409,-0.326388608237666
"3522",5,0,0,0,0,0,4,4,4,1607,-1.97853346548249,-0.562814894521641
"3523",5,1,4,2,3,1,3,4,3,1607,-1.36449272984089,0.150983996592927
"3524",4,0,3,1,0,0,4,4,0,1607,-1.90906163819976,-0.183118008801836
"3525",3,0,4,1,1,0,2,3,0,1607,-1.78230524545833,-0.206483247497123
"3526",3,0,3,1,0,0,2,4,0,1607,-1.85879526066938,-0.397692909030014
"3527",5,1,4,2,0,0,4,4,2,1607,-1.79146369229582,0.238204086869453
"3528",4,0,4,3,3,0,3,3,1,1607,-1.3916192044749,-0.0814948277406446
"3529",3,2,4,3,4,1,4,4,2,1607,-0.957215263988013,-0.295346290745786
"3530",3,0,4,0,0,0,4,5,0,1607,-2.00278145471523,-0.161690007261274
"3531",2,1,3,3,2,1,3,5,2,1607,-1.17739260448832,-0.712384595464053
"3532",7,0,3,1,0,0,2,3,4,1607,-2.0598607707909,0.460606691882695
"3533",3,1,NA,2,1,1,3,3,4,1607,-1.43721687614992,-0.52566549017524
"3534",5,1,3,4,2,1,4,5,2,1607,-1.21540072910698,-0.0970941246190806
"3535",3,0,2,0,3,0,4,5,0,1607,-1.61733547871521,-0.625904382308506
"3536",0,0,0,0,0,0,3,3,0,1607,-1.7272015778306,-1.63568939566253
"3537",5,3,4,3,2,1,4,4,1,1607,-1.18684992008241,0.19413428385664
"3538",5,8,5,9,9,NA,6,5,8,1610,1.33487699304716,0.000996927808982333
"3539",5,7,6,10,10,5,9,5,9,1610,1.16251381440108,0.237238712731109
"3540",4,8,6,9,8,9,9,2,9,1610,1.38654871733198,-0.0411434198620584
"3541",2,9,6,9,10,8,9,9,9,1610,1.68480501789514,-0.437255428669848
"3542",4,7,4,10,10,5,8,6,7,1610,1.27517056407821,-0.392473531355429
"3543",4,10,4,10,10,7,10,7,10,1610,1.74180678588717,-0.385921389470267
"3544",4,7,5,10,10,8,6,6,10,1610,1.55572145380981,-0.299334036689214
"3545",5,9,5,10,10,7,10,5,10,1610,1.5740767207482,0.00860942933359959
"3546",6,7,NA,9,9,7,8,6,9,1610,1.10584098203179,0.378807000633989
"3547",4,5,5,8,10,7,10,5,8,1610,1.05368707619277,-0.259548024629423
"3548",7,7,7,9,10,8,10,7,9,1610,1.22974094109945,0.787962237693237
"3549",4,7,5,9,10,4,7,6,8,1610,1.0272690114307,-0.118327570499035
"3550",5,7,4,10,10,8,9,5,9,1610,1.53665026235281,-0.292327808390217
"3551",5,10,0,10,10,10,10,1,5,1610,2.12806722845527,-1.11605035422178
"3552",5,10,5,10,10,10,6,6,10,1610,1.97209129808839,-0.0782069945758748
"3553",7,9,4,10,10,3,8,7,10,1610,1.08907771735418,0.382762794211394
"3554",6,8,4,9,10,8,9,7,9,1610,1.45986137838517,-0.0217059249689905
"3555",9,8,9,9,10,8,8,8,9,3601,1.15308631542716,1.65986213536144
"3556",7,10,8,10,10,9,9,9,10,3601,1.67405762620585,1.01179188075568
"3557",7,10,8,10,10,10,9,8,10,3601,1.77797298480751,0.973648821668021
"3558",7,9,9,9,10,9,9,9,10,3601,1.44380293062479,1.22018202917092
"3559",7,9,7,10,10,8,10,7,10,3601,1.51506895214236,0.81475351456066
"3560",8,10,9,10,10,10,9,9,10,3601,1.69651142120376,1.39579239382538
"3561",8,9,8,8,10,7,8,8,9,3601,1.10411001399199,1.33190860548479
"3562",9,9,8,8,10,7,9,8,9,3601,1.05384363646161,1.54648350571297
"3563",8,1,8,8,9,7,8,9,9,3601,0.306276800425855,1.12736558905315
"3564",6,6,6,8,9,NA,9,7,9,3601,0.879759363589096,0.428770823323424
"3565",6,8,8,9,10,8,8,8,8,3601,1.33508063409167,0.808568762747731
"3566",1,3,1,1,2,0,1,2,1,3602,-1.22169622628738,-1.19185981407684
"3567",1,9,1,2,1,1,1,1,2,3602,-0.595064051786392,-1.07640157248682
"3568",1,3,1,3,4,1,2,2,2,3602,-0.676828449171919,-1.31958935363619
"3569",0,1,1,1,0,0,1,1,1,3602,-1.55933725439628,-1.42894220021941
"3570",1,2,1,5,2,1,1,1,1,3602,-0.752885337331024,-1.37135254587622
"3571",2,3,1,1,2,0,2,2,3,3602,-1.27196260381776,-0.97728491384866
"3572",0,1,0,1,1,0,1,2,0,3602,-1.42045686703848,-1.65286988254489
"3573",0,0,0,0,1,0,1,2,1,3602,-1.61951637654617,-1.65204840605882
"3574",1,2,2,3,2,NA,1,1,2,3602,-0.957704860048526,-1.12598694381175
"3575",1,1,0,1,1,0,2,2,1,3602,-1.47072324456886,-1.43829498231671
"3576",2,1,1,2,2,1,2,2,1,3602,-1.22779324031405,-1.09908770948286
"3577",9,7,8,7,3,3,7,8,4,3603,-0.400942217978909,1.7867775379702
"3578",9,5,8,5,7,2,6,8,3,3603,-0.472235790458253,1.76112750844483
"3579",9,9,9,8,9,5,7,9,7,3603,0.707132531900489,1.84669730621375
"3580",10,10,9,5,7,4,8,9,6,3603,0.0854758708173783,2.24504872919433
"3581",8,7,8,7,4,NA,7,9,6,3603,-0.0871176012616165,1.49862903871425
"3582",9,3,9,5,2,6,7,8,5,3603,-0.798732551617541,1.84269348929786
"3583",9,8,8,7,6,5,8,8,6,3603,0.216212604612897,1.68902714195951
"3584",9,5,7,3,6,4,7,6,3,3603,-0.566477104410942,1.55050018841574
"3585",9,6,8,3,7,1,7,7,4,3603,-0.715464663469657,1.88375178056509
"3586",10,7,10,8,8,5,7,10,8,3603,0.345448763941884,2.22997438206041
"3587",9,6,8,6,7,2,6,7,3,3603,-0.273176280950561,1.76030603195876
"3588",6,6,4,5,5,5,5,5,5,3604,-0.0140117388022766,0.23302971692668
"3589",4,5,5,6,6,6,5,5,7,3604,0.293448896508455,-0.0991004642774886
"3590",5,5,5,4,5,5,5,5,5,3604,-0.194000056852965,0.226844965113752
"3591",6,5,7,7,7,7,5,7,5,3604,0.454917337159511,0.662250380713722
"3592",6,4,5,7,6,4,5,5,4,3604,0.0116079306816451,0.350288471161126
"3593",4,5,4,6,5,5,5,5,7,3604,0.113043522695746,-0.252167066722724
"3594",4,5,4,7,5,NA,5,5,7,3604,0.215442994808059,-0.276786990653517
"3595",6,6,6,6,5,5,5,5,5,3604,0.0363888970234526,0.619732830945482
"3596",7,8,7,9,5,6,6,6,7,3604,0.569752719009221,0.97365616120349
"3597",4,4,6,4,6,5,6,5,6,3604,-0.15351216564675,0.175866973064974
"3598",5,6,4,4,4,7,6,5,5,3604,0.023609146674517,-0.0130380612409578
"3599",0,0,0,1,1,0,1,2,0,3605,-1.5067253685737,-1.68048263589838
"3600",2,0,1,2,2,0,1,2,2,3605,-1.41797710045092,-1.08855740374869
"3601",1,1,1,1,1,0,1,1,0,3605,-1.50191843064224,-1.23072631038753
"3602",1,0,2,2,1,0,2,2,0,3605,-1.50659111027835,-1.0792046216514
"3603",0,0,0,1,2,0,1,1,0,3605,-1.39904016728927,-1.69684164629467
"3604",1,0,2,2,2,0,1,2,1,3605,-1.39890590899392,-1.09556363204769
"3605",0,0,0,0,1,0,1,2,0,3605,-1.61951637654617,-1.65204840605882
"3606",1,9,1,2,1,1,1,1,2,3605,-0.595064051786392,-1.07640157248682
"3607",0,0,2,1,0,0,1,1,0,3605,-1.67680094200487,-1.24898628164373
"3608",1,1,2,3,2,NA,1,1,2,3605,-1.10112680881465,-1.13262101466703
"3609",1,0,0,1,1,0,1,2,1,3605,-1.55699174610407,-1.4659077356702
"3610",6,2,5,4,4,0,5,5,2,3606,-1.1303339332817,0.565655911116022
"3611",8,5,6,7,6,5,6,8,4,3606,0.0700638496843857,0.976476637812497
"3612",8,4,9,3,5,0,6,8,2,3606,-1.18821623625359,1.89238112543935
"3613",1,3,7,2,1,3,5,6,2,3606,-1.0920154602346,-0.0729521792079886
"3614",8,2,7,3,7,0,4,6,1,3606,-1.08299246460842,1.38930025408142
"3615",3,3,5,3,2,2,4,4,1,3606,-1.01359699249337,-0.0655899037581891
"3616",6,2,7,NA,4,0,5,5,2,3606,-1.42958542217066,1.04050513763746
"3617",7,2,6,3,3,NA,4,6,4,3606,-1.21924522100896,0.954399452379536
"3618",5,3,5,3,5,1,4,4,2,3606,-0.894989502302507,0.352625924596949
"3619",6,5,6,0,4,0,5,8,1,3606,-1.35388764663935,0.96979976246391
"3620",7,3,5,3,5,2,6,7,5,3606,-0.891606898761605,0.743632665965648
"3622",4,4,5,5,5,NA,5,4,5,3607,-0.13279847667557,-0.0380554594443268
"3623",4,4,3,7,3,7,4,3,8,3607,0.163221529840856,-0.559350819227683
"3624",5,5,3,3,6,6,6,5,7,3607,-0.0328001327926102,-0.214360218388996
"3625",2,2,5,6,2,8,6,4,7,3607,-0.0877339409708078,-0.621938601384463
"3626",3,3,4,NA,3,4,4,5,7,3607,-0.57101353115564,-0.389972799622595
"3627",4,4,3,4,4,4,4,3,5,3607,-0.379212368597134,-0.375977962842332
"3629",4,6,5,6,7,8,6,6,10,3607,0.695233316531412,-0.164132839495598
"3630",5,5,3,4,4,6,4,4,5,3607,-0.135379527388981,-0.210076427435974
"3632",6,3,6,7,6,4,5,5,3,3612,-0.105855756926943,0.530244389736816
"3633",5,4,6,4,5,3,6,6,5,3612,-0.519294461664872,0.483087001864751
"3634",5,5,5,6,6,6,6,7,6,3612,0.243182518978077,0.115474435950689
"3636",4,6,5,7,7,7,7,6,9,3612,0.704108965902231,-0.154424010247502
"3637",8,8,7,8,6,4,6,7,6,3612,0.30654981758747,1.27659239905025
"3638",6,5,6,6,6,6,5,5,6,3612,0.161720955374323,0.537618008108046
"3639",4,5,5,5,5,NA,5,6,5,3612,-0.0309426713501076,-0.0161641649539844
"3640",5,5,5,NA,5,5,6,5,6,3612,-0.137604552866726,0.212627850193972
"3641",6,7,6,5,5,6,5,5,6,3612,0.113781749187846,0.637636755050877
"3642",7,3,5,5,7,6,6,6,8,3612,-0.0349930458411611,0.50147394914333
"3643",5,10,NA,10,3,10,9,8,9,3401,1.20113753675706,0.150468847759207
"3644",3,5,NA,0,9,1,3,4,1,3402,-0.471840868715318,-0.385433764287893
"3645",2,10,NA,10,9,10,10,10,10,3403,2.05107969337949,-0.944276657582673
"3646",2,5,NA,0,NA,4,1,2,1,3407,-0.647249849654393,-0.744351707799189
"3647",3,6,NA,1,9,9,8,9,5,3408,0.513308489799255,-0.39042513917789
"3648",0,10,5,10,7,10,9,5,10,3401,1.90036758188701,-1.10200446452789
"3649",5,2,0,3,9,3,3,3,3,3402,-0.186710551129829,-0.854552348162915
"3650",5,8,5,10,9,10,10,5,8,3403,1.69186909373354,-0.117073490886566
"3651",5,0,0,0,5,0,2,2,1,3407,-1.44010745906037,-0.644609946503093
"3652",5,5,5,6,7,6,7,5,6,3408,0.350867720262501,0.0991154255543982
"3653",6,10,6,10,7,10,8,6,10,3401,1.56757413063137,0.393013608770354
"3654",5,5,4,4,9,3,4,5,3,3402,0.0601052171547901,0.0301263697747197
"3655",4,9,6,9,7,10,9,NA,10,3403,1.46904737618443,-0.0353147151999324
"3656",NA,1,1,0,4,0,2,NA,0,3407,-1.33689357453878,-1.05825170153148
"3657",5,5,5,6,9,5,7,5,5,3408,0.462322764229691,0.104540463849472
"3658",3,9,5,9,3,9,8,7,9,3401,1.01585277604883,-0.353879186684473
"3659",3,3,3,3,7,3,5,4,3,3402,-0.308865255322833,-0.600665358685657
"3660",3,9,5,9,7,9,8,7,9,3403,1.44659358118653,-0.419315228269635
"3661",3,1,1,1,2,1,3,2,2,3407,-1.39085062581691,-0.856078579415119
"3662",5,7,5,8,7,8,7,7,7,3408,0.956817456481204,0.0211863544069519
"3663",8,10,9,10,3,10,9,10,10,3401,0.942715012212786,1.51030546659941
"3664",3,4,3,4,6,3,4,4,3,3402,-0.217490947099565,-0.585127824775435
"3665",6,10,9,10,9,10,10,10,10,3403,1.68935897498009,0.983001603765314
"3666",1,0,1,0,1,1,1,2,1,3407,-1.59706258154827,-1.26804789298912
"3667",6,4,4,6,9,5,7,6,5,3408,0.356983071237475,0.0839339387949785
"3668",5,8,5,9,NA,9,7,7,9,3401,1.50208402748051,-0.0545859545584246
"3669",4,5,4,3,NA,2,4,5,6,3402,-0.698603378953305,-0.0278966843466465
"3670",NA,9,6,10,NA,10,9,7,10,3403,1.72825638472973,0.44170157403182
"3671",2,1,1,0,NA,0,1,1,1,3407,-1.57344339505333,-1.00162233915664
"3673",5,4,8,9,8,9,6,5,10,3401,0.928817961514003,0.478117810810517
"3674",7,1,4,5,9,5,3,3,5,3402,-0.0648798188710226,0.244104808802242
"3675",9,1,8,10,10,10,10,3,10,3403,0.901023715929836,1.15428384194296
"3676",7,0,1,1,3,2,2,2,2,3407,-1.46658407758755,-0.0798938013398467
"3677",8,4,3,9,9,10,8,5,7,3408,1.14559531917582,0.029497082365201
"3678",5,10,7,10,6,9,8,7,10,3401,1.37504476220229,0.440509449955302
"3679",5,2,3,0,8,2,5,5,5,3402,-0.830269693153474,-0.0920415733727522
"3680",5,8,5,10,8,9,9,7,10,3403,1.48026853384746,-0.0625714214026204
"3681",5,0,0,0,5,0,2,2,3,3407,-1.44010745906037,-0.644609946503093
"3682",5,3,4,2,8,2,7,5,6,3408,-0.549614361746678,0.0862713922308013
"3683",1,10,7,8,3,9,8,6,8,3401,1.02747265252557,-0.311844660089418
"3684",2,1,1,1,8,2,2,3,2,3402,-0.590557681978323,-1.20695060110869
"3685",0,7,7,8,6,10,9,7,8,3403,1.24590448790524,-0.696477910654593
"3686",2,1,1,1,2,1,1,2,1,3407,-1.34058424828653,-1.0706534796433
"3687",3,2,2,2,8,6,6,5,4,3408,-0.0572983016677474,-0.938200741788025
"3688",7,5,6,6,8,NA,6,6,4,1101,0.176147710440388,0.774782323220742
"3689",6,6,6,7,6,5,7,7,5,1101,0.256865106280356,0.574939590709633
"3690",6,5,6,7,6,4,7,8,5,1101,0.0666812461434835,0.585469896443797
"3691",3,5,5,4,7,2,7,7,3,1101,-0.189842975028336,-0.120593678872218
"3692",2,9,9,8,9,8,8,8,8,1101,1.37074325041812,0.230243827353543
"3693",5,7,5,8,7,3,7,7,7,1101,0.437240663472908,0.211901649845227
"3694",6,4,4,9,6,2,7,6,4,1101,0.0605544154966589,0.162137457728139
"3695",10,6,8,NA,10,0,7,7,3,1101,-0.191299120635112,1.99782488469744
"3696",6,4,6,6,5,6,6,6,8,1101,-0.0322327474453146,0.526364265150846
"3697",9,8,8,9,10,8,9,9,9,1101,1.18428150150053,1.45229346343226
"3698",8,6,7,8,7,5,7,8,7,1101,0.345613374403128,1.16686482285932
"3699",6,6,7,8,8,4,7,7,7,1101,0.44991597214665,0.759499071094329
"3700",8,9,9,9,8,2,8,7,8,1101,0.450758640313943,1.73447636380527
"3701",6,6,8,8,8,5,7,7,6,1101,0.522636144674935,0.928924683935854
"3702",6,7,6,7,8,2,7,7,7,1101,0.246757934579441,0.684263500533508
"3703",5,6,6,7,7,3,7,6,7,1101,0.206985967891841,0.420291798260476
"3704",7,6,7,7,9,4,7,7,7,1101,0.394543787928218,0.986149190765774
"3705",1,6,3,3,6,2,2,3,3,1102,-0.16112755554252,-0.892474829597594
"3706",6,3,3,3,5,3,4,4,2,1102,-0.675034790482818,0.0757773627914555
"3707",1,3,2,3,2,1,2,2,1,1102,-0.923394037814143,-1.07930266091443
"3708",1,2,1,5,5,1,2,2,5,1102,-0.42982973347775,-1.42042957706509
"3709",2,1,2,NA,5,1,2,2,3,1102,-0.823141814561674,-0.969030298582105
"3710",2,4,2,3,4,2,2,2,3,1102,-0.5681061526388,-0.907976087212997
"3711",0,4,2,2,2,0,2,1,2,1102,-1.00356552532269,-1.1996875188619
"3712",2,4,2,3,4,2,1,2,3,1102,-0.5681061526388,-0.907976087212997
"3713",2,3,3,4,6,3,3,2,2,1102,-0.2534930711044,-0.827315478357102
"3714",0,2,1,2,3,1,2,2,3,1102,-0.933306782433657,-1.51698376698201
"3715",0,0,0,6,3,0,1,1,1,1102,-0.727399926142453,-1.85537180588875
"3716",0,6,0,3,2,0,1,1,2,1102,-0.655847142133034,-1.58803358585284
"3717",1,3,2,4,4,2,2,2,2,1102,-0.491317268671155,-1.17859797063422
"3718",0,3,0,NA,2,0,2,2,2,1102,-1.07819960829877,-1.62964221264595
"3719",0,2,0,3,1,0,1,1,0,1102,-1.10860634955831,-1.68212558887051
"3720",1,4,1,2,3,0,1,2,2,1102,-0.914951515495268,-1.2090403009592
"3721",3,4,3,3,3,3,3,2,3,1102,-0.653337558925318,-0.507616563747005
"3722",3,4,4,2,2,1,4,4,1,1104,-1.11283967145892,-0.178968533406665
"3723",6,3,4,3,5,2,5,6,4,1104,-0.810145335157852,0.321489093808291
"3724",5,3,5,2,3,1,5,5,1,1104,-1.22315091284384,0.413778175229089
"3725",4,5,4,3,3,2,5,5,2,1104,-0.752445979595518,-0.0197171791485013
"3726",4,2,3,2,3,1,5,5,1,1104,-1.19676266470192,-0.24354682221094
"3727",4,2,4,4,3,1,5,5,3,1104,-1.00237583483034,-0.092846609960877
"3728",1,3,3,1,2,0,3,4,2,1104,-1.28408659843413,-0.776722470218477
"3729",6,4,4,2,2,1,5,6,1,1104,-1.26363880405005,0.464756167277867
"3730",4,4,4,NA,2,1,4,4,2,1104,-1.02775683942232,0.00148529101404172
"3731",4,3,3,1,4,0,4,3,0,1104,-1.21951532845642,-0.165715790326526
"3732",6,5,4,3,2,2,6,6,2,1104,-0.960663935940699,0.425791631704143
"3733",4,7,4,2,2,2,3,4,2,1104,-0.800385185781995,0.0803015677943293
"3734",8,1,2,2,2,2,3,3,1,1104,-1.45667133296804,0.357787304727733
"3735",5,3,3,NA,4,0,4,4,0,1104,-1.14007204681845,0.0161597455861588
"3736",2,0,1,8,1,0,3,3,0,1104,-0.848916253900476,-1.24280377238975
"3737",3,3,4,2,2,0,4,4,2,1104,-1.30302353159579,-0.168438227672501
"3738",4,3,3,1,2,0,4,5,2,1104,-1.43488573102527,-0.132997769533945
"3739",9,0,2,1,2,2,3,2,1,1107,-1.70599722000611,0.573183681441979
"3740",2,1,3,2,1,1,2,3,0,1107,-1.39786881374523,-0.667591355228204
"3741",1,1,1,1,1,1,1,1,1,1107,-1.39800307204058,-1.26886936947518
"3742",2,10,2,2,1,2,2,2,0,1107,-0.486341755253273,-0.664788306063623
"3743",0,0,1,1,1,0,0,1,0,1107,-1.53792055464707,-1.4729139639692
"3744",2,0,2,2,2,0,3,3,1,1107,-1.4491722865243,-0.88098873181951
"3745",3,1,3,3,4,2,3,4,1,1107,-0.908373220848193,-0.568670775116112
"3746",1,0,2,2,2,0,2,2,1,1107,-1.39890590899392,-1.09556363204769
"3747",0,0,2,2,1,0,2,1,0,1107,-1.45632473274797,-1.29377952187957
"3748",3,1,3,3,3,1,2,1,1,1107,-1.11997378073428,-0.514168705632167
"3749",2,1,1,1,2,0,2,3,2,1107,-1.44449960688819,-1.03251042055564
"3750",3,1,3,3,3,2,3,4,1,1107,-1.01605842213262,-0.552311764719822
"3751",NA,0,2,NA,2,0,3,3,NA,1107,-1.53805593102276,-0.99991350915572
"3752",1,1,1,NA,2,1,1,1,2,1107,-1.20008506437817,-1.30797576374312
"3753",1,0,2,1,1,0,2,2,1,1107,-1.61938211825082,-1.05077039181184
"3754",0,0,0,1,0,0,1,1,0,1107,-1.61441056985812,-1.66412362550209
"3755",0,0,NA,NA,1,0,2,2,1,1107,-1.53924161280626,-1.57243316545785
"3756",4,3,2,NA,1,0,3,4,2,1105,-1.3647474358721,-0.361171929858261
"3757",3,4,4,4,3,2,3,3,2,1105,-0.675657095627874,-0.290339062569728
"3758",4,2,4,5,4,2,4,4,3,1105,-0.677984266971775,-0.175782909284381
"3759",3,NA,3,3,2,2,3,3,2,1105,-0.951206620346616,-0.48072724761655
"3760",4,NA,4,4,2,2,4,4,2,1105,-0.863802649980001,-0.069069615618982
"3762",5,4,4,5,2,1,5,5,3,1105,-0.874999402602236,0.164878577531013
"3763",1,1,1,2,2,1,2,2,2,1105,-1.17752686278367,-1.31366260971103
"3764",3,3,3,3,1,2,3,3,3,1105,-1.05889182163104,-0.464368237220259
"3765",4,6,4,6,2,2,5,4,4,1105,-0.435489655427293,-0.0610481049173965
"3766",3,3,1,NA,NA,0,3,3,NA,1105,-1.13816614086877,-0.804796405078447
"3767",4,NA,5,4,4,3,4,4,3,1105,-0.519637548884979,0.0855862661097314
"3768",5,3,4,NA,4,1,4,4,3,1105,-1.01659592070255,0.172789954999883
