econ_interven,environment,redistribution,civlib_laworder,immigrate_policy,sociallifestyle,lrgen,lrecon,galtan,party_id
7.0,6.0,7.0,6.0,7.0,6.0,7.0,8.0,6.0,2905.0
4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,2913.0
3.0,,2.0,,6.0,6.0,2.0,2.0,5.0,2906.0
,,,9.0,10.0,8.0,9.0,5.0,9.0,2907.0
2.0,7.0,4.0,10.0,10.0,10.0,8.0,6.0,10.0,2902.0
8.0,5.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,2915.0
9.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2903.0
6.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,2911.0
,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2912.0
1.0,5.0,5.0,7.0,9.0,10.0,6.0,8.0,9.0,2905.0
7.0,5.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2913.0
6.0,5.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,2906.0
4.0,8.0,4.0,,10.0,,8.0,4.0,10.0,2907.0
3.0,2.0,3.0,5.0,3.0,1.0,5.0,4.0,3.0,1301.0
3.0,5.0,2.0,5.0,5.0,1.0,3.0,3.0,2.0,1301.0
5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1301.0
2.0,6.0,1.0,2.0,4.0,1.0,4.0,3.0,5.0,1301.0
2.0,3.0,3.0,2.0,4.0,1.0,4.0,4.0,3.0,1301.0
2.0,5.0,3.0,5.0,5.0,3.0,4.0,2.0,5.0,1301.0
2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,1301.0
2.0,8.0,3.0,5.0,7.0,3.0,4.0,5.0,4.0,1301.0
5.0,5.0,1.0,5.0,5.0,3.0,4.0,4.0,4.0,1301.0
1.0,6.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,1301.0
6.0,7.0,4.0,8.0,10.0,6.0,7.0,8.0,7.0,1302.0
9.0,7.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,1302.0
7.0,7.0,6.0,8.0,7.0,7.0,7.0,6.0,7.0,1302.0
6.0,6.0,7.0,8.0,8.0,7.0,7.0,6.0,8.0,1302.0
7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,1302.0
8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,1302.0
7.0,7.0,6.0,7.0,9.0,5.0,7.0,8.0,7.0,1302.0
6.0,8.0,6.0,8.0,9.0,4.0,6.0,7.0,6.0,1302.0
7.0,6.0,5.0,8.0,9.0,6.0,7.0,6.0,8.0,1302.0
7.0,8.0,6.0,9.0,9.0,5.0,7.0,7.0,6.0,1302.0
5.0,9.0,3.0,10.0,10.0,10.0,10.0,8.0,10.0,1303.0
8.0,8.0,5.0,9.0,10.0,7.0,9.0,6.0,9.0,1303.0
6.0,9.0,7.0,9.0,10.0,9.0,9.0,7.0,9.0,1303.0
9.0,10.0,8.0,10.0,10.0,10.0,9.0,9.0,10.0,1303.0
5.0,8.0,5.0,9.0,9.0,7.0,8.0,5.0,8.0,1303.0
10.0,6.0,10.0,10.0,9.0,10.0,10.0,10.0,8.0,1303.0
7.0,9.0,6.0,10.0,10.0,7.0,9.0,6.0,9.0,1303.0
5.0,8.0,4.0,9.0,10.0,7.0,8.0,4.0,9.0,1303.0
5.0,9.0,4.0,9.0,10.0,9.0,10.0,5.0,9.0,1303.0
5.0,8.0,4.0,9.0,10.0,8.0,9.0,5.0,8.0,1303.0
3.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,1304.0
3.0,1.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,1304.0
3.0,0.0,3.0,1.0,3.0,0.0,4.0,4.0,1.0,1304.0
3.0,0.0,4.0,3.0,2.0,0.0,2.0,1.0,0.0,1304.0
4.0,1.0,3.0,2.0,2.0,0.0,2.0,3.0,2.0,1304.0
3.0,0.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,1304.0
3.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,1304.0
1.0,10.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1304.0
2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1304.0
2.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,2.0,1304.0
8.0,3.0,6.0,2.0,3.0,2.0,6.0,8.0,2.0,1306.0
8.0,5.0,8.0,6.0,5.0,2.0,5.0,8.0,4.0,1306.0
9.0,3.0,7.0,2.0,4.0,0.0,5.0,7.0,0.0,1306.0
6.0,6.0,5.0,6.0,5.0,4.0,6.0,6.0,2.0,1306.0
9.0,5.0,7.0,0.0,3.0,0.0,6.0,8.0,1.0,1306.0
8.0,9.0,7.0,5.0,5.0,2.0,6.0,6.0,5.0,1306.0
8.0,4.0,7.0,1.0,4.0,1.0,6.0,6.0,2.0,1306.0
7.0,7.0,7.0,4.0,4.0,4.0,6.0,6.0,3.0,1306.0
7.0,5.0,6.0,0.0,4.0,0.0,5.0,8.0,2.0,1306.0
10.0,7.0,9.0,2.0,6.0,1.0,8.0,8.0,2.0,1306.0
0.0,3.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,102.0
,,2.0,,5.0,,2.0,2.0,3.0,102.0
2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,102.0
1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,102.0
3.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,102.0
2.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,102.0
1.0,7.0,1.0,5.0,6.0,4.0,1.0,1.0,6.0,102.0
2.0,4.0,2.0,5.0,5.0,3.0,2.0,3.0,3.0,102.0
1.0,,1.0,3.0,2.0,2.0,2.0,2.0,2.0,102.0
3.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,102.0
2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,102.0
0.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,102.0
1.0,,1.0,3.0,2.0,2.0,4.0,3.0,2.0,103.0
,3.0,3.0,4.0,5.0,,3.0,3.0,3.0,103.0
4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,103.0
1.0,7.0,1.0,6.0,5.0,1.0,3.0,3.0,3.0,103.0
3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,103.0
2.0,6.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,103.0
0.0,3.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,103.0
3.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,103.0
3.0,5.0,3.0,4.0,5.0,2.0,3.0,3.0,4.0,103.0
0.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,103.0
4.0,3.0,1.0,4.0,4.0,2.0,3.0,3.0,2.0,103.0
1.0,6.0,1.0,4.0,5.0,3.0,2.0,2.0,4.0,103.0
3.0,2.0,3.0,2.0,2.0,0.0,4.0,4.0,1.0,104.0
2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,104.0
4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,104.0
3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,104.0
,2.0,2.0,3.0,3.0,,2.0,2.0,2.0,104.0
0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,104.0
0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,104.0
3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,104.0
1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,104.0
3.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,104.0
1.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,104.0
4.0,1.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,104.0
3.0,1.0,3.0,2.0,2.0,0.0,4.0,3.0,2.0,105.0
4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,105.0
4.0,1.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,105.0
0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,105.0
4.0,0.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,105.0
4.0,1.0,3.0,1.0,2.0,0.0,2.0,3.0,1.0,105.0
0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,105.0
3.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,105.0
2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,105.0
,2.0,3.0,3.0,3.0,,3.0,3.0,2.0,105.0
1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,105.0
1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,105.0
7.0,,7.0,6.0,6.0,3.0,7.0,7.0,3.0,106.0
5.0,7.0,5.0,6.0,6.0,2.0,7.0,8.0,4.0,106.0
7.0,6.0,6.0,6.0,5.0,5.0,7.0,7.0,3.0,106.0
,5.0,5.0,,6.0,,5.0,5.0,4.0,106.0
9.0,8.0,6.0,3.0,6.0,1.0,7.0,8.0,1.0,106.0
3.0,4.0,6.0,2.0,4.0,1.0,6.0,6.0,3.0,106.0
7.0,6.0,6.0,6.0,6.0,2.0,7.0,7.0,4.0,106.0
9.0,8.0,8.0,5.0,6.0,5.0,6.0,7.0,,106.0
6.0,6.0,5.0,6.0,5.0,5.0,7.0,7.0,4.0,106.0
7.0,7.0,5.0,5.0,5.0,2.0,7.0,7.0,3.0,106.0
7.0,6.0,7.0,5.0,7.0,2.0,7.0,8.0,4.0,106.0
6.0,6.0,4.0,2.0,5.0,2.0,5.0,6.0,2.0,106.0
,5.0,6.0,6.0,6.0,,6.0,6.0,4.0,107.0
9.0,8.0,8.0,5.0,7.0,5.0,7.0,8.0,,107.0
5.0,7.0,5.0,6.0,6.0,2.0,7.0,8.0,3.0,107.0
9.0,8.0,6.0,3.0,7.0,1.0,7.0,8.0,1.0,107.0
7.0,6.0,6.0,6.0,6.0,2.0,7.0,7.0,4.0,107.0
8.0,7.0,6.0,6.0,6.0,1.0,7.0,8.0,2.0,107.0
7.0,6.0,7.0,6.0,7.0,2.0,7.0,8.0,3.0,107.0
7.0,6.0,7.0,6.0,6.0,2.0,6.0,6.0,2.0,107.0
8.0,6.0,4.0,2.0,6.0,1.0,6.0,7.0,1.0,107.0
6.0,5.0,6.0,5.0,5.0,3.0,7.0,7.0,1.0,107.0
6.0,7.0,5.0,5.0,4.0,2.0,6.0,6.0,3.0,107.0
3.0,4.0,6.0,2.0,5.0,1.0,6.0,7.0,3.0,107.0
,,5.0,,6.0,,4.0,5.0,,108.0
5.0,,4.0,4.0,4.0,5.0,4.0,4.0,,108.0
6.0,5.0,4.0,6.0,4.0,6.0,5.0,5.0,5.0,108.0
4.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,5.0,108.0
5.0,6.0,4.0,3.0,2.0,2.0,5.0,4.0,5.0,108.0
5.0,5.0,5.0,6.0,6.0,4.0,6.0,6.0,,108.0
3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,108.0
3.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,108.0
5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,108.0
5.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,108.0
3.0,5.0,3.0,4.0,5.0,8.0,4.0,4.0,7.0,108.0
5.0,,4.0,5.0,5.0,6.0,5.0,5.0,,108.0
7.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,,109.0
3.0,4.0,6.0,5.0,5.0,2.0,6.0,5.0,,109.0
5.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,,109.0
5.0,5.0,5.0,6.0,6.0,4.0,5.0,6.0,,109.0
4.0,7.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,109.0
,6.0,5.0,5.0,6.0,,5.0,5.0,,109.0
5.0,,4.0,4.0,4.0,7.0,5.0,5.0,,109.0
3.0,5.0,4.0,5.0,7.0,9.0,5.0,5.0,8.0,109.0
5.0,5.0,5.0,5.0,6.0,4.0,6.0,6.0,,109.0
6.0,6.0,5.0,3.0,5.0,4.0,6.0,7.0,8.0,109.0
5.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,,109.0
6.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,109.0
7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,6.0,110.0
7.0,7.0,7.0,8.0,9.0,8.0,8.0,7.0,6.0,110.0
9.0,9.0,8.0,8.0,9.0,6.0,9.0,9.0,8.0,110.0
4.0,8.0,8.0,9.0,8.0,2.0,8.0,9.0,,110.0
6.0,8.0,6.0,8.0,9.0,5.0,8.0,8.0,6.0,110.0
8.0,7.0,8.0,8.0,9.0,5.0,8.0,8.0,6.0,110.0
9.0,9.0,5.0,9.0,8.0,4.0,8.0,8.0,4.0,110.0
8.0,9.0,7.0,7.0,7.0,7.0,8.0,8.0,6.0,110.0
7.0,7.0,6.0,7.0,7.0,3.0,8.0,7.0,5.0,110.0
9.0,8.0,8.0,8.0,9.0,7.0,8.0,8.0,7.0,110.0
,7.0,8.0,7.0,8.0,,7.0,7.0,6.0,110.0
8.0,8.0,6.0,8.0,10.0,8.0,7.0,8.0,7.0,110.0
,,5.0,9.0,10.0,10.0,10.0,4.0,8.0,112.0
,,3.0,9.0,10.0,10.0,10.0,1.0,8.0,112.0
6.0,7.0,5.0,9.0,10.0,8.0,10.0,6.0,9.0,112.0
,6.0,5.0,9.0,9.0,8.0,9.0,9.0,7.0,112.0
5.0,9.0,3.0,10.0,10.0,10.0,10.0,4.0,9.0,112.0
6.0,10.0,3.0,9.0,10.0,7.0,10.0,4.0,,112.0
3.0,10.0,4.0,10.0,10.0,5.0,8.0,7.0,7.0,112.0
3.0,7.0,4.0,9.0,9.0,7.0,9.0,4.0,6.0,112.0
3.0,,3.0,10.0,10.0,9.0,10.0,2.0,8.0,112.0
5.0,9.0,5.0,9.0,10.0,9.0,10.0,4.0,9.0,112.0
8.0,9.0,8.0,10.0,10.0,9.0,10.0,10.0,9.0,112.0
,8.0,5.0,10.0,10.0,,9.0,5.0,8.0,112.0
,4.0,0.0,4.0,3.0,,1.0,0.0,3.0,119.0
1.0,5.0,0.0,5.0,1.0,3.0,0.0,0.0,4.0,119.0
2.0,,1.0,,4.0,5.0,0.0,1.0,9.0,119.0
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,119.0
0.0,6.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,119.0
1.0,6.0,1.0,5.0,4.0,2.0,1.0,1.0,5.0,119.0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,119.0
1.0,,1.0,,,,1.0,1.0,10.0,119.0
0.0,5.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,119.0
0.0,4.0,0.0,,2.0,,0.0,0.0,5.0,119.0
1.0,5.0,1.0,1.0,5.0,4.0,1.0,1.0,5.0,119.0
0.0,4.0,0.0,6.0,5.0,4.0,0.0,0.0,6.0,119.0
9.0,8.0,9.0,8.0,9.0,5.0,7.0,7.0,6.0,4001.0
8.0,8.0,7.0,7.0,7.0,5.0,8.0,9.0,7.0,4001.0
2.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4003.0
2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4003.0
4.0,5.0,4.0,5.0,7.0,4.0,5.0,5.0,5.0,4004.0
5.0,6.0,5.0,5.0,7.0,4.0,6.0,7.0,7.0,4004.0
4.0,6.0,4.0,5.0,6.0,4.0,5.0,5.0,6.0,4005.0
3.0,6.0,4.0,5.0,8.0,5.0,4.0,4.0,6.0,4005.0
4.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,4006.0
4.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4006.0
3.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,4007.0
5.0,5.0,7.0,4.0,6.0,4.0,4.0,5.0,4.0,4007.0
7.0,7.0,8.0,7.0,10.0,7.0,7.0,8.0,8.0,4008.0
4.0,5.0,3.0,7.0,8.0,5.0,7.0,6.0,7.0,4008.0
5.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,4009.0
3.0,5.0,3.0,9.0,10.0,9.0,10.0,5.0,10.0,4009.0
4.0,4.0,4.0,6.0,6.0,5.0,5.0,4.0,7.0,201.0
,5.0,3.0,7.0,3.0,4.0,4.0,4.0,5.0,201.0
8.0,5.0,3.0,9.0,8.0,1.0,4.0,4.0,5.0,201.0
3.0,5.0,3.0,7.0,8.0,3.0,4.0,4.0,4.0,201.0
4.0,5.0,3.0,7.0,7.0,4.0,4.0,4.0,6.0,201.0
4.0,5.0,3.0,7.0,8.0,3.0,5.0,3.0,7.0,201.0
1.0,7.0,3.0,7.0,8.0,1.0,4.0,4.0,6.0,201.0
2.0,5.0,4.0,7.0,8.0,0.0,4.0,4.0,1.0,201.0
4.0,4.0,4.0,6.0,5.0,5.0,4.0,4.0,5.0,201.0
2.0,3.0,2.0,9.0,8.0,2.0,3.0,3.0,6.0,201.0
4.0,6.0,3.0,7.0,7.0,4.0,4.0,4.0,6.0,201.0
4.0,4.0,3.0,6.0,7.0,3.0,4.0,4.0,6.0,201.0
5.0,4.0,3.0,6.0,7.0,4.0,3.0,3.0,2.0,201.0
4.0,5.0,3.0,7.0,6.0,3.0,4.0,3.0,4.0,201.0
6.0,1.0,6.0,1.0,2.0,0.0,6.0,6.0,0.0,202.0
5.0,8.0,4.0,1.0,1.0,0.0,4.0,5.0,1.0,202.0
5.0,2.0,5.0,2.0,1.0,1.0,5.0,5.0,2.0,202.0
7.0,2.0,7.0,2.0,0.0,1.0,4.0,6.0,1.0,202.0
,2.0,5.0,2.0,1.0,1.0,6.0,6.0,2.0,202.0
6.0,0.0,5.0,1.0,1.0,0.0,5.0,5.0,1.0,202.0
5.0,2.0,5.0,2.0,3.0,1.0,5.0,6.0,0.0,202.0
2.0,8.0,5.0,2.0,2.0,0.0,5.0,5.0,1.0,202.0
5.0,4.0,6.0,4.0,4.0,4.0,5.0,6.0,4.0,202.0
6.0,4.0,5.0,5.0,2.0,4.0,5.0,6.0,2.0,202.0
6.0,5.0,4.0,3.0,2.0,0.0,5.0,5.0,0.0,202.0
5.0,3.0,5.0,3.0,5.0,1.0,5.0,6.0,1.0,202.0
6.0,7.0,4.0,4.0,3.0,2.0,6.0,6.0,3.0,202.0
6.0,3.0,6.0,1.0,1.0,1.0,5.0,6.0,1.0,202.0
6.0,6.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,203.0
,8.0,7.0,7.0,7.0,5.0,7.0,8.0,6.0,203.0
7.0,6.0,8.0,8.0,7.0,5.0,7.0,7.0,8.0,203.0
3.0,5.0,7.0,5.0,9.0,2.0,7.0,8.0,5.0,203.0
7.0,5.0,8.0,7.0,8.0,5.0,5.0,8.0,8.0,203.0
7.0,5.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,203.0
7.0,6.0,7.0,9.0,8.0,3.0,7.0,8.0,7.0,203.0
7.0,5.0,6.0,8.0,7.0,5.0,7.0,7.0,3.0,203.0
6.0,6.0,8.0,9.0,8.0,2.0,8.0,8.0,8.0,203.0
6.0,5.0,8.0,7.0,8.0,3.0,8.0,8.0,4.0,203.0
7.0,4.0,7.0,7.0,7.0,5.0,7.0,8.0,6.0,203.0
6.0,5.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,203.0
6.0,5.0,7.0,6.0,8.0,1.0,8.0,7.0,2.0,203.0
7.0,6.0,7.0,8.0,8.0,4.0,8.0,8.0,7.0,203.0
2.0,2.0,2.0,4.0,5.0,1.0,3.0,3.0,1.0,206.0
1.0,2.0,3.0,5.0,5.0,0.0,3.0,3.0,1.0,206.0
5.0,3.0,3.0,5.0,6.0,3.0,3.0,3.0,2.0,206.0
,8.0,1.0,2.0,5.0,0.0,2.0,2.0,3.0,206.0
3.0,1.0,2.0,3.0,7.0,3.0,2.0,1.0,5.0,206.0
,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,206.0
3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,206.0
2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,206.0
1.0,2.0,2.0,4.0,5.0,0.0,2.0,2.0,4.0,206.0
10.0,4.0,1.0,5.0,4.0,0.0,3.0,3.0,2.0,206.0
3.0,8.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,206.0
3.0,8.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,206.0
3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,206.0
3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,206.0
4.0,6.0,6.0,6.0,9.0,1.0,6.0,7.0,6.0,211.0
6.0,6.0,6.0,7.0,6.0,5.0,6.0,7.0,6.0,211.0
7.0,7.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,211.0
6.0,9.0,7.0,7.0,8.0,3.0,5.0,6.0,9.0,211.0
7.0,6.0,7.0,6.0,8.0,0.0,7.0,7.0,1.0,211.0
4.0,6.0,6.0,8.0,8.0,1.0,7.0,7.0,7.0,211.0
6.0,6.0,5.0,6.0,7.0,4.0,7.0,7.0,2.0,211.0
7.0,3.0,6.0,8.0,8.0,4.0,7.0,6.0,5.0,211.0
7.0,7.0,7.0,8.0,8.0,5.0,7.0,7.0,6.0,211.0
6.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,5.0,211.0
7.0,5.0,6.0,7.0,8.0,2.0,6.0,7.0,5.0,211.0
,8.0,8.0,7.0,8.0,5.0,8.0,8.0,6.0,211.0
6.0,5.0,7.0,6.0,6.0,3.0,7.0,7.0,6.0,211.0
5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,211.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,213.0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,213.0
0.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,213.0
0.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,213.0
0.0,9.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,213.0
4.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,213.0
10.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,213.0
2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,213.0
0.0,3.0,2.0,5.0,3.0,0.0,2.0,2.0,0.0,213.0
0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,213.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,213.0
,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,213.0
1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,213.0
1.0,8.0,1.0,4.0,6.0,2.0,2.0,2.0,3.0,213.0
4.0,6.0,3.0,8.0,9.0,6.0,8.0,4.0,8.0,215.0
5.0,7.0,5.0,8.0,9.0,2.0,7.0,4.0,5.0,215.0
5.0,9.0,5.0,9.0,9.0,9.0,9.0,5.0,9.0,215.0
5.0,7.0,5.0,9.0,9.0,6.0,7.0,5.0,9.0,215.0
3.0,5.0,3.0,10.0,9.0,4.0,7.0,4.0,10.0,215.0
7.0,1.0,5.0,9.0,9.0,6.0,8.0,5.0,8.0,215.0
,10.0,3.0,9.0,9.0,5.0,8.0,3.0,10.0,215.0
3.0,4.0,3.0,9.0,9.0,2.0,6.0,4.0,9.0,215.0
6.0,7.0,4.0,9.0,8.0,5.0,4.0,3.0,3.0,215.0
6.0,8.0,3.0,10.0,10.0,4.0,8.0,4.0,8.0,215.0
5.0,7.0,6.0,8.0,7.0,6.0,7.0,5.0,8.0,215.0
5.0,8.0,5.0,9.0,9.0,6.0,5.0,5.0,8.0,215.0
,9.0,5.0,10.0,10.0,10.0,7.0,5.0,10.0,215.0
5.0,7.0,6.0,8.0,10.0,5.0,6.0,6.0,7.0,215.0
10.0,9.0,10.0,1.0,8.0,0.0,7.0,8.0,5.0,218.0
2.0,8.0,9.0,1.0,9.0,4.0,8.0,9.0,8.0,218.0
9.0,4.0,9.0,1.0,4.0,0.0,8.0,9.0,3.0,218.0
9.0,7.0,9.0,5.0,5.0,3.0,8.0,9.0,4.0,218.0
7.0,7.0,7.0,6.0,5.0,5.0,7.0,8.0,5.0,218.0
,9.0,10.0,7.0,8.0,5.0,9.0,9.0,6.0,218.0
9.0,1.0,9.0,7.0,6.0,3.0,7.0,9.0,4.0,218.0
9.0,6.0,8.0,5.0,7.0,0.0,8.0,8.0,2.0,218.0
9.0,10.0,9.0,4.0,5.0,3.0,9.0,9.0,4.0,218.0
9.0,7.0,9.0,5.0,7.0,3.0,8.0,9.0,1.0,218.0
9.0,8.0,10.0,8.0,8.0,5.0,9.0,9.0,5.0,218.0
10.0,8.0,10.0,2.0,7.0,2.0,8.0,9.0,0.0,218.0
8.0,4.0,9.0,3.0,1.0,1.0,8.0,8.0,3.0,218.0
8.0,7.0,9.0,6.0,8.0,3.0,8.0,9.0,4.0,218.0
1.0,10.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,219.0
4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,219.0
3.0,0.0,3.0,2.0,1.0,0.0,2.0,4.0,1.0,219.0
4.0,8.0,3.0,3.0,2.0,0.0,3.0,4.0,2.0,219.0
,0.0,,,3.0,0.0,3.0,5.0,0.0,219.0
,0.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,219.0
2.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,0.0,219.0
2.0,0.0,3.0,2.0,1.0,0.0,2.0,3.0,0.0,219.0
4.0,0.0,3.0,6.0,3.0,4.0,2.0,2.0,3.0,219.0
9.0,0.0,4.0,3.0,2.0,0.0,2.0,3.0,0.0,219.0
5.0,0.0,4.0,3.0,3.0,0.0,4.0,4.0,0.0,219.0
2.0,0.0,2.0,0.0,1.0,1.0,4.0,3.0,2.0,219.0
2.0,0.0,3.0,4.0,3.0,0.0,3.0,3.0,0.0,219.0
3.0,10.0,2.0,3.0,3.0,0.0,2.0,4.0,1.0,219.0
9.0,0.0,9.0,10.0,10.0,8.0,9.0,9.0,9.0,220.0
9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,220.0
10.0,3.0,9.0,8.0,10.0,6.0,9.0,8.0,9.0,220.0
10.0,10.0,10.0,,10.0,,10.0,9.0,10.0,220.0
9.0,8.0,10.0,9.0,10.0,6.0,9.0,9.0,10.0,220.0
8.0,7.0,7.0,7.0,8.0,5.0,7.0,6.0,3.0,220.0
2.0,8.0,8.0,10.0,10.0,5.0,9.0,9.0,10.0,220.0
,8.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,220.0
8.0,7.0,8.0,8.0,10.0,,8.0,7.0,,220.0
8.0,,10.0,8.0,10.0,,9.0,10.0,6.0,220.0
9.0,8.0,9.0,,10.0,4.0,10.0,9.0,4.0,220.0
8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,9.0,220.0
9.0,9.0,9.0,10.0,10.0,6.0,9.0,9.0,9.0,220.0
8.0,3.0,8.0,9.0,10.0,3.0,9.0,8.0,10.0,220.0
1.0,1.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,1401.0
0.0,0.0,0.0,2.0,2.0,0.0,3.0,4.0,2.0,1401.0
