econ_interven,environment,redistribution,civlib_laworder,immigrate_policy,sociallifestyle,lrgen,lrecon,galtan,party_id
6.0,6.0,7.0,7.0,4.0,10.0,8.0,7.0,9.0,2104.0
8.0,7.0,6.0,1.0,1.0,4.0,7.0,5.0,5.0,2109.0
7.0,,5.0,2.0,2.0,3.0,5.0,6.0,3.0,2116.0
4.0,3.0,5.0,6.0,7.0,5.0,5.0,5.0,5.0,2111.0
7.0,2.0,8.0,6.0,6.0,,7.0,8.0,6.0,2102.0
,,,1.0,,2.0,,,2.0,2114.0
,,,9.0,10.0,7.0,9.0,,8.0,2115.0
0.0,3.0,0.0,,,,1.0,1.0,6.0,2103.0
3.0,,4.0,5.0,,,4.0,4.0,,2101.0
,,,7.0,6.0,9.0,8.0,6.0,8.0,2104.0
,,,,,,7.0,7.0,5.0,2109.0
,,,,,,,,,2116.0
4.0,9.0,3.0,7.0,8.0,4.0,4.0,4.0,3.0,2111.0
7.0,10.0,8.0,6.0,8.0,7.0,8.0,8.0,6.0,2102.0
8.0,8.0,8.0,2.0,7.0,3.0,7.0,7.0,1.0,2114.0
2.0,9.0,2.0,8.0,10.0,4.0,10.0,3.0,8.0,2115.0
1.0,9.0,1.0,7.0,9.0,3.0,1.0,2.0,5.0,2103.0
3.0,8.0,2.0,4.0,8.0,2.0,3.0,3.0,2.0,2101.0
5.0,9.0,4.0,6.0,9.0,8.0,7.0,6.0,7.0,2104.0
9.0,9.0,9.0,3.0,7.0,4.0,9.0,9.0,1.0,2109.0
6.0,8.0,6.0,5.0,8.0,5.0,6.0,7.0,3.0,2116.0
5.0,9.0,8.0,5.0,9.0,5.0,5.0,5.0,5.0,2111.0
10.0,10.0,8.0,4.0,10.0,6.0,8.0,7.0,7.0,2102.0
3.0,2.0,6.0,1.0,5.0,1.0,5.0,4.0,3.0,2114.0
2.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,2115.0
2.0,10.0,10.0,9.0,10.0,10.0,0.0,,10.0,2103.0
2.0,9.0,8.0,5.0,8.0,6.0,2.0,0.0,5.0,2101.0
3.0,8.0,7.0,5.0,9.0,9.0,6.0,7.0,6.0,2104.0
9.0,8.0,7.0,2.0,8.0,8.0,9.0,9.0,8.0,2109.0
9.0,6.0,7.0,2.0,8.0,7.0,9.0,8.0,7.0,2116.0
6.0,10.0,,6.0,8.0,5.0,6.0,,8.0,2111.0
8.0,8.0,,8.0,6.0,4.0,7.0,7.0,8.0,2102.0
4.0,3.0,,2.0,3.0,1.0,2.0,3.0,2.0,2114.0
,9.0,,,10.0,10.0,,,8.0,2115.0
1.0,,,,10.0,7.0,1.0,0.0,8.0,2103.0
3.0,5.0,,4.0,6.0,3.0,4.0,1.0,5.0,2101.0
7.0,5.0,,7.0,5.0,5.0,6.0,6.0,7.0,2104.0
7.0,,,7.0,4.0,2.0,7.0,6.0,6.0,2109.0
7.0,,,7.0,4.0,2.0,7.0,6.0,5.0,2116.0
6.0,6.0,6.0,6.0,8.0,4.0,6.0,7.0,4.0,2111.0
8.0,6.0,7.0,6.0,7.0,4.0,8.0,8.0,5.0,2102.0
7.0,3.0,,0.0,4.0,1.0,,7.0,0.0,2114.0
4.0,8.0,4.0,10.0,10.0,10.0,9.0,3.0,10.0,2115.0
1.0,8.0,2.0,9.0,8.0,7.0,1.0,1.0,8.0,2103.0
3.0,4.0,3.0,5.0,7.0,3.0,3.0,4.0,4.0,2101.0
4.0,5.0,4.0,6.0,8.0,7.0,5.0,5.0,7.0,2104.0
8.0,6.0,7.0,7.0,7.0,4.0,7.0,8.0,6.0,2109.0
6.0,5.0,5.0,5.0,7.0,5.0,6.0,6.0,5.0,2116.0
5.0,5.0,3.0,6.0,9.0,4.0,5.0,5.0,5.0,2111.0
7.0,7.0,8.0,3.0,9.0,7.0,8.0,8.0,5.0,2102.0
4.0,2.0,4.0,0.0,5.0,0.0,4.0,5.0,0.0,2114.0
6.0,10.0,4.0,10.0,10.0,10.0,4.0,5.0,9.0,2115.0
1.0,8.0,2.0,9.0,10.0,9.0,2.0,2.0,5.0,2103.0
3.0,5.0,3.0,7.0,7.0,5.0,3.0,3.0,5.0,2101.0
4.0,5.0,5.0,8.0,6.0,8.0,6.0,5.0,9.0,2104.0
8.0,3.0,9.0,1.0,4.0,1.0,9.0,9.0,0.0,2109.0
5.0,3.0,5.0,2.0,5.0,2.0,6.0,6.0,1.0,2116.0
8.0,3.0,8.0,1.0,3.0,1.0,6.0,7.0,3.0,2203.0
3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,2202.0
4.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,2209.0
4.0,4.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,2201.0
2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2204.0
5.0,5.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,2210.0
7.0,6.0,7.0,4.0,4.0,4.0,6.0,7.0,5.0,2203.0
3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,6.0,2202.0
5.0,6.0,5.0,8.0,9.0,8.0,8.0,6.0,9.0,2209.0
6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,2201.0
3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,2204.0
,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,2210.0
9.0,7.0,9.0,4.0,0.0,1.0,8.0,7.0,1.0,2203.0
3.0,7.0,2.0,9.0,5.0,6.0,3.0,3.0,6.0,2202.0
3.0,3.0,7.0,9.0,10.0,10.0,7.0,6.0,10.0,2209.0
9.0,3.0,9.0,7.0,10.0,8.0,8.0,8.0,9.0,2201.0
4.0,5.0,3.0,3.0,0.0,1.0,3.0,4.0,1.0,2204.0
4.0,5.0,6.0,3.0,0.0,1.0,6.0,7.0,1.0,2210.0
10.0,7.0,7.0,7.0,1.0,3.0,7.0,10.0,0.0,2203.0
3.0,6.0,3.0,7.0,4.0,4.0,5.0,4.0,4.0,2202.0
5.0,7.0,3.0,9.0,10.0,10.0,10.0,2.0,10.0,2209.0
9.0,7.0,7.0,7.0,7.0,9.0,9.0,8.0,9.0,2201.0
1.0,4.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,2204.0
5.0,5.0,6.0,5.0,4.0,2.0,7.0,8.0,3.0,2210.0
8.0,3.0,6.0,3.0,2.0,2.0,6.0,6.0,3.0,2203.0
4.0,3.0,4.0,4.0,2.0,3.0,5.0,5.0,3.0,2202.0
5.0,6.0,5.0,7.0,8.0,8.0,8.0,7.0,9.0,2209.0
6.0,4.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,2201.0
3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2204.0
6.0,3.0,5.0,5.0,1.0,2.0,6.0,6.0,2.0,2210.0
7.0,7.0,5.0,5.0,5.0,3.0,6.0,5.0,4.0,2203.0
5.0,6.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,2202.0
5.0,9.0,3.0,10.0,10.0,10.0,10.0,5.0,10.0,2209.0
6.0,6.0,3.0,9.0,9.0,10.0,9.0,5.0,9.0,2201.0
3.0,5.0,1.0,4.0,2.0,2.0,1.0,5.0,1.0,2204.0
4.0,5.0,2.0,3.0,4.0,2.0,4.0,5.0,2.0,2210.0
8.0,6.0,8.0,3.0,6.0,4.0,6.0,7.0,5.0,2203.0
3.0,4.0,4.0,4.0,7.0,6.0,4.0,3.0,7.0,2202.0
3.0,6.0,3.0,8.0,10.0,10.0,9.0,2.0,9.0,2209.0
7.0,6.0,8.0,3.0,6.0,6.0,6.0,6.0,6.0,2201.0
2.0,4.0,2.0,2.0,5.0,2.0,3.0,3.0,4.0,2204.0
3.0,4.0,3.0,0.0,3.0,1.0,4.0,3.0,2.0,2210.0
9.0,9.0,,2.0,2.0,2.0,5.0,9.0,0.0,2203.0
4.0,5.0,,5.0,6.0,5.0,4.0,4.0,1.0,2202.0
3.0,5.0,,9.0,10.0,9.0,1.0,2.0,9.0,2209.0
6.0,6.0,,5.0,6.0,4.0,6.0,7.0,0.0,2201.0
4.0,3.0,,3.0,4.0,2.0,4.0,4.0,0.0,2204.0
5.0,0.0,,2.0,2.0,1.0,5.0,6.0,0.0,2210.0
7.0,6.0,6.0,6.0,3.0,3.0,6.0,6.0,6.0,2203.0
3.0,6.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,2202.0
6.0,9.0,3.0,10.0,9.0,10.0,10.0,9.0,10.0,2209.0
7.0,6.0,6.0,8.0,7.0,8.0,7.0,7.0,9.0,2201.0
2.0,5.0,2.0,1.0,2.0,0.0,3.0,3.0,1.0,2204.0
6.0,4.0,6.0,0.0,2.0,0.0,5.0,5.0,1.0,2210.0
8.0,4.0,7.0,3.0,4.0,2.0,7.0,8.0,3.0,2203.0
3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,2202.0
4.0,3.0,4.0,8.0,10.0,10.0,9.0,4.0,10.0,2209.0
6.0,3.0,7.0,7.0,9.0,8.0,8.0,6.0,8.0,2201.0
3.0,6.0,4.0,2.0,3.0,1.0,3.0,4.0,2.0,2204.0
6.0,6.0,,4.0,3.0,2.0,6.0,7.0,3.0,2210.0
9.0,6.0,8.0,4.0,6.0,5.0,6.0,9.0,6.0,2203.0
1.0,4.0,1.0,5.0,7.0,8.0,5.0,0.0,7.0,2202.0
1.0,1.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,2209.0
7.0,5.0,5.0,10.0,9.0,9.0,9.0,8.0,9.0,2201.0
2.0,2.0,2.0,3.0,7.0,1.0,3.0,1.0,2.0,2204.0
,,8.0,,3.0,0.0,2.0,7.0,2.0,2210.0
9.0,4.0,9.0,2.0,3.0,3.0,7.0,8.0,2.0,2203.0
3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,2202.0
6.0,8.0,8.0,9.0,10.0,10.0,9.0,7.0,9.0,2209.0
7.0,,8.0,8.0,8.0,9.0,8.0,8.0,8.0,2201.0
2.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,2204.0
5.0,0.0,4.0,1.0,0.0,1.0,6.0,5.0,2.0,2210.0
7.0,6.0,3.0,3.0,3.0,4.0,8.0,8.0,2.0,2203.0
4.0,6.0,7.0,5.0,6.0,5.0,5.0,3.0,5.0,2202.0
5.0,8.0,8.0,8.0,10.0,9.0,10.0,2.0,10.0,2209.0
7.0,7.0,5.0,6.0,7.0,8.0,8.0,8.0,8.0,2201.0
3.0,3.0,7.0,3.0,4.0,1.0,4.0,4.0,1.0,2204.0
7.0,3.0,4.0,2.0,3.0,2.0,7.0,8.0,2.0,2210.0
0.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,2302.0
4.0,2.0,5.0,9.0,8.0,8.0,6.0,8.0,6.0,2308.0
2.0,1.0,2.0,3.0,5.0,3.0,1.0,2.0,3.0,2301.0
2.0,1.0,2.0,3.0,5.0,2.0,2.0,4.0,1.0,2311.0
4.0,0.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,2309.0
3.0,0.0,5.0,5.0,5.0,1.0,7.0,6.0,0.0,2314.0
,,,,,,,,,2310.0
1.0,8.0,8.0,10.0,10.0,10.0,7.0,5.0,10.0,2302.0
1.0,8.0,10.0,10.0,10.0,10.0,9.0,5.0,10.0,2308.0
3.0,6.0,3.0,4.0,3.0,5.0,3.0,1.0,5.0,2301.0
4.0,6.0,3.0,4.0,2.0,4.0,3.0,1.0,5.0,2311.0
5.0,2.0,3.0,3.0,4.0,2.0,5.0,5.0,2.0,2309.0
6.0,2.0,3.0,2.0,3.0,1.0,5.0,5.0,0.0,2314.0
6.0,2.0,3.0,3.0,3.0,1.0,5.0,5.0,1.0,2310.0
2.0,8.0,7.0,9.0,9.0,8.0,8.0,3.0,8.0,2302.0
4.0,6.0,7.0,7.0,6.0,7.0,6.0,5.0,6.0,2308.0
4.0,5.0,7.0,5.0,5.0,5.0,2.0,6.0,4.0,2301.0
5.0,4.0,7.0,4.0,4.0,4.0,2.0,5.0,4.0,2311.0
4.0,2.0,7.0,4.0,5.0,5.0,4.0,4.0,5.0,2309.0
6.0,4.0,5.0,3.0,3.0,3.0,3.0,7.0,2.0,2314.0
,,,,,,,,,2310.0
2.0,8.0,7.0,9.0,10.0,10.0,10.0,2.0,9.0,2302.0
3.0,7.0,8.0,9.0,10.0,10.0,10.0,2.0,9.0,2308.0
5.0,6.0,7.0,5.0,5.0,7.0,4.0,6.0,7.0,2301.0
4.0,5.0,9.0,5.0,4.0,6.0,3.0,3.0,5.0,2311.0
3.0,2.0,7.0,2.0,3.0,4.0,2.0,2.0,2.0,2309.0
7.0,3.0,5.0,2.0,3.0,4.0,3.0,8.0,2.0,2314.0
,,,,,,,,,2310.0
0.0,10.0,9.0,9.0,10.0,10.0,1.0,1.0,10.0,2302.0
4.0,,6.0,7.0,8.0,9.0,5.0,5.0,6.0,2308.0
4.0,3.0,2.0,5.0,7.0,6.0,4.0,5.0,6.0,2301.0
8.0,1.0,1.0,1.0,5.0,2.0,8.0,7.0,2.0,2311.0
6.0,1.0,1.0,3.0,6.0,4.0,7.0,7.0,4.0,2309.0
8.0,2.0,1.0,2.0,5.0,3.0,7.0,7.0,3.0,2314.0
,,,,,,,,,2310.0
2.0,6.0,2.0,10.0,10.0,10.0,9.0,3.0,9.0,2302.0
2.0,6.0,3.0,10.0,10.0,10.0,9.0,3.0,9.0,2308.0
2.0,6.0,2.0,6.0,6.0,4.0,5.0,2.0,6.0,2301.0
3.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2311.0
3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2309.0
3.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,2314.0
3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,2310.0
3.0,8.0,6.0,10.0,10.0,10.0,9.0,6.0,10.0,2302.0
3.0,6.0,7.0,10.0,10.0,10.0,9.0,6.0,10.0,2308.0
2.0,5.0,9.0,4.0,3.0,2.0,2.0,3.0,1.0,2301.0
5.0,5.0,8.0,3.0,3.0,1.0,3.0,3.0,0.0,2311.0
2.0,0.0,8.0,3.0,4.0,2.0,5.0,2.0,4.0,2309.0
6.0,3.0,7.0,1.0,1.0,0.0,3.0,5.0,1.0,2314.0
,,,,,,,,,2310.0
2.0,10.0,3.0,10.0,10.0,9.0,9.0,3.0,10.0,2302.0
2.0,,3.0,10.0,10.0,10.0,9.0,3.0,10.0,2308.0
4.0,3.0,3.0,4.0,5.0,2.0,5.0,7.0,4.0,2301.0
6.0,3.0,3.0,2.0,4.0,1.0,5.0,9.0,2.0,2311.0
3.0,0.0,3.0,3.0,9.0,1.0,3.0,2.0,5.0,2309.0
8.0,2.0,3.0,1.0,3.0,1.0,5.0,9.0,1.0,2314.0
4.0,0.0,3.0,2.0,4.0,1.0,5.0,5.0,2.0,2310.0
0.0,,4.0,10.0,10.0,8.0,10.0,0.0,9.0,2302.0
1.0,,4.0,8.0,9.0,8.0,8.0,6.0,6.0,2308.0
1.0,,3.0,5.0,,3.0,3.0,4.0,4.0,2301.0
1.0,,4.0,5.0,,1.0,3.0,5.0,3.0,2311.0
1.0,0.0,5.0,5.0,,4.0,3.0,4.0,5.0,2309.0
9.0,,8.0,2.0,,0.0,8.0,9.0,2.0,2314.0
5.0,3.0,,2.0,,0.0,5.0,7.0,1.0,2310.0
1.0,8.0,4.0,8.0,10.0,8.0,7.0,4.0,9.0,2302.0
3.0,6.0,2.0,9.0,8.0,7.0,6.0,2.0,8.0,2308.0
4.0,3.0,3.0,6.0,5.0,2.0,4.0,6.0,4.0,2301.0
8.0,3.0,7.0,3.0,0.0,0.0,4.0,8.0,0.0,2311.0
3.0,7.0,2.0,5.0,7.0,5.0,3.0,3.0,4.0,2309.0
,3.0,6.0,3.0,3.0,1.0,3.0,7.0,2.0,2314.0
,,,,2.0,,2.0,,1.0,2310.0
,9.0,8.0,9.0,10.0,9.0,10.0,6.0,8.0,2302.0
6.0,6.0,4.0,6.0,10.0,5.0,6.0,5.0,6.0,2308.0
6.0,6.0,3.0,4.0,6.0,3.0,4.0,4.0,4.0,2301.0
7.0,6.0,4.0,2.0,4.0,2.0,4.0,8.0,2.0,2311.0
4.0,3.0,3.0,2.0,6.0,2.0,4.0,4.0,2.0,2309.0
7.0,5.0,5.0,2.0,4.0,2.0,5.0,8.0,3.0,2314.0
,,,,,,,,,2310.0
1.0,8.0,1.0,8.0,10.0,7.0,8.0,1.0,8.0,2302.0
3.0,6.0,2.0,7.0,10.0,6.0,8.0,2.0,7.0,2308.0
3.0,5.0,2.0,3.0,6.0,2.0,3.0,2.0,3.0,2301.0
6.0,5.0,3.0,,3.0,1.0,3.0,3.0,2.0,2311.0
3.0,5.0,2.0,3.0,6.0,1.0,4.0,3.0,3.0,2309.0
7.0,4.0,6.0,1.0,3.0,0.0,4.0,4.0,2.0,2314.0
,,,1.0,,0.0,,,,2310.0
0.0,,,10.0,10.0,10.0,8.0,1.0,10.0,2302.0
0.0,,,10.0,9.0,10.0,7.0,1.0,10.0,2308.0
5.0,,,5.0,2.0,3.0,5.0,7.0,0.0,2301.0
5.0,,,3.0,1.0,1.0,3.0,6.0,0.0,2311.0
6.0,,,3.0,1.0,1.0,3.0,5.0,0.0,2309.0
,,,,,,4.0,5.0,0.0,2314.0
,,,,,,4.0,5.0,0.0,2310.0
1.0,3.0,6.0,10.0,10.0,10.0,9.0,6.0,8.0,2302.0
4.0,,2.0,10.0,10.0,10.0,10.0,7.0,10.0,2308.0
3.0,,1.0,5.0,4.0,3.0,3.0,3.0,4.0,2301.0
6.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,2311.0
,2.0,5.0,3.0,6.0,2.0,6.0,5.0,6.0,2309.0
2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2314.0
6.0,4.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,2310.0
3.0,7.0,5.0,10.0,10.0,10.0,10.0,5.0,10.0,2302.0
2.0,3.0,2.0,7.0,9.0,8.0,8.0,2.0,8.0,2308.0
2.0,2.0,2.0,2.0,6.0,2.0,3.0,2.0,1.0,2301.0
2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,2311.0
2.0,0.0,2.0,2.0,6.0,1.0,2.0,2.0,0.0,2309.0
4.0,1.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,2314.0
,,,,,,,,,2310.0
2.0,6.0,2.0,7.0,4.0,3.0,2.0,3.0,3.0,2410.0
4.0,,4.0,,5.0,4.0,6.0,6.0,5.0,2415.0
8.0,,5.0,8.0,7.0,5.0,8.0,7.0,6.0,2416.0
7.0,7.0,6.0,3.0,2.0,0.0,7.0,,1.0,2417.0
8.0,4.0,6.0,9.0,10.0,10.0,10.0,7.0,10.0,2406.0
3.0,5.0,0.0,6.0,5.0,6.0,4.0,3.0,7.0,2405.0
10.0,7.0,8.0,2.0,1.0,5.0,8.0,9.0,6.0,2412.0
7.0,,6.0,3.0,3.0,5.0,6.0,6.0,5.0,2414.0
,,4.0,5.0,,1.0,0.0,,3.0,2402.0
5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,2410.0
6.0,5.0,6.0,4.0,5.0,4.0,6.0,6.0,7.0,2415.0
6.0,5.0,8.0,7.0,8.0,5.0,7.0,7.0,8.0,2416.0
7.0,5.0,8.0,7.0,4.0,1.0,6.0,7.0,3.0,2417.0
7.0,5.0,8.0,7.0,10.0,9.0,9.0,7.0,10.0,2406.0
6.0,5.0,7.0,6.0,8.0,9.0,9.0,7.0,10.0,2405.0
9.0,5.0,9.0,8.0,7.0,1.0,7.0,8.0,5.0,2412.0
7.0,5.0,8.0,6.0,7.0,6.0,,8.0,7.0,2414.0
5.0,5.0,4.0,6.0,5.0,5.0,3.0,4.0,8.0,2402.0
4.0,6.0,4.0,5.0,5.0,4.0,5.0,5.0,6.0,2410.0
3.0,6.0,5.0,6.0,5.0,5.0,4.0,3.0,5.0,2415.0
3.0,7.0,3.0,8.0,6.0,6.0,6.0,6.0,7.0,2416.0
5.0,5.0,6.0,6.0,3.0,2.0,7.0,7.0,2.0,2417.0
4.0,4.0,4.0,8.0,8.0,6.0,5.0,4.0,7.0,2406.0
3.0,6.0,7.0,7.0,8.0,7.0,4.0,4.0,8.0,2405.0
3.0,5.0,7.0,6.0,4.0,4.0,7.0,6.0,4.0,2412.0
3.0,4.0,5.0,5.0,8.0,5.0,5.0,4.0,6.0,2414.0
3.0,2.0,1.0,2.0,5.0,3.0,1.0,2.0,9.0,2402.0
4.0,,4.0,6.0,6.0,9.0,4.0,3.0,7.0,2410.0
,,4.0,,9.0,6.0,5.0,4.0,6.0,2415.0
6.0,4.0,6.0,7.0,9.0,7.0,7.0,7.0,8.0,2416.0
4.0,3.0,3.0,4.0,6.0,0.0,4.0,4.0,1.0,2417.0
6.0,5.0,6.0,8.0,10.0,10.0,8.0,6.0,9.0,2406.0
7.0,7.0,7.0,6.0,9.0,7.0,5.0,7.0,8.0,2405.0
7.0,4.0,7.0,5.0,6.0,1.0,6.0,8.0,3.0,2412.0
,,,6.0,9.0,9.0,5.0,,8.0,2414.0
4.0,,3.0,,,,4.0,3.0,,2402.0
2.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,2410.0
8.0,,8.0,9.0,10.0,,6.0,7.0,,2415.0
3.0,,4.0,9.0,10.0,10.0,9.0,6.0,10.0,2416.0
2.0,3.0,2.0,2.0,6.0,0.0,4.0,4.0,0.0,2417.0
7.0,5.0,8.0,9.0,10.0,10.0,9.0,8.0,10.0,2406.0
7.0,4.0,7.0,8.0,8.0,9.0,6.0,7.0,10.0,2405.0
8.0,6.0,7.0,7.0,6.0,3.0,7.0,8.0,6.0,2412.0
,,,,,,,,,2414.0
1.0,,2.0,,,,3.0,2.0,7.0,2402.0
1.0,8.0,2.0,7.0,8.0,9.0,2.0,4.0,9.0,2410.0
7.0,7.0,7.0,3.0,8.0,6.0,6.0,7.0,4.0,2415.0
7.0,7.0,7.0,3.0,8.0,6.0,7.0,7.0,6.0,2416.0
7.0,7.0,7.0,3.0,8.0,2.0,8.0,8.0,3.0,2417.0
7.0,7.0,7.0,3.0,8.0,7.0,8.0,8.0,8.0,2406.0
7.0,5.0,7.0,3.0,8.0,7.0,7.0,8.0,7.0,2405.0
7.0,7.0,7.0,3.0,8.0,7.0,7.0,8.0,6.0,2412.0
7.0,7.0,6.0,3.0,8.0,7.0,7.0,8.0,6.0,2414.0
1.0,9.0,2.0,8.0,3.0,9.0,1.0,2.0,9.0,2402.0
3.0,5.0,4.0,5.0,6.0,6.0,,,,2410.0
6.0,5.0,4.0,5.0,7.0,6.0,,,,2415.0
6.0,5.0,6.0,5.0,6.0,7.0,,,,2416.0
6.0,5.0,6.0,5.0,6.0,,,,,2417.0
5.0,5.0,5.0,10.0,10.0,10.0,,,,2406.0
5.0,2.0,5.0,7.0,6.0,7.0,,,,2405.0
8.0,5.0,8.0,5.0,5.0,4.0,,,,2412.0
,,,5.0,,,,,,2414.0
,,,5.0,,,,,,2402.0
6.0,,,6.0,5.0,5.0,5.0,7.0,8.0,2410.0
6.0,,,8.0,5.0,8.0,6.0,7.0,7.0,2415.0
8.0,,,7.0,6.0,10.0,6.0,6.0,2.0,2416.0
5.0,,,9.0,6.0,5.0,7.0,9.0,4.0,2417.0
7.0,,,9.0,10.0,8.0,10.0,7.0,3.0,2406.0
7.0,8.0,,6.0,9.0,8.0,6.0,7.0,6.0,2405.0
5.0,,,,5.0,,8.0,9.0,8.0,2412.0
5.0,,,,6.0,5.0,7.0,8.0,7.0,2414.0
6.0,,,,6.0,5.0,4.0,6.0,7.0,2402.0
0.0,10.0,3.0,6.0,8.0,9.0,2.0,3.0,7.0,2410.0
10.0,10.0,7.0,,9.0,8.0,9.0,,5.0,2415.0
5.0,10.0,4.0,7.0,9.0,8.0,8.0,4.0,8.0,2416.0
4.0,5.0,3.0,1.0,0.0,0.0,5.0,5.0,1.0,2417.0
5.0,7.0,6.0,9.0,10.0,10.0,9.0,4.0,8.0,2406.0
5.0,10.0,6.0,7.0,8.0,7.0,6.0,5.0,7.0,2405.0
5.0,8.0,6.0,4.0,3.0,4.0,7.0,6.0,4.0,2412.0
5.0,7.0,6.0,6.0,7.0,5.0,6.0,7.0,6.0,2414.0
5.0,7.0,4.0,,,5.0,1.0,2.0,7.0,2402.0
2.0,5.0,3.0,7.0,7.0,7.0,3.0,7.0,6.0,2410.0
5.0,3.0,5.0,7.0,7.0,6.0,5.0,3.0,5.0,2415.0
3.0,,7.0,10.0,8.0,8.0,8.0,8.0,9.0,2416.0
5.0,8.0,4.0,1.0,4.0,2.0,4.0,4.0,2.0,2417.0
3.0,7.0,8.0,6.0,10.0,10.0,8.0,8.0,8.0,2406.0
6.0,8.0,7.0,4.0,7.0,7.0,5.0,5.0,7.0,2405.0
7.0,7.0,6.0,3.0,5.0,3.0,6.0,5.0,3.0,2412.0
6.0,5.0,8.0,,8.0,6.0,5.0,5.0,6.0,2414.0
,3.0,,,,,3.0,6.0,,2402.0
6.0,,3.0,6.0,5.0,7.0,4.0,4.0,6.0,2410.0
,,,5.0,3.0,3.0,,,4.0,2415.0
8.0,,3.0,8.0,8.0,9.0,8.0,6.0,7.0,2416.0
6.0,1.0,2.0,2.0,2.0,1.0,5.0,4.0,2.0,2417.0
7.0,4.0,4.0,9.0,10.0,9.0,9.0,6.0,8.0,2406.0
7.0,4.0,4.0,7.0,6.0,8.0,6.0,5.0,8.0,2405.0
5.0,,5.0,5.0,3.0,3.0,6.0,6.0,5.0,2412.0
,,,,,,,,,2414.0
9.0,,2.0,5.0,,5.0,3.0,2.0,7.0,2402.0
2.0,8.0,3.0,7.0,5.0,9.0,3.0,2.0,8.0,2410.0
4.0,7.0,5.0,7.0,8.0,7.0,4.0,2.0,7.0,2415.0
4.0,6.0,6.0,6.0,7.0,7.0,6.0,4.0,7.0,2416.0
8.0,4.0,5.0,2.0,2.0,1.0,7.0,7.0,2.0,2417.0
5.0,6.0,7.0,7.0,10.0,9.0,8.0,2.0,8.0,2406.0
6.0,7.0,6.0,7.0,4.0,8.0,6.0,2.0,6.0,2405.0
7.0,5.0,6.0,3.0,3.0,2.0,7.0,6.0,3.0,2412.0
7.0,5.0,5.0,4.0,4.0,4.0,7.0,7.0,5.0,2414.0
2.0,7.0,3.0,7.0,,8.0,2.0,3.0,6.0,2402.0
3.0,9.0,6.0,7.0,6.0,6.0,7.0,2.0,8.0,2507.0
8.0,9.0,9.0,8.0,8.0,8.0,9.0,7.0,9.0,2506.0
1.0,6.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2501.0
10.0,10.0,10.0,0.0,2.0,0.0,9.0,9.0,0.0,2518.0
4.0,7.0,4.0,8.0,9.0,10.0,8.0,2.0,10.0,2511.0
7.0,8.0,7.0,9.0,10.0,10.0,10.0,7.0,9.0,2515.0
3.0,10.0,4.0,9.0,10.0,9.0,2.0,2.0,8.0,2516.0
5.0,6.0,5.0,,,3.0,4.0,4.0,6.0,2521.0
5.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,2522.0
2.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,2523.0
3.0,7.0,4.0,8.0,8.0,8.0,6.0,3.0,10.0,2507.0
6.0,7.0,4.0,6.0,7.0,6.0,7.0,7.0,8.0,2506.0
2.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2501.0
8.0,3.0,8.0,0.0,3.0,0.0,7.0,8.0,0.0,2518.0
3.0,7.0,2.0,9.0,9.0,8.0,4.0,4.0,9.0,2511.0
